"gate_state","stage5_gate_passed","stage6_outcome_authorized","cmems_acquisition_authorized","source_inputs_verified","canonical_datasets","canonical_observation_rows","provisional_samples_audited","accepted_taxonomy_rows","unique_conversion_authority_candidate_rows","abundance_rows_authorized_for_conversion","total_biomass_outcome_eligible_samples","lower_central_upper_reference_series_constructed","unresolved_blocker_count","deterministic_metadata_checks","raw_and_interim_checksum_validation","bloom_outcomes_calculated","phy_c_values_accessed"
"harmonization_in_progress_biomass_construction_blocked",FALSE,FALSE,FALSE,7,6,2369523,31947,2234773,247261,0,0,FALSE,4,TRUE,TRUE,FALSE,FALSE
