"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS15","DS15_EMODNET_20260809T181750Z","stage2/ds15_emodnet_presence/DS15_EMODNET_20260809T181750Z","97dc904a19f7f7007bea41e2386f8106ed723dcd40bb83939b7118ffb624727e","20260809T181750Z"
