"work_item_id","run_relative_path","completed_utc","configuration_path","configuration_checksum_sha256","source_inventory_checksum_sha256","manifest_checksum_sha256","run_summary_checksum_sha256","file_count","total_size_bytes"
"REGISTER:DS26","stage2/ds26_ifcb_reference/DS26_IFCB_REFERENCE_20260808T200000Z","2026-08-08T20:10:06Z","config/stage2_ds26_ifcb_reference_library.json","f90873de3e244d567a0d9ddf6bc62370e532423a5f2315976fe8d31b569adb30","2baea7f0222cee09ee40ed6ede7008bee2d3394fdadc6b17c520ee5ff455c2b2","bd0b1423ac4ab43b0d831781b84610f73cb1c2ee30284a04d199266a119fcdd6","aa85a8db8a4f0fc5275e4b83c34e2b055f7b5d5675e397919196264ca0fcf4b0",4,8104707049
