"work_item_id","run_relative_path","completed_utc","configuration_path","configuration_checksum_sha256","manifest_checksum_sha256","file_inventory_checksum_sha256","intake_summary_checksum_sha256","run_summary_checksum_sha256","source_artifact_count","total_size_bytes","observation_rows"
"REGISTER:DS02","stage2/ds02_rws/DS02_RWS_MANUAL_EXPORT_20260809T091700Z","2026-08-09T09:28:05Z","config/stage2_ds02_rws_manual_export_intake.json","b0fd2477a34cfb22a4002bac9592123096ce441c77120bc66d617130cd45f3e2","d57a6a7ab103f66014067536b7eac4936c16372639f73d1bf1316ebc00fb1e6b","329c92e22a124930eb9c45bd732d19270a7f013bab39f7348f8fad2dc03109e2","7302a03e613de00edf1f7292b19514b081e0873bba371974d4e823d337e94676","c0534160773d59f05356fc1bb3e8f318945de007bf553fda7b62c5da723f7b78",4,76933080,505452
