"work_item_id","run_relative_path","completed_utc","configuration_path","configuration_checksum_sha256","manifest_checksum_sha256","catalogue_checksum_sha256","request_checksum_sha256","run_summary_checksum_sha256","artifact_count","total_size_bytes"
"REGISTER:DS02","stage2/ds02_rws/DS02_RWS_CATALOGUE_20260809T070000Z","2026-08-09T07:00:02Z","config/stage2_ds02_rws_catalogue_acquisition.json","617551a88a1b96b6d05bb36c36af2d8780ff69d85eb61bef3246de5daddb7f5c","9b0a78459a42d55b98eaea1177138f933cab8093e3f944abf500e916672a9c20","2612736a296e771b8567cbbd341151c74de624890d4f45dcadfc768df3c1c21c","66f08159eacdaceb32745d63c4994e16fb47b5d62a357cc91b78d1115184165e","46f121d4ccf5e28322187f34a41ee2b317f1d37a820ed244ae50ca1e2b6bc920",3,8514719
