"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc","replaces_active_run"
"REGISTER:DS04","DS04_PLET_BSH_ABUNDANCE_20260811T103949Z","stage2/ds04_plet_bsh/DS04_PLET_BSH_ABUNDANCE_20260811T103949Z","bde4d0bdd9aa6193192efec577eaeec3907abb2f7536585a59213f010d60d3b8","20260811T103949Z","DS04_PLET_BSH_20260809T102924Z"
