"work_item_id","run_relative_path","completed_utc","configuration_path","configuration_checksum_sha256","manifest_checksum_sha256","figshare_inventory_checksum_sha256","run_summary_checksum_sha256","artifact_count","total_size_bytes"
"REGISTER:DS26","stage2/ds26_smhi_ifcb/DS26_SMHI_IFCB_20260808T195600Z","2026-08-08T19:57:43Z","config/stage2_ds26_smhi_ifcb_acquisition.json","aa884f28ec6a4d93f8ce2b7b6bdafa366f03ea862ff50befc8c3111dcf6d54e7","a699ed6fa2782a10a9cafc87bae11c5f4506839fa4e4b8ec3c23f2828c0552d0","3fc42c5ffd582a4252696c3ac131ba71a00163434d5ed377ab694f0b49e02be5","deb36f501a7c4040a5c315d4bbb0ecd945b3e6a2d41255bedce777b6f39830eb",3,18376897
