"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS22","DS22_PEG_BVOL_20260811T104017Z","stage2/ds22_peg_bvol/DS22_PEG_BVOL_20260811T104017Z","b261ebc21322e6d8a4ff98fb66935c0038b4f5578a0f8932a5ea3aff1b8fe3a3","20260811T104017Z"
