"work_item_id","run_relative_path","completed_utc","configuration_path","configuration_checksum_sha256","catalogue_checksum_sha256","manifest_checksum_sha256","run_summary_checksum_sha256","package_count","total_size_bytes"
"REGISTER:DS06","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z","2026-08-08T19:15:31Z","config/stage2_ds06_smhi_shark_acquisition.json","d00bcb3dd52cea9203153f4c68058b97adb175c080d8e5f482646da908115aa3","bf28fbd8434b4c9a927fe9a7c1ed57861d8bbb1b2cb4b2d9184c3d4274b6afbb","e7c8aeec0f286616dd9080ae7d7be7fb5728f36185209bdd298a3787b2506535","d35b9269e436919c1bf74f659cbc6bfcdcf5f80ca1c8f45df5f00c331f80b443",219,27700519
