"run_relative_path","completed_utc","configuration_path","configuration_checksum_sha256","contract_checksum_sha256","queue_checksum_sha256","domain_geometry_checksum_sha256","manifest_checksum_sha256","dataset_hit_summary_checksum_sha256","run_summary_checksum_sha256","manifest_rows","bbox_records_archived"
"stage2/emodnet_wfs_geometry/20260808T183226Z","2026-08-08T18:39:15Z","config/stage2_emodnet_wfs_geometry.json","eb86ffae67fe062dd37bb98fe447c53957cba1918f25eea9d6655e4f6c3c9228","1734e4360e2b1575741b7ba488160e90411ada61612497370bf3a42cb7264c02","ea50b4594a865634a97458b88657cfcea959be5b3da84f1c10b3ea43b9ddc7ea","100d3aed06392f9b6956d91bc8484c868d2febf803306c9a9187f6f003890602","6d820d52b8cec968df111a683384c3478cd8b7d4c2ecf12beb43092119b7422d","6d75e01f660baeb3d048ea96c8ad0805e6c517aec91b40b30dde71c8216b3510","714a18e97ff334362d49e756363c1a75d717415cf7290d75df56540f602f14e3",81,384548
