"article_id","file_id","filename","size_bytes","download_url","supplied_md5","computed_md5","acquisition_state"
25883455,63288769,"smhi_ifcb_matlab_files.zip",6873365156,"https://ndownloader.figshare.com/files/63288769","9823b845d4a9f4a25911ade786c5204e","9823b845d4a9f4a25911ade786c5204e","metadata_only_pending_role_and_size_review"
25883455,63330088,"smhi_ifcb_annotated_images.zip",1231331308,"https://ndownloader.figshare.com/files/63330088","cd19b9ced34e87de8c868ecc0f489c29","cd19b9ced34e87de8c868ecc0f489c29","metadata_only_pending_role_and_size_review"
25883455,63332905,"MANIFEST.txt",130,"https://ndownloader.figshare.com/files/63332905","3341b5b5b1c05ded1f3f58dbabfe678c","3341b5b5b1c05ded1f3f58dbabfe678c","metadata_only_pending_role_and_size_review"
25883455,63332908,"README.md",10455,"https://ndownloader.figshare.com/files/63332908","430ad66a8a68531b691e337fd99bd8fe","430ad66a8a68531b691e337fd99bd8fe","metadata_only_pending_role_and_size_review"
