"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS16","DS16_PLET_STONEHAVEN_20260809T105042Z","stage2/ds16_plet_stonehaven/DS16_PLET_STONEHAVEN_20260809T105042Z","97b5a065b21f58d9108009fd89b1eed17544942084a6189894b2d9435f078b57","20260809T105042Z"
