"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS10","DS10_PLET_VLIZ_20260809T105128Z","stage2/ds10_plet_vliz/DS10_PLET_VLIZ_20260809T105128Z","2a6c52bab3162149b02597b283a1e7780ebe4a0d46d3333b77f4933313f8a4fc","20260809T105128Z"
