"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS05","DS05_PLET_NOVANA_20260809T103132Z","stage2/ds05_plet_novana/DS05_PLET_NOVANA_20260809T103132Z","8107a7fd9eed102dc72443cf7b8728b92bf8d80bacacb712312f6bf12460e7ca","20260809T103132Z"
