"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS03","DS03_EUROBIS_IPT_20260809T183011Z","stage2/ds03_eurobis/DS03_EUROBIS_IPT_20260809T183011Z","14d4170fe32ad17001711edf9f0117966a3241cdbc3d1bb34164afb1deeed272","20260809T183011Z"
