"raw_relative_path","table_name","column_name","storage_type","reported_unit","semantic_role","missing_value_codes","quality_flag_meaning","example_values","inventory_state"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","Aantal","character","","measurement","blank","","","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","Waarde","character","N/ML|PROCENT","measurement","blank","","0,500000|1,000000|2,000000","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","Eenheid","character","","measurement","blank","","PROCENT|N/ML","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","Collectie commentaar","character","","provenance_or_context","blank","","Dc001|Dc057|Dc054","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","LengthClass","character","","method","blank","","FL-10-20um|FL-2-5um|FL-gd20um","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","MeasurementPackage","character","","method","blank","","DT.AB|FP.AC|FP.AI","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","Capacity","character","","method","blank","","cel|wn","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","SamplingMethod","character","","method","blank","","DIATM_S001|FYTPT_S001|FYTPT_S002","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","Supplier","character","","method","blank","","RWS","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","AnalysisMethod","character","","method","blank","","DIATM_A001|DIATM_A002|DIATM_A003","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","LifeForm","character","","taxon_context","blank","","LV-CEL|LV-KOL|LV-COE","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","Appearance","character","","taxon_context","blank","","","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","LifeStage","character","","taxon_context","blank","","","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","Purpose","character","","method","blank","","MT|KT","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_3.csv","Waterinfo_Export","AnalysisPackage","character","","method","blank","","FP.AB","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Datum","character","","datetime","blank","","09-01-2000 23:00:00 +00:00|10-01-2000 23:00:00 +00:00|16-01-2000 23:00:00 +00:00","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Meetobject","character","","identifier","blank","","ZIJPE|LODSGT|WISSKKE","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Organisatie","character","","identifier","blank","","RWS|Haringvlietsluizen binnen zuidkant","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Parameter","character","","measurement","blank","","Khakista|Noctiluca scintillans|Asterionellopsis glacialis","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Meetpakket","character","","method","blank","","FP.AC|DT.AB|Cocconeis neothumensis","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Compartiment","character","","measurement","blank","","OW|MN|HY","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Grootheid","character","","measurement","blank","","AANTPVLME|AANTFTE|OW","present"
