"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS22","DS22_FIGSHARE_20260809T181741Z","stage2/ds22_figshare/DS22_FIGSHARE_20260809T181741Z","4b01ff5ee24ead03a92e0a162ca282e2f0318af1703ab405d24d10cbf443d6b7","20260809T181741Z"
