"work_item_id","provider_dataset_id","doi","provider_version","annotated_image_count","class_count","coverage_start_year","coverage_end_year","archived_file_count","archived_size_bytes","license","scientific_role","independent_monitoring_network","observation_record_source","resolution_detail"
"REGISTER:DS26","FIGSHARE:25883455","10.17044/scilifelab.25883455.v6","6",86232,146,2016,2026,4,8104707049,"CC BY 4.0","classifier_taxonomy_size_range_and_method_evidence",FALSE,FALSE,"The full v6 image/MATLAB library is archived to audit classifier classes, image features, size and method assumptions for DS26. Its manually annotated images train or assess the classifier; they are not a second monitoring network, sampling series, or bloom reference."
