"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS10","DS10_VLIZ_IMIS_20260810T070114Z","stage2/ds10_vliz_imis/DS10_VLIZ_IMIS_20260810T070114Z","bca542b2865729646f91cc9340b71121b6ff6afd158254ad17e125627e97d685","20260810T070114Z"
