"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS12","DS12_DASSH_IPT_20260810T070124Z","stage2/ds12_dassh_ipt/DS12_DASSH_IPT_20260810T070124Z","272701653ed70a2ab09695bbd575bd0e3f5ce922c77c695c77dc79e4389f38ce","20260810T070124Z"
