"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS08","DS08_PANGAEA_ABUNDANCE_20260810T070134Z","stage2/ds08_pangaea_abundance/DS08_PANGAEA_ABUNDANCE_20260810T070134Z","5396bb24017312692fccc7c858f96a49381e581abbf022ecb9901f415b23a80e","20260810T070134Z"
