"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS27","DS27_PANGAEA_20260809T183210Z","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z","073f1c280f6e76894aed87c589382b76b1abac2850c26f2650efc406e46e5ecb","20260809T183210Z"
