"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS09","DS09_PANGAEA_20260809T183031Z","stage2/ds09_pangaea/DS09_PANGAEA_20260809T183031Z","aa71d5239a05ba2c72f8373f4d6818c5e7c8bb146679cdc0ba9556efd77ea30a","20260809T183031Z"
