"location_id","location_code","location_name","location_description","reported_crs","reported_latitude","reported_longitude","longitude","latitude","domain_state","subregion_id"
10603,"4epetroleumhaven","4e Petroleumhaven","4e Petroleumhaven","ETRS89",51.953524,4.140491,4.140491,51.953524,"outside_domain",
17056,"7epetroleumhaven","7e Petroleumhaven","7e Petroleumhaven","ETRS89",51.915615,4.21277,4.21277,51.915615,"outside_domain",
3627,"a12","A12 platform","A12 platform","ETRS89",55.383333,3.8,3.8,55.383333,"core","southern_and_central_north_sea"
11036,"aadorp","Aadorp","Aadorp","ETRS89",52.3726,6.6333,6.6333,52.3726,"outside_domain",
2303,"aa.helmond","Aa, Helmond","Aa, Helmond","ETRS89",51.488763,5.682549,5.682549,51.488763,"outside_domain",
4998,"aakvlaai.badstrand","Aakvlaai, badstrand","Aakvlaai, badstrand","ETRS89",51.723572,4.864773,4.864773,51.723572,"outside_domain",
9707,"aakvlaai.badstrand.2","Aakvlaai, badstrand, 2","Aakvlaai, badstrand, 2","ETRS89",51.723234,4.869669,4.869669,51.723234,"outside_domain",
11211,"aakvlaai.badstrand.3","Aakvlaai, badstrand, 3","Aakvlaai, badstrand, 3","ETRS89",51.726773,4.866994,4.866994,51.726773,"outside_domain",
11289,"aakvlaai.badstrand.4","Aakvlaai, badstrand, 4","Aakvlaai, badstrand, 4","ETRS89",51.725984,4.863472,4.863472,51.725984,"outside_domain",
10425,"aalst.deneswaarden","Aalst, De Neswaarden","Aalst, De Neswaarden","ETRS89",51.785668,5.115173,5.115173,51.785668,"outside_domain",
10980,"aalst.derietschoof.1","Aalst, De Rietschoof, meetpunt 1","strand","ETRS89",51.77674,5.125978,5.125978,51.77674,"outside_domain",
819,"aalst.derietschoof.2","Aalst, De Rietschoof, meetpunt 2","haven","ETRS89",51.776312,5.127676,5.127676,51.776312,"outside_domain",
1494,"aalst.waterspeelplaatsdeneswaarden","Aalst, Waterspeelplaats De Neswaarden","Aalst, Waterspeelplaats De Neswaarden","ETRS89",51.785477,5.114232,5.114232,51.785477,"outside_domain",
11735,"aardappelengat.west.2","Aardappelengat, west, punt 02","Aardappelengat, west, punt 02","ETRS89",51.782566,4.160885,4.160885,51.782566,"core","southern_and_central_north_sea"
12367,"aarlerixtel.goorloop.wilhelminakanaal","Aarle-Rixtel, Goorloop, Wilhelminakanaal","Aarle-Rixtel, Goorloop, Wilhelminakanaal","ETRS89",51.513289,5.612911,5.612911,51.513289,"outside_domain",
5714,"aarlerixtel.schabbert","Aarle Rixtel, Schabbert","Aarle Rixtel, Schabbert","ETRS89",51.520597,5.654069,5.654069,51.520597,"outside_domain",
10917,"aarlerixtel.schabbert.beneden","Aarle Rixtel, Schabbert, beneden","Aarle Rixtel, Schabbert, beneden","ETRS89",51.5212,5.6534,5.6534,51.5212,"outside_domain",
9668,"aarlerixtel.schabbert.boven","Aarle Rixtel, Schabbert, boven","Aarle Rixtel, Schabbert, boven","ETRS89",51.5205,5.6542,5.6542,51.5205,"outside_domain",
12622,"aarlerixtel.schabbert.inlaat","Aarle Rixtel, Schabbert, inlaat","Spuien","ETRS89",51.521269,5.653569,5.653569,51.521269,"outside_domain",
16524,"aarlerixtel.schabbert.kleplinks","Aarle Rixtel, Schabbert, klep links","Aarle Rixtel, Schabbert, klep links","ETRS89",51.521261,5.653569,5.653569,51.521261,"outside_domain",
9501,"aarlerixtel.schabbert.uitlaat","Aarle Rixtel, Schabbert, uitlaat","NettobalansUIT","ETRS89",51.521264,5.653569,5.653569,51.521264,"outside_domain",
2505,"aarlerixtel.whkgoorloop","Aarle-Rixtel, WHK-Goorloop","AA21","ETRS89",51.513286,5.612912,5.612912,51.513286,"outside_domain",
13467,"aasterberg","Aasterberg","monding van de Geleenbeek","ETRS89",51.10176,5.834066,5.834066,51.10176,"outside_domain",
417,"abbert","Abbert","Abbert","ETRS89",52.504753,5.858506,5.858506,52.504753,"outside_domain",
1412,"abbertstrand","Abbertstrand","Abbertstrand","ETRS89",52.51092,5.853608,5.853608,52.51092,"outside_domain",
16852,"adelaarsweg","Adelaarsweg","Hoge Vaart","ETRS89",52.328631,5.423878,5.423878,52.328631,"outside_domain",
7931,"afsluitdijkbreezanddijktotkornwerderzand.nld6087","Afsluitdijk Breezanddijk tot Kornwerderzand, NLD6087","Afsluitdijk Breezanddijk tot Kornwerderzand, NLD6087","ETRS89",53.05406,5.23976,5.23976,53.05406,"core","southern_and_central_north_sea"
7073,"afsluitdijkkornwerderzandtotzurich.nld6088","Afsluitdijk Kornwerderzand tot Zurich, NLD6088","Afsluitdijk Kornwerderzand tot Zurich, NLD6088","ETRS89",53.0973,5.32529,5.32529,53.0973,"core","southern_and_central_north_sea"
18207,"alblasserdam","Alblasserdam","rechteroever nabij brug","ETRS89",51.856606,4.656146,4.656146,51.856606,"outside_domain",
14391,"alblasserdam.pijlstoep","Alblasserdam, Pijlstoep","Alblasserdam, Pijlstoep","ETRS89",51.865838,4.645151,4.645151,51.865838,"outside_domain",
13767,"almeerderstrand","Almeerderstrand","Almeerderstrand","ETRS89",52.33544,5.138603,5.138603,52.33544,"core","southern_and_central_north_sea"
7620,"almelo","Almelo","Almelo","ETRS89",52.35632,6.620117,6.620117,52.35632,"outside_domain",
15433,"almen","Almen","Almen","ETRS89",52.165824,6.28472,6.28472,52.165824,"outside_domain",
4535,"almerehaven.zwemstrand","Almere-Haven, zwemstrand","Almere-Haven, zwemstrand","ETRS89",52.332849,5.212678,5.212678,52.332849,"core","southern_and_central_north_sea"
14757,"almere.hollandsebrug","Almere, Hollandse brug","Almere, Hollandse brug","ETRS89",52.3265,5.1376,5.1376,52.3265,"core","southern_and_central_north_sea"
13629,"almere.lagevaart","Almere, Lage Vaart","Almere, Lage Vaart","ETRS89",52.398658,5.247623,5.247623,52.398658,"outside_domain",
14962,"almere.triathlon.a","Almere, triathlon, punt A","Almere, triathlon, punt A","ETRS89",52.333802,5.200878,5.200878,52.333802,"core","southern_and_central_north_sea"
17941,"almere.triathlon.b","Almere, triathlon, punt B","Almere, triathlon, punt B","ETRS89",52.329379,5.212075,5.212075,52.329379,"core","southern_and_central_north_sea"
4529,"almere.triathlon.c","Almere, triathlon, punt C","Almere, triathlon, punt C","ETRS89",52.332949,5.219778,5.219778,52.332949,"outside_domain",
1507,"ameland.20kmuitdekust","Ameland, 20 km uit de kust","Ameland, 20 km uit de kust","ETRS89",53.639278,5.618695,5.618695,53.639278,"core","southern_and_central_north_sea"
6954,"ameland.4kmuitdekust","Ameland, 4 km uit de kust","Ameland, 4 km uit de kust","ETRS89",53.500662,5.633421,5.633421,53.500662,"core","southern_and_central_north_sea"
8788,"ameland.70kmuitdekust","Ameland, 70 km uit de kust","Ameland, 70 km uit de kust","ETRS89",54.085403,5.56118,5.56118,54.085403,"core","southern_and_central_north_sea"
13893,"ameland.ballumerstrandwegtothollumerbos.paal2tot7.nld5070","Ameland, Ballumerstrandweg tot Hollumer Bos, paal 2 tot 7, NLD5070","Ameland, Ballumerstrandweg tot Hollumer Bos, paal 2 tot 7, NLD5070","ETRS89",53.47687,5.68174,5.68174,53.47687,"core","southern_and_central_north_sea"
3249,"ameland.buurdertotballumerstrandweg.paal7tot15.nld5069","Ameland, Buurder tot Ballumerstrandweg, paal 7 tot 15, NLD5069","Ameland, Buurder tot Ballumerstrandweg, paal 7 tot 15, NLD5069","ETRS89",53.47439,5.79947,5.79947,53.47439,"core","southern_and_central_north_sea"
2547,"ameland.dehontotbuurderstrandweg.paal15tot25.nld5068","Ameland, De Hon tot Buurderstrandweg, paal 15 tot 25, NLD5068","Ameland, De Hon tot Buurderstrandweg, paal 15 tot 25, NLD5068","ETRS89",53.48383,5.91799,5.91799,53.48383,"core","southern_and_central_north_sea"
11577,"amelandergat","Amelander Gat","Amelander Gat","ETRS89",53.467071,5.567896,5.567896,53.467071,"core","southern_and_central_north_sea"
8851,"amelanderzeegat.1.1","Amelander zeegat, 1 .1","boei","ETRS89",53.507601,5.481405,5.481405,53.507601,"core","southern_and_central_north_sea"
18354,"amelanderzeegat.1.2","Amelander zeegat, 1 .2","boei","ETRS89",53.507598,5.48442,5.48442,53.507598,"core","southern_and_central_north_sea"
12056,"amelanderzeegat.2.1","Amelander zeegat, 2 .1","boei","ETRS89",53.477304,5.573963,5.573963,53.477304,"core","southern_and_central_north_sea"
7722,"amelanderzeegat.2.2","Amelander zeegat, 2 .2","boei","ETRS89",53.478028,5.570954,5.570954,53.478028,"core","southern_and_central_north_sea"
8079,"amelanderzeegat.3.1","Amelander zeegat, 3 .1","boei","ETRS89",53.450839,5.60365,5.60365,53.450839,"core","southern_and_central_north_sea"
4456,"amelanderzeegat.3.2","Amelander zeegat, 3 .2","boei","ETRS89",53.449939,5.604699,5.604699,53.449939,"core","southern_and_central_north_sea"
17977,"amelanderzeegat.4.1","Amelander zeegat, 4 .1","boei","ETRS89",53.421114,5.641855,5.641855,53.421114,"core","southern_and_central_north_sea"
17646,"amelanderzeegat.4.2","Amelander zeegat, 4 .2","boei","ETRS89",53.424273,5.635406,5.635406,53.424273,"core","southern_and_central_north_sea"
5417,"amelanderzeegat.5.1","Amelander zeegat, 5 .1","boei","ETRS89",53.392769,5.698355,5.698355,53.392769,"core","southern_and_central_north_sea"
16066,"amelanderzeegat.5.2","Amelander zeegat, 5 .2","boei","ETRS89",53.393401,5.696857,5.696857,53.393401,"core","southern_and_central_north_sea"
3837,"amelanderzeegat.6.1","Amelander zeegat, 6 .1","boei","ETRS89",53.318808,5.574776,5.574776,53.318808,"core","southern_and_central_north_sea"
15833,"amelanderzeegat.6.2","Amelander zeegat, 6 .2","boei","ETRS89",53.373153,5.770331,5.770331,53.373153,"core","southern_and_central_north_sea"
16994,"ameland.hollumerbostotreeweg.totpaal2.nld5071","Ameland, Hollumer Bos tot Reeweg, tot paal 2, NLD5071","Ameland, Hollumer Bos tot Reeweg, tot paal 2, NLD5071","ETRS89",53.47339,5.60379,5.60379,53.47339,"core","southern_and_central_north_sea"
6200,"ameland.nes","Ameland, Nes","Ameland, Nes","ETRS89",53.429766,5.759448,5.759448,53.429766,"core","southern_and_central_north_sea"
831,"ameland.nes.badstrand","Ameland, Nes, badstrand","Ameland, Nes, badstrand","ETRS89",53.462079,5.778186,5.778186,53.462079,"core","southern_and_central_north_sea"
16936,"ameland.noord","Ameland, noord","Ameland, noord","ETRS89",53.46723,5.788562,5.788562,53.46723,"core","southern_and_central_north_sea"
1166,"ameland.oost","Ameland, oost","Ameland, oost","ETRS89",53.455501,5.971668,5.971668,53.455501,"core","southern_and_central_north_sea"
11457,"ameland.stroomleidamtotveerdamnes.nld5073","Ameland, Stroomleidam tot veerdam Nes, NLD5073","Ameland, Stroomleidam tot veerdam Nes, NLD5073","ETRS89",53.42616,5.73027,5.73027,53.42616,"core","southern_and_central_north_sea"
13599,"ameland.veerdamnestotkooigrie.nld5074","Ameland, veerdam Nes tot Kooigrie, NLD5074","Ameland, veerdam Nes tot Kooigrie, NLD5074","ETRS89",53.42865,5.82731,5.82731,53.42865,"core","southern_and_central_north_sea"
17821,"ameland.wantij","Ameland Wantij","Ameland Wantij","ETRS89",53.42333,5.88833,5.88833,53.42333,"core","southern_and_central_north_sea"
18351,"ameland.westgat","Ameland, Westgat","platform","ETRS89",53.491639,5.941194,5.941194,53.491639,"core","southern_and_central_north_sea"
10138,"amelandwestgat","Ameland Westgat platform","Ameland Westgat platform","ETRS89",53.49164,5.94114,5.94114,53.49164,"core","southern_and_central_north_sea"
15136,"amerikahaven.2","Amerikahaven, 2","Amerikahaven, 2","ETRS89",52.411987,4.774766,4.774766,52.411987,"outside_domain",
7320,"amerikahaven.zuid","Amerikahaven, zuid","Amerikahaven, zuid","ETRS89",52.401564,4.77538,4.77538,52.401564,"outside_domain",
5326,"amerongen.beneden","Amerongen, beneden","Amerongen, beneden","ETRS89",51.974,5.404,5.404,51.974,"outside_domain",
4597,"amerongen.boven","Amerongen, boven","Amerongen, boven","ETRS89",51.9753,5.4125,5.4125,51.9753,"outside_domain",
440,"amerongen.eckenwiel","Amerongen, Eck en Wiel","Amerongen, Eck en Wiel","ETRS89",51.983031,5.455764,5.455764,51.983031,"outside_domain",
16720,"ammerstol.dehem.badstrand","Ammerstol, De Hem, badstrand","Ammerstol, De Hem, badstrand","ETRS89",51.941746,4.832526,4.832526,51.941746,"outside_domain",
8514,"amsteldiep","Amsteldiep","Amsteldiep","ETRS89",52.929371,4.911323,4.911323,52.929371,"core","southern_and_central_north_sea"
6464,"amsterdam.diemerdijk","Amsterdam, Diemerdijk","Amsterdam, Diemerdijk","ETRS89",52.352288,5.005589,5.005589,52.352288,"core","southern_and_central_north_sea"
4160,"amsterdam.diemerpolder","Amsterdam, Diemerpolder","ARK, km 4","ETRS89",52.348628,4.985808,4.985808,52.348628,"outside_domain",
7429,"amsterdam.km25","Amsterdam, km 25","IJtunnel","ETRS89",52.380775,4.905707,4.905707,52.380775,"outside_domain",
12635,"amsterdam.ndsmwerf","Amsterdam, NDSM werf","Amsterdam, NDSM werf","ETRS89",52.399863,4.888014,4.888014,52.399863,"outside_domain",
14717,"amsterdam.schellingwouderbrug","Amsterdam, Schellingwouderbrug","Amsterdam, Schellingwouderbrug","ETRS89",52.378673,4.967545,4.967545,52.378673,"outside_domain",
15071,"amsterdam.stranddiemerpark","Amsterdam, Strand Diemerpark","Amsterdam, Strand Diemerpark","ETRS89",52.354645,4.986986,4.986986,52.354645,"outside_domain",
11817,"amsterdam.surinamekade","Amsterdam, Surinamekade","Amsterdam, Surinamekade","ETRS89",52.37726,4.949568,4.949568,52.37726,"core","southern_and_central_north_sea"
10242,"andel.maas","Andel, Maas","Andel, Maas","ETRS89",51.794083,5.050327,5.050327,51.794083,"outside_domain",
16807,"andel.strand","Strandje Andel","Strandje Andel","ETRS89",51.783418,5.06116,5.06116,51.783418,"outside_domain",
12331,"andel.waal","Andel, Waal","Andel, Waal","ETRS89",51.794799,5.049162,5.049162,51.794799,"outside_domain",
11801,"andijk","Andijk","voorheen IJsselmeer, meetpaal 38","ETRS89",52.7503,5.265049,5.265049,52.7503,"core","southern_and_central_north_sea"
9647,"andijk.ijsselmeer","Andijk IJsselmeer","Andijk IJsselmeer","ETRS89",52.750524,5.265018,5.265018,52.750524,"core","southern_and_central_north_sea"
15724,"andijk.zwemstrand","Andijk, Zwemstrand","Andijk, Zwemstrand","ETRS89",52.739678,5.175511,5.175511,52.739678,"outside_domain",
19152,"andijk.zwemstrandextra","Andijk Zwemstrand extra","Andijk Zwemstrand extra","ETRS89",52.7408,5.1715,5.1715,52.7408,"core","southern_and_central_north_sea"
9766,"ane.h56","Ane, H56","Ane, H56","ETRS89",52.611501,6.658118,6.658118,52.611501,"outside_domain",
6000,"antwerpen.bonapartedok","Antwerpen, Bonapartedok","Antwerpen, Bonapartedok","ETRS89",51.22835,4.399894,4.399894,51.22835,"outside_domain",
7063,"antwerpen.kattendijk","Antwerpen, Kattendijk","Antwerpen, Kattendijk","ETRS89",51.28252,4.332061,4.332061,51.28252,"outside_domain",
18773,"antwerpen.loodsgebouw","Antwerpen, Loodsgebouw","Antwerpen, Loodsgebouw","ETRS89",51.227537,4.399894,4.399894,51.227537,"outside_domain",
6102,"antwerpen.prosperpolder","Antwerpen, Prosperpolder","Antwerpen, Prosperpolder","ETRS89",51.342082,4.247633,4.247633,51.342082,"outside_domain",
18023,"antwerpskanaalpand.km2","Antwerps Kanaalpand, kilometer 02","Antwerps Kanaalpand, kilometer 02","ETRS89",51.38782,4.245773,4.245773,51.38782,"outside_domain",
16292,"appelhoek","Appelhoek","Appelhoek","ETRS89",52.614273,5.190834,5.190834,52.614273,"core","southern_and_central_north_sea"
6211,"appelhoek.west","Appelhoek, west","Appelhoek, west","ETRS89",52.62249,5.2986,5.2986,52.62249,"core","southern_and_central_north_sea"
10606,"appelzak.1kmuitdekust","Appelzak, 1 km uit de kust","Appelzak, 1 km uit de kust","ETRS89",51.380221,3.365682,3.365682,51.380221,"core","southern_and_central_north_sea"
11687,"appelzak.2kmuitdekust","Appelzak, 2 km uit de kust","Appelzak, 2 km uit de kust","ETRS89",51.385216,3.350962,3.350962,51.385216,"core","southern_and_central_north_sea"
15949,"appelzak.4kmuitdekust","Appelzak, 4 km uit de kust","Appelzak, 4 km uit de kust","ETRS89",51.397999,3.329852,3.329852,51.397999,"core","southern_and_central_north_sea"
5798,"arcen","Arcen","Arcen","ETRS89",51.473238,6.178836,6.178836,51.473238,"outside_domain",
2194,"archem.benedenregge","Archem, Beneden Regge","Archem, Beneden Regge","ETRS89",52.468781,6.451574,6.451574,52.468781,"outside_domain",
13410,"archem.linderbeek","Archem, Linderbeek","km 0.1","ETRS89",52.469438,6.45343,6.45343,52.469438,"outside_domain",
2189,"arnemuiden.oranjeplaat","Arnemuiden Oranjeplaat","Arnemuiden Oranjeplaat","ETRS89",51.51661,3.70014,3.70014,51.51661,"outside_domain",
7042,"arnhem.nederrijn","Arnhem, Nederrijn","Arnhem, Nederrijn","ETRS89",51.975408,5.912023,5.912023,51.975408,"outside_domain",
8357,"autricheofoostenrijkpolder","Autriche of oostenrijkpolder","Autriche of oostenrijkpolder","ETRS89",51.239955,3.81318,3.81318,51.239955,"outside_domain",
16725,"baarland.badstrand","Baarland, badstrand","Baarland, badstrand","ETRS89",51.394415,3.898086,3.898086,51.394415,"outside_domain",
14185,"baarland.drempel","Baarland, drempel","Baarland, drempel","ETRS89",51.372693,3.900719,3.900719,51.372693,"core","southern_and_central_north_sea"
13299,"badstrandburen.ameland","Badstrand Buren, Ameland","Badstrand Buren, Ameland","ETRS89",53.463349,5.809289,5.809289,53.463349,"core","southern_and_central_north_sea"
16407,"badstrandhoorn.terschelling","Badstrand Hoorn, Terschelling","Badstrand Hoorn, Terschelling","ETRS89",53.416362,5.342075,5.342075,53.416362,"outside_domain",
15446,"badstrandprinsbernhardweg.schiermonnikoog","Badstrand Prins Bernhardweg, Schiermonnikoog","Badstrand Prins Bernhardweg, Schiermonnikoog","ETRS89",53.503886,6.190084,6.190084,53.503886,"core","southern_and_central_north_sea"
1706,"badstrandveen","Badstrand Veen","Badstrand Veen","ETRS89",51.784412,5.105079,5.105079,51.784412,"outside_domain",
17945,"balgzand","Balgzand","Balgzand","ETRS89",52.935924,4.866631,4.866631,52.935924,"core","southern_and_central_north_sea"
17656,"balgzand.westwal.zuid","Balgzand, westwal, zuid","Balgzand, westwal, zuid","ETRS89",52.891524,4.908021,4.908021,52.891524,"outside_domain",
8019,"ballum.badstrand","Ballum badstrand","Ballum badstrand","ETRS89",53.4659132,5.6958763,5.6958763,53.4659132,"core","southern_and_central_north_sea"
15594,"ballumerbocht","Ballumerbocht","Ballumerbocht","ETRS89",53.436203,5.718231,5.718231,53.436203,"core","southern_and_central_north_sea"
6379,"bath.2","Bath, punt 02","Bath, punt 02","ETRS89",51.399686,4.21008,4.21008,51.399686,"core","southern_and_central_north_sea"
18660,"bath.badstrand","Bath, badstrand","Bath, badstrand","ETRS89",51.400328,4.210825,4.210825,51.400328,"core","southern_and_central_north_sea"
5534,"bath.boei68","Bath, boei 68","Bath, boei 68","ETRS89",51.390355,4.206915,4.206915,51.390355,"core","southern_and_central_north_sea"
11051,"bath.boei71","Bath, boei 71","Bath, boei 71","ETRS89",51.38368,4.165426,4.165426,51.38368,"core","southern_and_central_north_sea"
12697,"bathsespuikanaal.spuisluis","Bathse Spuikanaal, Spuisluis","Bathse Spuikanaal, Spuisluis","ETRS89",51.393207,4.234976,4.234976,51.393207,"core","southern_and_central_north_sea"
11091,"bathsespuikanaal.zuid","Bathse Spuikanaal, zuid","Bathse Spuikanaal, zuid","ETRS89",51.402104,4.235643,4.235643,51.402104,"outside_domain",
7445,"bazeldijk","Bazeldijk","kilometer 14.5","ETRS89",51.900515,4.995334,4.995334,51.900515,"outside_domain",
13279,"beachstrand.eemhof","Beachstrand, Eemhof","Beachstrand, Eemhof","ETRS89",52.259908,5.390089,5.390089,52.259908,"outside_domain",
9444,"beekendonk.biezenloop","Beek en Donk, Biezenloop","AA06","ETRS89",51.559923,5.606078,5.606078,51.559923,"outside_domain",
337,"beekendonk.sluis6.beneden","Beek en donk, sluis 6, beneden","Beek en donk, sluis 6, beneden","ETRS89",51.538,5.633,5.633,51.538,"outside_domain",
18224,"beekendonk.sluis6.boven","Beek en donk, sluis 6, boven","Beek en donk, sluis 6, boven","ETRS89",51.5369,5.6343,5.6343,51.5369,"outside_domain",
16150,"beekendonk.sluis6.inlaat","Beek en Donk, Sluis 6, inlaat","Spuien","ETRS89",51.539903,5.630658,5.630658,51.539903,"outside_domain",
12418,"beekendonk.sluis6.kolk","Beek En Donk Sluis6 kolk","Beek En Donk Sluis6 kolk","ETRS89",51.53989386,5.63065851,5.63065851,51.53989386,"outside_domain",
4807,"beekendonk.sluis6.schuiflinks","Beek En Donk Sluis6 schuiflinks","Beek En Donk Sluis6 schuiflinks","ETRS89",51.53989386,5.63065851,5.63065851,51.53989386,"outside_domain",
12875,"beekendonk.sluis6.schuifrechts","Beek En Donk Sluis6 schuifrechts","Beek En Donk Sluis6 schuifrechts","ETRS89",51.53989386,5.63065851,5.63065851,51.53989386,"outside_domain",
8429,"beekendonk.sluis6.uitlaat","Beek en Donk, Sluis 6, uitlaat","NettobalansUIT","ETRS89",51.539894,5.630658,5.630658,51.539894,"outside_domain",
10726,"beerenplaat.loswal","Beerenplaat, loswal","Beerenplaat, loswal","ETRS89",51.832075,4.397555,4.397555,51.832075,"outside_domain",
499,"beerkanaal","Beerkanaal","Beerkanaal","ETRS89",51.971117,4.097315,4.097315,51.971117,"core","southern_and_central_north_sea"
12693,"beerkanaal.midden","Beerkanaal, midden","Beerkanaal, midden","ETRS89",51.975455,4.090393,4.090393,51.975455,"core","southern_and_central_north_sea"
18056,"belfeld.boven","Belfeld, boven","Belfeld, boven","ETRS89",51.3189,6.1123,6.1123,51.3189,"outside_domain",
9566,"bemmelsewaard","Bemmelse waard","Bemmelse waard","ETRS89",51.881669,5.8996,5.8996,51.881669,"outside_domain",
5982,"benedenleeuwen","Beneden Leeuwen","Beneden Leeuwen","ETRS89",51.887902,5.499341,5.499341,51.887902,"outside_domain",
18671,"benedenstrijmen.km66","Beneden Strijmen, kilometer 66","Beneden Strijmen, kilometer 66","ETRS89",51.933839,5.403924,5.403924,51.933839,"outside_domain",
16304,"beneluxhaven","Beneluxhaven","Beneluxhaven","ETRS89",51.943169,4.127935,4.127935,51.943169,"outside_domain",
8803,"beningerslikken.oost","Beninger Slikken, oost","Beninger Slikken, oost","ETRS89",51.785933,4.238633,4.238633,51.785933,"outside_domain",
7026,"beningerslikken.west.1","Beninger Slikken, west, punt 01","Beninger Slikken, west, punt 01","ETRS89",51.79875,4.211666,4.211666,51.79875,"outside_domain",
17907,"beningerslikken.west.2","Beninger Slikken, west, punt 02","Beninger Slikken, west, punt 02","ETRS89",51.8027,4.201301,4.201301,51.8027,"outside_domain",
10346,"bergambacht.lek","Bergambacht Lek","drinkwaterinnamepunt","ETRS89",51.918929,4.7859,4.7859,51.918929,"outside_domain",
10502,"bergenaanzee","Bergen aan Zee","Bergen aan Zee","ETRS89",52.660979,4.626005,4.626005,52.660979,"core","southern_and_central_north_sea"
15212,"bergenaanzee.doorbraak.paal30tot33.nld3032","Bergen aan Zee, doorbraak, paal 30 tot 33, NLD3032","Bergen aan Zee, doorbraak, paal 30 tot 33, NLD3032","ETRS89",52.70093,4.61384,4.61384,52.70093,"core","southern_and_central_north_sea"
13157,"bergenaanzee.standafvalmeetnet","Bergen aan Zee, Standafval Meetnet","NL001","ETRS89",52.651355,4.626157,4.626157,52.651355,"outside_domain",
17894,"bergen.km1404ro","Bergen, km 1404 ro","Bergen, km 1404 ro","ETRS89",51.59571,6.024741,6.024741,51.59571,"outside_domain",
13011,"bergenopzoom","Bergen op Zoom","Bergen op Zoom","ETRS89",51.473894,4.243875,4.243875,51.473894,"core","southern_and_central_north_sea"
12713,"bergenopzoom.noord","Bergen op Zoom, noord","Bergen op Zoom, noord","ETRS89",51.506522,4.249998,4.249998,51.506522,"outside_domain",
9247,"bergschediep.oost","Bergsche Diep, oost","Bergsche Diep, oost","ETRS89",51.498734,4.234105,4.234105,51.498734,"core","southern_and_central_north_sea"
14447,"bergsediepsluis.noord","Bergse Diepsluis, noord","badstrand","ETRS89",51.5124,4.173062,4.173062,51.5124,"core","southern_and_central_north_sea"
10115,"bergstoep.lek","Bergstoep, Lek","Bergstoep, Lek","ETRS89",51.9157822,4.7754326,4.7754326,51.9157822,"outside_domain",
1858,"berkhout","Berkhout","Berkhout","ETRS89",52.649231,4.982047,4.982047,52.649231,"outside_domain",
6767,"berlicum.schijndelseloop","Berlicum Schijndelseloop","Berlicum Schijndelseloop","ETRS89",51.65749,5.40411,5.40411,51.65749,"outside_domain",
6758,"berlicum.schijndelseloop.twoud","Berlicum, Schijndelseloop, het Woud","AA03","ETRS89",51.657492,5.40411,5.40411,51.657492,"outside_domain",
14332,"beugen","Beugen","Beugen","ETRS89",51.666955,5.962359,5.962359,51.666955,"outside_domain",
11459,"beukers.boven","Beukers, boven","Beukers, boven","ETRS89",52.663514,6.101702,6.101702,52.663514,"outside_domain",
7495,"biddinghuizen.ellerstrand","Biddinghuizen, Ellerstrand","Biddinghuizen, Ellerstrand","ETRS89",52.423421,5.769785,5.769785,52.423421,"outside_domain",
14867,"biddinghuizen.ellerstrand.zuid","Biddinghuizen, Ellerstrand, zuid","Biddinghuizen, Ellerstrand, zuid","ETRS89",52.42742,5.775363,5.775363,52.42742,"outside_domain",
16293,"biddinghuizen.flevostrand","Biddinghuizen, Flevostrand","Biddinghuizen, Flevostrand","ETRS89",52.387439,5.637301,5.637301,52.387439,"outside_domain",
12980,"biddinghuizen.harderstrand","Biddinghuizen, Harderstrand","Biddinghuizen, Harderstrand","ETRS89",52.38859,5.636926,5.636926,52.38859,"outside_domain",
9749,"biddinghuizen.harderstrand.noord","Biddinghuizen, Harderstrand, noord","Biddinghuizen, Harderstrand, noord","ETRS89",52.387591,5.641562,5.641562,52.387591,"outside_domain",
4907,"biddingweg","Biddingweg","Lage Vaart","ETRS89",52.51577,5.633226,5.633226,52.51577,"outside_domain",
6274,"bierum","Bierum","Bierum","ETRS89",53.388839,6.844574,6.844574,53.388839,"outside_domain",
12569,"biesbosch.marina","Biesbosch, Marina","Biesbosch, Marina","ETRS89",51.709165,4.822605,4.822605,51.709165,"outside_domain",
9293,"biesdonk","Biesdonk","Gat van de kleinen hil","ETRS89",51.761393,4.763026,4.763026,51.761393,"outside_domain",
1881,"bijland.jachthaven","Bijland, jachthaven","recreatieplas, kilometer 863.600","ETRS89",51.861827,6.0942,6.0942,51.861827,"outside_domain",
9925,"bijland.noord","BIJland, noord","recreatieplas","ETRS89",51.869605,6.078626,6.078626,51.869605,"outside_domain",
11603,"bijland.zuid","Bijland, zuid","recreatieplas","ETRS89",51.863995,6.080442,6.080442,51.863995,"outside_domain",
9338,"bijsselsebeek.monding","Bijsselsebeek, monding","Bijsselsebeek, monding","ETRS89",52.393624,5.729759,5.729759,52.393624,"outside_domain",
1025,"binnenschaar","Binnen Schaar","Binnen Schaar","ETRS89",51.648777,3.732153,3.732153,51.648777,"core","southern_and_central_north_sea"
15226,"binnenschelde","Binnenschelde","Binnenschelde","ETRS89",51.493506,4.251907,4.251907,51.493506,"core","southern_and_central_north_sea"
8290,"binnenspuikanaal.1","Binnenspuikanaal, 1","Binnenspuikanaal, 1","ETRS89",52.469946,4.608883,4.608883,52.469946,"outside_domain",
2833,"bisonbaai.midden","Bisonbaai, midden","recreatieplas","ETRS89",51.867381,5.928766,5.928766,51.867381,"outside_domain",
6027,"blaarthem","Blaarthem","Afwateringskanaal Eindhoven","ETRS89",51.422066,5.445859,5.445859,51.422066,"outside_domain",
