"location_id","location_code","location_name","location_description","reported_crs","reported_latitude","reported_longitude","longitude","latitude","domain_state","subregion_id"
571,"kievitswaard.km964.ro","Kievitswaard, km 964, ro","Kievitswaard, km 964, ro","ETRS89",51.801291,4.849839,4.849839,51.801291,"outside_domain",
18688,"kijkduin","Kijkduin","Kijkduin","ETRS89",52.070859,4.218659,4.218659,52.070859,"core","southern_and_central_north_sea"
5282,"kijkduintotscheveningen.paal102tot106.nld2021","Kijkduin tot Scheveningen, paal 102 tot 106, NLD2021","Kijkduin tot Scheveningen, paal 102 tot 106, NLD2021","ETRS89",52.0794,4.19878,4.19878,52.0794,"core","southern_and_central_north_sea"
1023,"kijkduin.zandmotor.lagune","Zandmotor Lagune","Zandmotor Lagune","ETRS89",52.054397,4.191399,4.191399,52.054397,"core","southern_and_central_north_sea"
11225,"kimstergat.meetpaal","Kimstergat, meetpaal","Kimstergat, meetpaal","ETRS89",53.291079,5.456938,5.456938,53.291079,"core","southern_and_central_north_sea"
2492,"kimstergat.oost","Kimstergat, oost","Kimstergat, oost","ETRS89",53.264566,5.467386,5.467386,53.264566,"core","southern_and_central_north_sea"
9951,"kimstergat.west","Kimstergat, west","Kimstergat, west","ETRS89",53.262779,5.450149,5.450149,53.262779,"core","southern_and_central_north_sea"
8573,"kinderdijk.lek","Kinderdijk Lek","Kinderdijk Lek","ETRS89",51.8883,4.62599,4.62599,51.8883,"outside_domain",
16100,"kinderdijk.lek.km984","Kinderdijk, Lek, km 984","Kinderdijk, Lek, km 984","ETRS89",51.880817,4.626168,4.626168,51.880817,"outside_domain",
2967,"kinderdijk.lek.km988","Kinderdijk, Lek, km 988","Kinderdijk, Lek, km 988","ETRS89",51.890778,4.637621,4.637621,51.890778,"outside_domain",
14069,"kinderdijk.linkeroever.km988.8","Kinderdijk Linkeroever (kilometer 988.8)","Kinderdijk Linkeroever (kilometer 988.8)","ETRS89",51.88829964,4.625989545,4.625989545,51.88829964,"outside_domain",
7626,"kinderdijk.noord","Kinderdijk noord","Kinderdijk noord","ETRS89",51.886191,4.623172,4.623172,51.886191,"outside_domain",
12365,"kloosterzande.baalhoek","Kloosterzande, Baalhoek","Kloosterzande, Baalhoek","ETRS89",51.366086,4.10258,4.10258,51.366086,"core","southern_and_central_north_sea"
4218,"klundert","Klundert","Klundert","ETRS89",51.689478,4.526704,4.526704,51.689478,"core","southern_and_central_north_sea"
9627,"knock","Knock","Knock","ETRS89",53.327222,7.030556,7.030556,53.327222,"core","southern_and_central_north_sea"
13574,"koehooltotzwartehaan.nld6091","Koehool tot Zwarte Haan, NLD6091","Koehool tot Zwarte Haan, NLD6091","ETRS89",53.32676,5.59633,5.59633,53.32676,"core","southern_and_central_north_sea"
3085,"koffiebonenplaat","Koffiebonenplaat","Koffiebonenplaat","ETRS89",53.426479,5.547326,5.547326,53.426479,"core","southern_and_central_north_sea"
11625,"kopvanhetland","Kop van het Land","Kop van het Land","ETRS89",51.788294,4.757596,4.757596,51.788294,"outside_domain",
11151,"korendijkschegeul","Korendijksche geul","Korendijksche geul","ETRS89",51.782342,4.216385,4.216385,51.782342,"core","southern_and_central_north_sea"
4794,"korendijkseslikken.geul","Korendijkse Slikken, geul","Korendijkse Slikken, geul","ETRS89",51.772584,4.246967,4.246967,51.772584,"outside_domain",
5448,"kornwerd","Kornwerd","Kornwerd","ETRS89",53.038325,5.346208,5.346208,53.038325,"core","southern_and_central_north_sea"
5361,"kornwerderzand.buitenboei1","Kornwerderzand, buiten boei 1","Kornwerderzand, buiten boei 1","ETRS89",53.06594,5.286003,5.286003,53.06594,"core","southern_and_central_north_sea"
18020,"kornwerderzand.buitenboei2","Kornwerderzand, buiten boei 2","Kornwerderzand, buiten boei 2","ETRS89",53.06944,5.292022,5.292022,53.06944,"core","southern_and_central_north_sea"
15664,"kornwerderzand.buitenboei3","Kornwerderzand, buiten boei 3","Kornwerderzand, buiten boei 3","ETRS89",53.072904,5.298087,5.298087,53.072904,"core","southern_and_central_north_sea"
10063,"kornwerderzand.buitenspuikom","Kornwerderzand, buitenspuikom","Kornwerderzand, buitenspuikom","ETRS89",53.075433,5.334236,5.334236,53.075433,"core","southern_and_central_north_sea"
17097,"kornwerderzand.havenhoofd.oost","Kornwerderzand, havenhoofd, oost","Kornwerderzand, havenhoofd, oost","ETRS89",53.064921,5.33947,5.33947,53.064921,"core","southern_and_central_north_sea"
1996,"kornwerderzand.ijsselmeer.binnenhaven","Kornwerderzand, IJsselmeer binnenhaven","Kornwerderzand, IJsselmeer binnenhaven","ETRS89",53.06835,5.337321,5.337321,53.06835,"core","southern_and_central_north_sea"
16925,"kornwerderzand.ijsselmeer.middelgronden","Kornwerderzand IJsselmeer Middelgronden","Kornwerderzand IJsselmeer Middelgronden","ETRS89",53.05167,5.3103,5.3103,53.05167,"core","southern_and_central_north_sea"
11534,"kornwerderzand.ijsselmeer.spui","Kornwerderzand IJsselmeer spui","Kornwerderzand IJsselmeer spui","ETRS89",53.06802,5.32872,5.32872,53.06802,"core","southern_and_central_north_sea"
12467,"kornwerderzand.ijsselmeer.spuihavenzuid","Kornwerderzand Spuihaven zuid","Kornwerderzand Spuihaven zuid","ETRS89",53.065647,5.332652,5.332652,53.065647,"core","southern_and_central_north_sea"
14902,"kornwerderzand.ijsselmeer.vaargeul","Kornwerderzand IJsselmeer vaargeul","Kornwerderzand IJsselmeer vaargeul","ETRS89",53.04868,5.34483,5.34483,53.04868,"core","southern_and_central_north_sea"
18610,"kornwerderzand.toegangsgeul","Kornwerderzand, toegangsgeul","Kornwerderzand, toegangsgeul","ETRS89",53.079027,5.334232,5.334232,53.079027,"core","southern_and_central_north_sea"
10232,"kornwerderzand.voorhaven","Kornwerderzand, Voorhaven","Kornwerderzand, Voorhaven","ETRS89",53.071839,5.335733,5.335733,53.071839,"core","southern_and_central_north_sea"
129,"kornwerderzand.waddenzee.buitenhaven","Kornwerderzand Waddenzee buitenhaven","Kornwerderzand Waddenzee buitenhaven","ETRS89",53.07459,5.334757,5.334757,53.07459,"core","southern_and_central_north_sea"
7823,"kornwerderzand.waddenzee.voorhaven.kolk","Kornwerderzand, Waddenzee voorhaven kolk","Kornwerderzand, Waddenzee voorhaven kolk","ETRS89",53.069944,5.337103,5.337103,53.069944,"outside_domain",
9537,"kortgene","Kortgene","Kortgene","ETRS89",51.546479,3.80564,3.80564,51.546479,"outside_domain",
9305,"kortgene.gebrokendak","Kortgene, Gebroken Dak","Kortgene, Gebroken Dak","ETRS89",51.553349,3.83593,3.83593,51.553349,"outside_domain",
17832,"kortgene.paardekreek.badstrand","Kortgene paardekreek badstrand","Kortgene paardekreek badstrand","ETRS89",51.549776,3.809462,3.809462,51.549776,"outside_domain",
18061,"kortgene.schapendijk.badstrand","Kortgene, Schapendijk, badstrand","Kortgene, Schapendijk, badstrand","ETRS89",51.556108,3.833139,3.833139,51.556108,"outside_domain",
15939,"kortgene.westbermweg.badstrand","Kortgene, westbermweg, badstrand","Kortgene, westbermweg, badstrand","ETRS89",51.550326,3.787712,3.787712,51.550326,"outside_domain",
13071,"kraaijenbergseplassen.2","Kraaijenbergse Plassen, 2","Kraaijenbergse Plassen, 2","ETRS89",51.751339,5.832835,5.832835,51.751339,"outside_domain",
18557,"kraaijenbergseplassen.3","Kraaijenbergse Plassen, 3","Kraaijenbergse Plassen, 3","ETRS89",51.750018,5.823105,5.823105,51.750018,"outside_domain",
9287,"kraaijenbergseplassen.beers","Kraaijenbergse Plassen, Beers","Kraaijenbergse Plassen, Beers","ETRS89",51.728507,5.825952,5.825952,51.728507,"outside_domain",
436,"kraaijenbergseplassen.dendrul","Kraaijenbergse Plassen, Den Drul","Kraaijenbergse Plassen, Den Drul","ETRS89",51.739951,5.839673,5.839673,51.739951,"outside_domain",
685,"krabbendijke.roelshoek.badstrand","Krabbendijke, Roelshoek, badstrand","Krabbendijke, Roelshoek, badstrand","ETRS89",51.436473,4.125464,4.125464,51.436473,"outside_domain",
9193,"krabbengat","Krabbengat","Krabbengat","ETRS89",51.68809,3.678905,3.678905,51.68809,"core","southern_and_central_north_sea"
16399,"krabbenkreek","Krabbenkreek","Krabbenkreek","ETRS89",51.610376,4.10489,4.10489,51.610376,"core","southern_and_central_north_sea"
2773,"krabbersgat.buiten","Krabbersgat, buiten","Krabbersgat, buiten","ETRS89",52.706978,5.313226,5.313226,52.706978,"core","southern_and_central_north_sea"
17432,"krabbersgat.ijsselmeer","Krabbersgat, IJsselmeer","voorheen, noord","ETRS89",52.694,5.284,5.284,52.694,"core","southern_and_central_north_sea"
15342,"krabbersgat.markermeer","Krabbersgat, Markermeer","voorheen, zuid","ETRS89",52.691226,5.279974,5.279974,52.691226,"outside_domain",
315,"kraggenburg","Kraggenburg","Kraggenburg","ETRS89",52.653138,5.940784,5.940784,52.653138,"outside_domain",
17606,"kralendijk.plazabeachterminal","Kralendijk Plazabeach Terminal","Kralendijk Plazabeach Terminal","ETRS89",12.149638,-68.277813,-68.277813,12.149638,"outside_domain",
2334,"krammer","Krammer","Krammer","ETRS89",51.666276,4.095356,4.095356,51.666276,"core","southern_and_central_north_sea"
6474,"krammer.1","Krammer, punt 01","Krammer, punt 01","ETRS89",51.669863,4.178672,4.178672,51.669863,"core","southern_and_central_north_sea"
891,"krammer.noordergat","Krammer, Noordergat","Krammer, Noordergat","ETRS89",51.64816,4.227326,4.227326,51.64816,"core","southern_and_central_north_sea"
10449,"krammerput","Krammerput","Krammerput","ETRS89",51.668111,4.183083,4.183083,51.668111,"core","southern_and_central_north_sea"
11959,"krammerscheslikken.midden","Krammersche Slikken, midden","Krammersche Slikken, midden","ETRS89",51.667256,4.223917,4.223917,51.667256,"core","southern_and_central_north_sea"
17494,"krammersluislaagbekken.badstrand","Krammersluis laagbekken, badstrand","Krammersluis laagbekken, badstrand","ETRS89",51.648967,4.17475,4.17475,51.648967,"core","southern_and_central_north_sea"
12423,"krammersluizen","Krammersluizen","Krammersluizen","ETRS89",51.66039,4.127685,4.127685,51.66039,"core","southern_and_central_north_sea"
9806,"krammersluizen.west","Krammersluizen west","Krammersluizen west","ETRS89",51.65934474,4.144263681,4.144263681,51.65934474,"core","southern_and_central_north_sea"
2114,"kranswierveld.oudelandzijde","Kranswierveld, oude landzijde","Kranswierveld, oude landzijde","ETRS89",52.332206,5.587241,5.587241,52.332206,"outside_domain",
18605,"kreekrak.noord","Kreekrak, noord","Kreekrak, noord","ETRS89",51.45005,4.229827,4.229827,51.45005,"core","southern_and_central_north_sea"
13173,"kreekrakoudediensthaven","Kreekrak oude diensthaven","Kreekrak oude diensthaven","ETRS89",51.446552,4.230635,4.230635,51.446552,"core","southern_and_central_north_sea"
18262,"kreekraksluizen","Kreekraksluizen","Kreekraksluizen","ETRS89",51.438833,4.2409,4.2409,51.438833,"core","southern_and_central_north_sea"
17162,"kreekraksluizen.bufferbekken.badstrand","Kreekraksluizen, bufferbekken, badstrand","Kreekraksluizen, bufferbekken, badstrand","ETRS89",51.437847,4.241212,4.241212,51.437847,"core","southern_and_central_north_sea"
14774,"kreil.150dhmijm","Kreil, mp 150 dhm IJM","Kreil, mp 150 dhm IJM","ETRS89",52.793241,5.298256,5.298256,52.793241,"core","southern_and_central_north_sea"
2886,"kreil.150dhmijm.2","Kreil, mp 150 dhm IJM, locatie 2","Kreil, mp 150 dhm IJM, locatie 2","ETRS89",52.802228,5.298238,5.298238,52.802228,"core","southern_and_central_north_sea"
17062,"kreupel.111dhmijm","Kreupel, mp 111 dhm IJM","Kreupel, mp 111 dhm IJM","ETRS89",52.838026,5.179443,5.179443,52.838026,"core","southern_and_central_north_sea"
12670,"krimpenaandeijssel.hollandscheijssel","Krimpen aan de IJssel, Hollandsche IJssel","Krimpen aan de IJssel, Hollandsche IJssel","ETRS89",51.9165,4.579,4.579,51.9165,"outside_domain",
2221,"krimpenaandeijssel.km15.ro","Krimpen aan de IJssel, km 15, ro","Krimpen aan de IJssel, km 15, ro","ETRS89",51.924528,4.612227,4.612227,51.924528,"outside_domain",
6122,"krimpenaandelek.lek","Krimpen aan de Lek, Lek","Krimpen aan de Lek, Lek","ETRS89",51.890722,4.628906,4.628906,51.890722,"outside_domain",
1864,"kromslootpark","Kromslootpark","Kromslootpark","ETRS89",52.323896,5.145181,5.145181,52.323896,"core","southern_and_central_north_sea"
2057,"kruiningen.perkpolder","Kruiningen, Perkpolder","drempel","ETRS89",51.419203,4.028605,4.028605,51.419203,"core","southern_and_central_north_sea"
4482,"kuilvanmarken","Kuil van Marken","Kuil van Marken","ETRS89",52.478941,5.270994,5.270994,52.478941,"core","southern_and_central_north_sea"
15861,"kuipersplaat.boei","Kuipersplaat, boei","Kuipersplaat, boei","ETRS89",53.471214,6.086618,6.086618,53.471214,"core","southern_and_central_north_sea"
9739,"kustzone.deelgebied","Kustzone , deelgebied","Kustzone , deelgebied","ETRS89",52.999246,4.665355,4.665355,52.999246,"core","southern_and_central_north_sea"
5824,"l9","L9","platform","ETRS89",53.616667,4.966667,4.966667,53.616667,"core","southern_and_central_north_sea"
13702,"laak.km58.ro","Laak, km 58, ro","Laak, km 58, ro","ETRS89",51.110933,5.809022,5.809022,51.110933,"outside_domain",
4483,"laaksestrand","Laakse strand","Laakse strand","ETRS89",52.257505,5.440589,5.440589,52.257505,"outside_domain",
7615,"laar","Laar","Laar","ETRS89",52.6116,6.738703,6.738703,52.6116,"outside_domain",
695,"lageknarsluis","Lage Knarsluis","Lage Vaart","ETRS89",52.448161,5.43501,5.43501,52.448161,"outside_domain",
1145,"lagelicht","Lage Licht","Lage Licht","ETRS89",51.988083,4.077861,4.077861,51.988083,"core","southern_and_central_north_sea"
5819,"lageweg.hollandscheijssel.groen12","Lichtopstand Rood 12 Hollandsche IJssel","Lichtopstand Rood 12 Hollandsche IJssel","ETRS89",51.945129,4.636945,4.636945,51.945129,"outside_domain",
7184,"lageweg.hollandscheijssel.groen18","Lichtopstand Groen 18 Hollandsche IJssel","Lichtopstand Groen 18 Hollandsche IJssel","ETRS89",51.957339,4.644601,4.644601,51.957339,"outside_domain",
9451,"lageweg.hollandscheijssel.groen26","Lichtopstand Groen 26 Hollandsche IJssel","Lichtopstand Groen 26 Hollandsche IJssel","ETRS89",51.971488,4.641844,4.641844,51.971488,"outside_domain",
14053,"lageweg.hollandscheijssel.groen30","Lichtopstand Groen 30 Hollandsche IJssel","Lichtopstand Groen 30 Hollandsche IJssel","ETRS89",51.978059,4.664449,4.664449,51.978059,"outside_domain",
8979,"lageweg.hollandscheijssel.groen35","Lichtopstand Rood 35 Hollandsche IJssel","Lichtopstand Rood 35 Hollandsche IJssel","ETRS89",51.994356,4.684584,4.684584,51.994356,"outside_domain",
7398,"lagewitsie","Lage Witsie","Lage Witsie","ETRS89",51.581812,5.032859,5.032859,51.581812,"outside_domain",
15160,"lagezwaluwe.schuddebeurs","Lage Zwaluwe, Schuddebeurs","Lage Zwaluwe, Schuddebeurs","ETRS89",51.716419,4.669716,4.669716,51.716419,"outside_domain",
18786,"lamswaarde.boei59","Lamswaarde, boei 59","Lamswaarde, boei 59","ETRS89",51.371949,4.062615,4.062615,51.371949,"core","southern_and_central_north_sea"
11371,"lanaken","Lanaken-Smeermaas","km 18,40","ETRS89",50.889528,5.683083,5.683083,50.889528,"outside_domain",
4971,"langevelderslag.zandvoort.paal66tot75.nld2025","Langevelderslag, Zandvoort, paal 66 tot 75, NLD2025","Langevelderslag, Zandvoort, paal 66 tot 75, NLD2025","ETRS89",52.37677,4.4921,4.4921,52.37677,"core","southern_and_central_north_sea"
7424,"langezand","Lange Zand","Lange Zand","ETRS89",53.206074,5.22183,5.22183,53.206074,"core","southern_and_central_north_sea"
3428,"larserringweg","Larserringweg","Lage Vaart","ETRS89",52.505145,5.537433,5.537433,52.505145,"outside_domain",
6146,"larserweg","Larserweg","Lage Vaart","ETRS89",52.499812,5.479245,5.479245,52.499812,"outside_domain",
4077,"lauwers","Lauwers","Lauwers","ETRS89",53.530958,6.417102,6.417102,53.530958,"core","southern_and_central_north_sea"
1356,"lauwersdamboei","Lauwersdam boei","Lauwersdam boei","ETRS89",53.418316,6.177054,6.177054,53.418316,"core","southern_and_central_north_sea"
5319,"lauwersoog.buitenhaven","Lauwersoog, buitenhaven","Lauwersoog, buitenhaven","ETRS89",53.415004,6.206095,6.206095,53.415004,"core","southern_and_central_north_sea"
11351,"lauwersoog.havenmond","Lauwersoog, havenmond","Lauwersoog, havenmond","ETRS89",53.410553,6.199995,6.199995,53.410553,"outside_domain",
9057,"lauwersoog.oostdijkvoet","Lauwersoog, oost dijkvoet","Lauwersoog, oost dijkvoet","ETRS89",53.413894,6.261719,6.261719,53.413894,"outside_domain",
13584,"lauwersoog.spuisluisbuiten","Lauwersoog, spuisluis buiten","Lauwersoog, spuisluis buiten","ETRS89",53.410619,6.190221,6.190221,53.410619,"outside_domain",
16251,"lauwersoog.waddenzee","Lauwersoog, Waddenzee","Lauwersoog, Waddenzee","ETRS89",53.408334,6.196046,6.196046,53.408334,"core","southern_and_central_north_sea"
390,"lauwers.oost","Lauwers, oost","Lauwers, oost","ETRS89",53.540686,6.450597,6.450597,53.540686,"core","southern_and_central_north_sea"
18288,"lauwers.zuid","Lauwers, zuid","Lauwers, zuid","ETRS89",53.506523,6.452764,6.452764,53.506523,"core","southern_and_central_north_sea"
12302,"lebbenbrugge","Lebbenbrugge","Slinge","ETRS89",52.107067,6.491016,6.491016,52.107067,"outside_domain",
3781,"leeuwarden.vanharinxmakanaal","Leeuwarden Van Harinxmakanaal","Leeuwarden Van Harinxmakanaal","ETRS89",53.18341,5.79713,5.79713,53.18341,"outside_domain",
16250,"lekkerkerk","Lekkerkerk","Lekkerkerk","ETRS89",51.894577,4.685065,4.685065,51.894577,"outside_domain",
17623,"lekkerkerk.lek","Lekkerkerk, Lek","Lekkerkerk, Lek","ETRS89",51.89392,4.6910177,4.6910177,51.89392,"outside_domain",
11758,"lek.km928p100.ro","Lek, km. 928.100, ro","Lek, km. 928.100, ro","ETRS89",51.968377,5.347062,5.347062,51.968377,"outside_domain",
609,"lek.km931p200.ro","Lek, km. 931.200, ro","Lek, km. 931.200, ro","ETRS89",51.957646,5.312344,5.312344,51.957646,"outside_domain",
12398,"lek.km934p900.ro","Lek, km. 934.900, ro","Lek, km. 934.900, ro","ETRS89",51.96938,5.26184,5.26184,51.96938,"outside_domain",
2251,"lek.km943p400.ro","Lek, km. 943.400, ro","Lek, km. 943.400, ro","ETRS89",51.971415,5.16743,5.16743,51.971415,"outside_domain",
9361,"lek.km956p600.ro","Lek, km. 956.600, ro","Lek, km. 956.600, ro","ETRS89",51.970142,5.026439,5.026439,51.970142,"outside_domain",
18027,"lek.km962p800.ro","Lek, km. 962.800, ro","Lek, km. 962.800, ro","ETRS89",51.962591,4.957243,4.957243,51.962591,"outside_domain",
2027,"lek.km966p900.ro","Lek, km. 966.900, ro","Lek, km. 966.900, ro","ETRS89",51.943967,4.914947,4.914947,51.943967,"outside_domain",
18529,"lek.km985","Lek, km. 985","Lek, km. 985","ETRS89",51.89257,4.678719,4.678719,51.89257,"outside_domain",
5645,"lek.km986","Lek, km. 986","Lek, km. 986","ETRS89",51.889596,4.665546,4.665546,51.889596,"outside_domain",
12412,"lek.km987","Lek, km. 987","Lek, km. 987","ETRS89",51.889579,4.651282,4.651282,51.889579,"outside_domain",
62,"lek.km988","Lek, km. 988","Lek, km. 988","ETRS89",51.891114,4.636642,4.636642,51.891114,"outside_domain",
11768,"lek.km989","Lek, km. 989","Lek, km. 989","ETRS89",51.889324,4.622596,4.622596,51.889324,"outside_domain",
2185,"lelystad","Lelystad","Lelystad","ETRS89",52.514675,5.365108,5.365108,52.514675,"core","southern_and_central_north_sea"
1777,"lelystad.haven","Lelystad, haven","Lelystad, haven","ETRS89",52.505689,5.376159,5.376159,52.505689,"core","southern_and_central_north_sea"
5829,"lelystad.haven.west","Lelystad, haven, west","Lelystad, haven, west","ETRS89",52.496688,5.328303,5.328303,52.496688,"core","southern_and_central_north_sea"
9131,"lelystad.houtribbaai","Lelystad, Houtribbaai","Lelystad, Houtribbaai","ETRS89",52.541628,5.438796,5.438796,52.541628,"core","southern_and_central_north_sea"
11751,"lelystad.houtribhoek","Lelystad, Houtribhoek","Lelystad, Houtribhoek","ETRS89",52.560481,5.472736,5.472736,52.560481,"core","southern_and_central_north_sea"
344,"lelystad.houtribhoek.strand","Lelystad, Houtribhoek, strand","Lelystad, Houtribhoek, strand","ETRS89",52.549447,5.455701,5.455701,52.549447,"outside_domain",
7012,"lelystad.houtribsluis.noord","Lelystad, Houtribsluis, noord","Lelystad, Houtribsluis, noord","ETRS89",52.531,5.435,5.435,52.531,"core","southern_and_central_north_sea"
683,"lelystad.houtribsluis.zuid","Lelystad, Houtribsluis, zuid","Lelystad, Houtribsluis, zuid","ETRS89",52.526351,5.433916,5.433916,52.526351,"core","southern_and_central_north_sea"
1464,"lelystad.ijsselmeer","Lelystad, IJsselmeer","voorheen Houtrib, west mp 260 dhm IJM","ETRS89",52.640439,5.505393,5.505393,52.640439,"core","southern_and_central_north_sea"
8838,"lelystad.julianapad.markermeer","Lelystad, Julianapad, Markermeer","Lelystad, Julianapad, Markermeer","ETRS89",52.496702,5.372479,5.372479,52.496702,"core","southern_and_central_north_sea"
5146,"lelystad.larservaart.meerkoetenweg","Lelystad, Larservaart, Meerkoetenweg","Lelystad, Larservaart, Meerkoetenweg","ETRS89",52.475062,5.516725,5.516725,52.475062,"outside_domain",
16695,"lemmer.ijsselmeer","Lemmer, IJsselmeer","Lemmer, IJsselmeer","ETRS89",52.838,5.71,5.71,52.838,"core","southern_and_central_north_sea"
2380,"lemmer.ijsselmeer.woudagemaal","Lemmer IJsselmeer Woudagemaal","Lemmer IJsselmeer Woudagemaal","ETRS89",52.8461,5.67997,5.67997,52.8461,"outside_domain",
5913,"lemmer.stroomkanaal.teroelsterkolk","Lemmer stroomkanaal Teroelsterkolk","Lemmer stroomkanaal Teroelsterkolk","ETRS89",52.84515,5.6835,5.6835,52.84515,"core","southern_and_central_north_sea"
16030,"lemmer.teroelsterkolk.buiten","Lemmer Teroelsterkolk buiten","Lemmer Teroelsterkolk buiten","ETRS89",52.84506,5.68338,5.68338,52.84506,"core","southern_and_central_north_sea"
10977,"lemmer.woudagemaal.stroomkanaal","Lemmer stroomkanaal Woudagemaal","Lemmer stroomkanaal Woudagemaal","ETRS89",52.84705,5.6802,5.6802,52.84705,"outside_domain",
6313,"lemsterstrand.lemmer","Lemsterstrand, Lemmer","Lemsterstrand, Lemmer","ETRS89",52.842398,5.70004,5.70004,52.842398,"core","southern_and_central_north_sea"
13026,"lexkesveer","Lexkesveer","Lexkesveer","ETRS89",51.961091,5.689393,5.689393,51.961091,"outside_domain",
1344,"lierop.sluis10.beneden","Lierop, sluis 10, beneden","Lierop, sluis 10, beneden","ETRS89",51.416914,5.701031,5.701031,51.416914,"outside_domain",
17348,"lierop.sluis10.boven","Lierop, sluis 10, boven","Lierop, sluis 10, boven","ETRS89",51.415639,5.713889,5.713889,51.415639,"outside_domain",
11676,"lierop.sluis9","Lierop ZuidWillemsvaart Sluis 9","Lierop ZuidWillemsvaart Sluis 9","ETRS89",51.447855,5.685737,5.685737,51.447855,"outside_domain",
18793,"lierop.sluis9.boven","Lierop ZuidWillemsvaart Sluis 9 boven","Lierop ZuidWillemsvaart Sluis 9 boven","ETRS89",51.447698,5.684527,5.684527,51.447698,"outside_domain",
16146,"lieshout.donkersvoortseloop","Lieshout, Donkersvoortseloop","AA19","ETRS89",51.511872,5.562284,5.562284,51.511872,"outside_domain",
10465,"lieshout.donkervoortseloop","Lieshout, Donkervoortseloop","Lieshout, Donkervoortseloop","ETRS89",51.511869,5.562289,5.562289,51.511869,"outside_domain",
8763,"linne.boven","Linne, boven","Linne, boven","ETRS89",51.167731,5.921065,5.921065,51.167731,"outside_domain",
739,"linne.stuw.beneden","Linne beneden","km 70,40","ETRS89",51.160525,5.942617,5.942617,51.160525,"outside_domain",
3722,"linne.stuw.boven","Linne, stuw, boven","Linne, stuw, boven","ETRS89",51.168812,5.922507,5.922507,51.168812,"outside_domain",
1947,"lith","Lith","Lith","ETRS89",51.808928,5.456078,5.456078,51.808928,"outside_domain",
3215,"lith.beneden","Lith dorp","km 202,37","ETRS89",51.810386,5.432911,5.432911,51.810386,"outside_domain",
14681,"lith.boven","Lith, boven","Lith, boven","ETRS89",51.81,5.455,5.455,51.81,"outside_domain",
12403,"lithseham.dagstrand","Lithse Ham, dagstrand","Lithse Ham, dagstrand","ETRS89",51.810923,5.412579,5.412579,51.810923,"outside_domain",
1910,"lithseham.gemeentestrand","Lithse Ham, gemeentestrand","Lithse Ham, gemeentestrand","ETRS89",51.815416,5.417657,5.417657,51.815416,"outside_domain",
13792,"lithseham.recreatieplas","Lithse Ham, recreatieplas","Lithse Ham, recreatieplas","ETRS89",51.817214,5.414758,5.414758,51.817214,"outside_domain",
9383,"lith.sluis","Lith, beneden sluis","Lith, beneden sluis","ETRS89",51.80911,5.452453,5.452453,51.80911,"outside_domain",
16608,"lixhebiefaval","Lixhe Bief Aval","Lixhe Bief Aval","ETRS89",50.759639,5.680889,5.680889,50.759639,"outside_domain",
13110,"lobith.bovenrijn.haven","Lobith, Bovenrijn, haven","Lobith, Bovenrijn, haven","ETRS89",51.857505,6.083651,6.083651,51.857505,"outside_domain",
15596,"lobith.bovenrijn.tolkamer","Lobith, Bovenrijn, Tolkamer","Lobith, Bovenrijn, Tolkamer","ETRS89",51.8495,6.1024,6.1024,51.8495,"outside_domain",
10290,"lobith.ponton","Lobith, ponton","Lobith, ponton","ETRS89",51.854205,6.091178,6.091178,51.854205,"outside_domain",
7801,"lodijkschegat.speelmansplaten","Lodijksche Gat, Speelmansplaten","Lodijksche Gat, Speelmansplaten","ETRS89",51.497363,4.145091,4.145091,51.497363,"core","southern_and_central_north_sea"
8842,"lodijksegat","Lodijkse Gat","Lodijkse Gat","ETRS89",51.515274,4.127053,4.127053,51.515274,"core","southern_and_central_north_sea"
13405,"loenderveenseplas","Loenderveense Plas","Loenderveense Plas","ETRS89",52.201302,5.037454,5.037454,52.201302,"outside_domain",
3016,"loenen","Loenen","Loenen","ETRS89",52.225746,5.007405,5.007405,52.225746,"outside_domain",
17763,"loevestein.waal.km951.ro","Loevestein, Waal, km 951, ro","Loevestein, Waal, km 951, ro","ETRS89",51.821595,5.022418,5.022418,51.821595,"outside_domain",
6114,"looveer","Looveer","Looveer","ETRS89",51.934908,5.961571,5.961571,51.934908,"outside_domain",
18315,"loowaard.recreatieplas","Loowaard, recreatieplas","Loowaard, recreatieplas","ETRS89",51.919049,5.987533,5.987533,51.919049,"outside_domain",
9168,"loozen.grens","Loozen grens","Loozen grens","ETRS89",51.21661444,5.58285265,5.58285265,51.21661444,"outside_domain",
11827,"lopikerkapel.recreatieplas","Lopikerkapel, recreatieplas","Lopikerkapel, recreatieplas","ETRS89",51.987433,5.053972,5.053972,51.987433,"outside_domain",
2953,"lutjewad","Lutjewad","Lutjewad","ETRS89",53.432074,6.311981,6.311981,53.432074,"core","southern_and_central_north_sea"
13432,"maarssenbroek.km31","Maarssenbroek, km 31","Maarssenbroek, km 31","ETRS89",52.12952,5.048385,5.048385,52.12952,"outside_domain",
6272,"maarssen.kanaal","Maarssen, kanaal","Maarssen, kanaal","ETRS89",52.133807,5.039151,5.039151,52.133807,"outside_domain",
2247,"maasband","Maasband","Maasband","ETRS89",50.975804,5.735743,5.735743,50.975804,"outside_domain",
10442,"maasbracht","Maasbracht","Maasbracht","ETRS89",51.140975,5.873028,5.873028,51.140975,"outside_domain",
6679,"maaseik","Maaseik","km 52,8","ETRS89",51.094527,5.801669,5.801669,51.094527,"outside_domain",
