"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS04","DS04_PLET_BSH_20260809T102924Z","stage2/ds04_plet_bsh/DS04_PLET_BSH_20260809T102924Z","93d791960e948d50a0126a65b85ca92ba2f63b223dffa0d43bc153b91f18a6e3","20260809T102924Z"
