"work_item_id","record_count","core_record_count","external_transfer_record_count","cmems_overlap_record_count","duplicate_record_count","provisional_tier","analysis_role","screening_decision","exclusion_reason_code","screening_detail"
"REGISTER:DS11",297464,117384,6424,0,0,"E","comparator","pending","none","PLET acquisition and domain location screening complete. Final inclusion remains pending until CMEMS temporal overlap is verified in Stage 5. 117384 core records and 6424 external transfer records identified."
