"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS07","DS07_PLET_CEFAS_20260809T103354Z","stage2/ds07_plet_cefas/DS07_PLET_CEFAS_20260809T103354Z","450599201b1ef1b3773ea6bb78cb65a77c4ca68a9bb841cee5b43f789dc11113","20260809T103354Z"
