"work_item_id","record_count","core_record_count","external_transfer_record_count","cmems_overlap_record_count","duplicate_record_count","provisional_tier","analysis_role","screening_decision","exclusion_reason_code","screening_detail"
"REGISTER:DS03",507711,461156,0,0,0,"C","primary_reference","pending","none","DS03 EurOBIS DwCA acquisition and domain location screening complete. Final inclusion remains pending until CMEMS temporal overlap is verified in Stage 5. 461156 core records and 0 external transfer records identified."
