"run_relative_path","completed_utc","configuration_path","configuration_checksum_sha256","geometry_evidence_checksum_sha256","manifest_checksum_sha256","run_summary_checksum_sha256"
"stage2/emodnet_wfs_survivor_metadata/20260808T190338Z","2026-08-08T19:03:39Z","config/stage2_emodnet_wfs_survivor_metadata.json","0150eb9657546bd82837804e4fc2011a4b83dffee7fa93a4b7a2b939960a6ef9","2b79aac93e2d199a92efdfc2b884538654448c87615ce5340407e121f2a87f4a","097544604c71d269035d81f9c5b326459966dbefe39b19498aa9d763e2998458","70ec1a1230ab704d8f3ab57508eb058dcdd297fa3b31939b91e3f862df81df56"
