"provider_dataset_id","provider_version","raw_relative_path","source_rows","unique_sample_ids","unique_dates","earliest_date","latest_date","unique_stations","core_rows","external_transfer_rows","outside_domain_rows","carbon_rows","biovolume_rows","abundance_or_count_rows","method_metadata_rows","parameters","units"
"SHARK_Phytoplankton_2021_PELA_SVAB","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_PELA_SVAB_version_2025-03-09.zip",7431,85,42,"2021-01-18","2021-12-20",7,0,0,7431,2455,0,4976,7431,"# counted|Abundance|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|ugC/l"
"SHARK_Phytoplankton_2021_PELA_SVAB_Brunnsviken","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_PELA_SVAB_Brunnsviken_version_2025-03-09.zip",288,4,2,"2021-08-11","2021-08-24",4,0,0,288,96,0,192,288,"# counted|Abundance|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|ugC/l"
"SHARK_Phytoplankton_2021_SMHI","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_SMHI_version_2025-03-09.zip",15428,55,43,"2021-01-08","2021-12-18",3,0,15428,0,3857,3857,7714,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_SMHI_BVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_SMHI_BVVF_version_2025-03-09.zip",25257,140,27,"2021-01-12","2021-12-07",6,0,25257,0,4856,4859,15542,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_SMHI_ColorFantasy","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_SMHI_ColorFantasy_version_2025-03-09.zip",1876,11,11,"2021-06-30","2021-12-07",1,0,1876,0,469,469,938,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_SMHI_OLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_SMHI_OLST_version_2025-03-09.zip",6424,20,10,"2021-05-03","2021-09-07",4,0,4884,1540,1606,1606,3212,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_SMHI_SLCK","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_SMHI_SLCK_version_2025-03-09.zip",12535,46,46,"2021-01-11","2021-12-21",3,0,12535,0,3134,3133,6268,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_SMHI_SLV_biotox","2025-03-11","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_SMHI_SLV_biotox_version_2025-03-11.zip",2196,253,87,"2021-01-10","2021-12-13",5,0,2196,0,0,0,2196,0,"# counted HAB|Abundance HAB","ind/analysed sample fraction|ind/l or 100 um pieces/l"
"SHARK_Phytoplankton_2021_UMSC","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_UMSC_version_2025-03-09.zip",7052,39,35,"2021-02-10","2021-12-13",7,0,0,7052,1763,1763,3526,7052,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_UMSC_ACLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_UMSC_ACLST_version_2025-03-09.zip",1672,9,4,"2021-07-12","2021-08-27",5,0,0,1672,418,418,836,1672,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_DEEP","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_DEEP_version_2025-03-09.zip",6180,37,27,"2022-01-12","2022-12-14",4,0,0,6180,1545,1545,3090,6180,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_DEEP_ELST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_DEEP_ELST_version_2025-03-09.zip",3704,15,6,"2022-07-04","2022-08-18",8,0,0,3704,926,926,1852,3704,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_DEEP_ILST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_DEEP_ILST_version_2025-03-09.zip",408,2,2,"2022-07-27","2022-08-23",1,0,0,408,102,102,204,408,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_DEEP_SKVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_DEEP_SKVVF_version_2025-03-09.zip",12028,57,16,"2022-07-15","2022-08-23",29,0,0,12028,3007,3007,6014,12028,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_MEDINS","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_MEDINS_version_2025-03-09.zip",11149,44,43,"2022-01-25","2022-12-19",4,0,11149,0,2779,2790,5580,11149,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_MEDINS_BDLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_MEDINS_BDLST_version_2025-03-09.zip",10070,52,11,"2022-07-01","2022-08-16",27,0,0,10070,2480,2530,5060,10070,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_MEDINS_DVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_MEDINS_DVVF_version_2025-03-09.zip",1265,5,2,"2022-06-16","2022-08-16",4,0,0,1265,314,317,634,1265,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_MEDINS_LVVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_MEDINS_LVVVF_version_2025-03-09.zip",504,4,2,"2022-07-11","2022-08-08",2,0,0,504,126,126,252,504,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_MEDINS_MSVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_MEDINS_MSVVF_version_2025-03-09.zip",1072,6,4,"2022-07-05","2022-08-10",3,0,0,1072,268,268,536,1072,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_MEDINS_NLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_MEDINS_NLST_version_2025-03-09.zip",6951,46,12,"2022-01-18","2022-12-07",2,0,6951,0,1276,1285,4390,6951,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_MEDINS_NORKOM","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_MEDINS_NORKOM_version_2025-03-09.zip",300,2,2,"2022-07-14","2022-08-18",1,0,0,300,75,75,150,300,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_MEDINS_UVVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_MEDINS_UVVVF_version_2025-03-09.zip",3176,13,2,"2022-07-24","2022-08-07",6,0,0,3176,782,798,1596,3176,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_NATVAT","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_NATVAT_version_2025-03-09.zip",1106,10,1,"2022-08-10","2022-08-10",10,0,0,1106,266,280,560,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_NIRAS","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_NIRAS_version_2025-03-09.zip",2777,48,42,"2022-01-10","2022-12-15",4,0,975,1802,606,603,1568,0,"# counted|Abundance|Abundance class|Biovolume concentration|Carbon concentration","class|ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_PELA_EDSVVS","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_PELA_EDSVVS_version_2025-03-09.zip",126,2,2,"2022-07-12","2022-08-15",1,0,0,126,42,0,84,126,"# counted|Abundance|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|ugC/l"
"SHARK_Phytoplankton_2022_PELA_GVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_PELA_GVVF_version_2025-03-09.zip",1014,6,5,"2022-06-09","2022-08-11",2,0,0,1014,338,0,676,1014,"# counted|Abundance|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|ugC/l"
"SHARK_Phytoplankton_2022_PELA_SVAB","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_PELA_SVAB_version_2025-03-09.zip",3179,66,35,"2022-01-19","2022-09-21",7,0,0,3179,1051,0,2128,3179,"# counted|Abundance|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|ugC/l"
"SHARK_Phytoplankton_2022_PELA_SVAB_Brunnsviken","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_PELA_SVAB_Brunnsviken_version_2025-03-09.zip",210,4,2,"2022-09-08","2022-09-24",4,0,0,210,70,0,140,210,"# counted|Abundance|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|ugC/l"
"SHARK_Phytoplankton_2022_SLCK","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_SLCK_version_2025-03-09.zip",1712,36,36,"2022-01-25","2022-12-19",4,0,1712,0,428,428,856,1712,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_SMHI","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_SMHI_version_2025-03-09.zip",13216,54,40,"2022-01-10","2022-12-16",3,0,13216,0,3304,3304,6608,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_SMHI_BVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_SMHI_BVVF_version_2025-03-09.zip",23302,143,26,"2022-01-10","2022-12-06",6,0,23302,0,4472,4472,14358,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_SMHI_ColorFantasy","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_SMHI_ColorFantasy_version_2025-03-09.zip",2308,17,17,"2022-01-10","2022-12-06",1,0,2308,0,577,577,1154,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_SMHI_EXT","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_SMHI_EXT_version_2025-03-09.zip",444,2,2,"2022-10-21","2022-10-22",1,0,0,444,111,111,222,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_SMHI_OLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_SMHI_OLST_version_2025-03-09.zip",5590,20,10,"2022-05-02","2022-09-06",4,0,4178,1412,1418,1336,2836,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_SMHI_SLV_biotox","2025-03-11","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_SMHI_SLV_biotox_version_2025-03-11.zip",1816,242,92,"2022-01-09","2022-12-19",6,0,1802,14,0,0,1816,0,"# counted HAB|Abundance HAB","ind/analysed sample fraction|ind/l or 100 um pieces/l"
"SHARK_Phytoplankton_2022_SMHI_SLV_KALKOM","2025-03-11","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_SMHI_SLV_KALKOM_version_2025-03-11.zip",350,81,31,"2022-03-07","2022-11-28",1,0,0,350,0,0,350,0,"# counted HAB|Abundance HAB","ind/analysed sample fraction|ind/l or 100 um pieces/l"
"SHARK_Phytoplankton_2022_UMSC","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_UMSC_version_2025-03-09.zip",7044,39,35,"2022-01-17","2022-12-20",10,0,0,7044,1761,1761,3522,7044,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2022_UMSC_ACLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2022_UMSC_ACLST_version_2025-03-09.zip",1912,10,4,"2022-07-13","2022-08-30",5,0,0,1912,478,478,956,1912,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_DEEP","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_DEEP_version_2025-03-09.zip",6972,36,29,"2023-01-12","2023-12-14",3,0,0,6972,1743,1743,3486,6972,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_DEEP_ILST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_DEEP_ILST_version_2025-03-09.zip",424,2,2,"2023-07-11","2023-08-25",1,0,0,424,106,106,212,424,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_DEEP_SKVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_DEEP_SKVVF_version_2025-03-09.zip",12296,58,16,"2023-07-13","2023-08-23",29,0,0,12296,3074,3074,6148,12296,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_MEDINS_DVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_MEDINS_DVVF_version_2025-03-09.zip",1680,6,2,"2023-07-20","2023-08-15",4,0,0,1680,420,420,840,1680,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_MEDINS_LVVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_MEDINS_LVVVF_version_2025-03-09.zip",664,4,2,"2023-07-10","2023-08-16",2,0,0,664,166,166,332,664,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_MEDINS_NLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_MEDINS_NLST_version_2025-03-09.zip",8734,48,12,"2023-01-20","2023-12-05",2,0,8734,0,1641,1641,5452,8734,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_MEDINS_NORKOM","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_MEDINS_NORKOM_version_2025-03-09.zip",336,2,2,"2023-07-11","2023-08-14",1,0,0,336,84,84,168,336,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_NATVAT","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_NATVAT_version_2025-03-09.zip",2381,18,2,"2023-07-03","2023-08-07",9,0,0,2381,578,601,1202,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_NIRAS","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_NIRAS_version_2025-03-09.zip",3114,54,40,"2023-01-02","2023-12-15",5,0,1068,2046,653,650,1811,0,"# counted|Abundance|Abundance class|Biovolume concentration|Carbon concentration","class|ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_PELA_EDSVVS","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_PELA_EDSVVS_version_2025-03-09.zip",216,2,2,"2023-07-13","2023-08-14",1,0,0,216,68,0,148,216,"# counted|Abundance|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|ugC/l"
"SHARK_Phytoplankton_2023_PELA_GVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_PELA_GVVF_version_2025-03-09.zip",862,6,6,"2023-06-28","2023-08-22",2,0,0,862,284,0,578,862,"# counted|Abundance|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|ugC/l"
"SHARK_Phytoplankton_2023_PELA_SVAB","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_PELA_SVAB_version_2025-03-09.zip",4307,89,48,"2023-01-17","2023-12-19",7,0,0,4307,1435,0,2872,4307,"# counted|Abundance|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|ugC/l"
"SHARK_Phytoplankton_2023_PELA_SVAB_Brunnsviken","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_PELA_SVAB_Brunnsviken_version_2025-03-09.zip",210,4,2,"2023-08-22","2023-08-23",4,0,0,210,70,0,140,210,"# counted|Abundance|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|ugC/l"
"SHARK_Phytoplankton_2023_SLCK_SMHI","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_SLCK_SMHI_version_2025-03-09.zip",168,4,4,"2023-08-10","2023-08-13",4,0,88,80,42,42,84,168,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_SMHI","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_SMHI_version_2025-03-09.zip",13194,51,38,"2023-01-10","2023-12-16",4,0,13194,0,3298,3298,6598,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_SMHI_ALGG","2025-03-07","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_SMHI_ALGG_version_2025-03-07.zip",2056,11,11,"2023-06-21","2023-08-28",1,0,0,2056,514,514,1028,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_SMHI_Algtox","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_SMHI_Algtox_version_2025-03-09.zip",3732,18,10,"2023-06-14","2023-08-15",6,0,0,3732,933,933,1866,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_SMHI_BVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_SMHI_BVVF_version_2025-03-09.zip",25454,144,26,"2023-01-09","2023-12-05",6,0,25454,0,4906,4906,15642,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_SMHI_ColorFantasy","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_SMHI_ColorFantasy_version_2025-03-09.zip",2284,13,13,"2023-01-05","2023-10-03",1,0,2284,0,571,571,1142,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_SMHI_OLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_SMHI_OLST_version_2025-03-09.zip",5252,15,9,"2023-05-08","2023-09-05",3,0,3384,1868,1313,1313,2626,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_SMHI_SLV_biotox","2025-03-11","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_SMHI_SLV_biotox_version_2025-03-11.zip",1720,228,89,"2023-01-02","2023-12-18",7,0,1670,50,0,0,1720,0,"# counted HAB|Abundance HAB","ind/analysed sample fraction|ind/l or 100 um pieces/l"
"SHARK_Phytoplankton_2023_SWECO_MSVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_SWECO_MSVVF_version_2025-03-09.zip",908,6,4,"2023-07-05","2023-08-11",3,0,0,908,227,227,454,908,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_SWECO_UVVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_SWECO_UVVVF_version_2025-03-09.zip",2704,12,4,"2023-07-10","2023-08-23",6,0,0,2704,676,676,1352,2704,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_UMSC","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_UMSC_version_2025-03-09.zip",9908,53,43,"2023-01-16","2023-12-11",7,0,0,9908,2477,2477,4954,9908,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_UMSC_ACLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_UMSC_ACLST_version_2025-03-09.zip",328,2,2,"2023-07-03","2023-08-17",1,0,0,328,82,82,164,328,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2023_UMSC_FHK","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2023_UMSC_FHK_version_2025-03-09.zip",784,4,1,"2023-08-15","2023-08-15",4,0,0,784,196,196,392,784,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2024_NIRAS_NVSKK","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_NIRAS_NVSKK_version_2025-03-09.zip",997,12,12,"2024-01-08","2024-12-02",1,0,997,0,217,215,565,0,"# counted|Abundance|Abundance class|Biovolume concentration|Carbon concentration","class|ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
