"provider_dataset_id","provider_version","raw_relative_path","source_rows","unique_sample_ids","unique_dates","earliest_date","latest_date","unique_stations","core_rows","external_transfer_rows","outside_domain_rows","carbon_rows","biovolume_rows","abundance_or_count_rows","method_metadata_rows","parameters","units"
"SHARK_Phytoplankton_2018_SMHI_BVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2018_SMHI_BVVF_version_2025-03-09.zip",21170,144,27,"2018-01-09","2018-12-05",6,0,21170,0,4001,4001,13168,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2018_SMHI_ColorFantasy","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2018_SMHI_ColorFantasy_version_2025-03-09.zip",1080,10,8,"2018-06-07","2018-11-07",1,0,1080,0,270,270,540,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2018_SMHI_OLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2018_SMHI_OLST_version_2025-03-09.zip",2855,15,10,"2018-05-02","2018-09-11",3,0,1896,959,713,714,1428,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2018_SMHI_SLV_biotox","2025-03-11","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2018_SMHI_SLV_biotox_version_2025-03-11.zip",1472,177,57,"2018-01-14","2018-12-17",5,0,1472,0,0,0,1472,0,"# counted HAB|Abundance HAB","ind/analysed sample fraction|ind/l or 100 um pieces/l"
"SHARK_Phytoplankton_2018_TOXICO_NVSKK","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2018_TOXICO_NVSKK_version_2025-03-09.zip",657,24,12,"2018-01-04","2018-12-03",1,0,657,0,0,226,431,0,"Abundance|Abundance class|Biovolume concentration","class|ind/l or 100 um pieces/l|mm3/l"
"SHARK_Phytoplankton_2018_TOXICO_OVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2018_TOXICO_OVF_version_2025-03-09.zip",986,50,23,"2018-01-18","2018-12-13",2,588,0,398,0,327,659,0,"Abundance|Abundance class|Biovolume concentration","class|ind/l or 100 um pieces/l|mm3/l"
"SHARK_Phytoplankton_2018_UMSC","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2018_UMSC_version_2025-03-09.zip",5408,34,33,"2018-01-16","2018-12-13",7,0,0,5408,1352,1352,2704,5408,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2018_UMSC_YLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2018_UMSC_YLST_version_2025-03-09.zip",5904,36,7,"2018-06-04","2018-08-01",1,0,0,5904,1476,1476,2952,5904,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2018_WEAQ_NLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2018_WEAQ_NLST_version_2025-03-09.zip",5475,48,12,"2018-01-11","2018-12-06",2,0,5475,0,1100,1037,3338,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2018-2019_ACLST_UMEKOM","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2018-2019_ACLST_UMEKOM_version_2025-03-09.zip",487,10,6,"2018-07-01","2019-08-23",2,0,0,487,119,184,184,487,"Abundance|Biovolume concentration|Carbon concentration","ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_2023_ACLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_2023_ACLST_version_2025-03-09.zip",916,15,11,"2019-07-17","2023-07-11",3,0,0,916,228,228,460,916,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_DEEP","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_DEEP_version_2025-03-09.zip",6816,42,35,"2019-01-11","2019-12-14",4,0,0,6816,1704,1704,3408,6816,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_DEEP_SKVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_DEEP_SKVVF_version_2025-03-09.zip",8503,42,12,"2019-07-13","2019-08-15",21,0,0,8503,2089,2138,4276,8503,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_MEDINS_DVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_MEDINS_DVVF_version_2025-03-09.zip",664,4,1,"2019-08-25","2019-08-25",4,0,0,664,166,166,332,664,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_MEDINS_LVVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_MEDINS_LVVVF_version_2025-03-09.zip",376,4,3,"2019-06-19","2019-08-13",1,0,0,376,94,94,188,376,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_MEDINS_MSVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_MEDINS_MSVVF_version_2025-03-09.zip",1056,9,6,"2019-06-11","2019-08-07",3,0,0,1056,264,264,528,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_MEDINS_NORKOM","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_MEDINS_NORKOM_version_2025-03-09.zip",204,2,2,"2019-07-04","2019-08-07",1,0,0,204,51,51,102,204,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_MEDINS_UVVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_MEDINS_UVVVF_version_2025-03-09.zip",1364,8,3,"2019-07-18","2019-08-28",5,0,0,1364,341,341,682,1364,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_NIRAS","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_NIRAS_version_2025-03-09.zip",7211,106,52,"2019-01-07","2019-12-19",8,3815,1299,2097,1401,1601,4209,0,"# counted|Abundance|Abundance class|Biovolume concentration|Carbon concentration","class|ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_PELA_SVAB","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_PELA_SVAB_version_2025-03-09.zip",6190,87,42,"2019-01-16","2019-12-19",7,0,0,6190,1528,1554,3108,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_SMHI","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_SMHI_version_2025-03-09.zip",11044,49,36,"2019-01-07","2019-12-15",3,0,11044,0,2761,2761,5522,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_SMHI_BVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_SMHI_BVVF_version_2025-03-09.zip",22543,144,25,"2019-01-07","2019-12-03",6,0,22543,0,4308,4309,13926,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_SMHI_ColorFantasy","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_SMHI_ColorFantasy_version_2025-03-09.zip",2460,17,17,"2019-02-19","2019-12-18",1,0,2460,0,615,615,1230,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_SMHI_DNA","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_SMHI_DNA_version_2025-03-09.zip",3832,15,3,"2019-05-06","2019-10-07",1,0,3832,0,958,958,1916,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_SMHI_OLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_SMHI_OLST_version_2025-03-09.zip",3556,15,6,"2019-05-05","2019-09-01",3,0,2360,1196,889,889,1778,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_SMHI_SLV_biotox","2025-03-11","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_SMHI_SLV_biotox_version_2025-03-11.zip",1392,173,49,"2019-01-07","2019-12-16",4,0,1392,0,0,0,1392,0,"# counted HAB|Abundance HAB","ind/analysed sample fraction|ind/l or 100 um pieces/l"
"SHARK_Phytoplankton_2019_UMSC","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_UMSC_version_2025-03-09.zip",6116,34,29,"2019-01-22","2019-12-10",7,0,0,6116,1529,1529,3058,6116,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_UMSC_DNA","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_UMSC_DNA_version_2025-03-09.zip",2048,3,3,"2019-04-29","2019-08-20",2,0,0,2048,512,512,1024,2048,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2019_WEAQ_NLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2019_WEAQ_NLST_version_2025-03-09.zip",6081,48,12,"2019-01-07","2019-12-04",2,0,6081,0,1122,1128,3831,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_2021_UMSC_HAV","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_2021_UMSC_HAV_version_2025-03-09.zip",1028,6,3,"2020-08-20","2021-08-31",4,0,0,1028,257,257,514,1028,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_DEEP","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_DEEP_version_2025-03-09.zip",7068,42,32,"2020-01-09","2020-12-12",4,0,0,7068,1767,1767,3534,7068,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_DEEP_ELST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_DEEP_ELST_version_2025-03-09.zip",3872,16,6,"2020-07-01","2020-08-20",8,0,0,3872,968,968,1936,3872,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_DEEP_SKVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_DEEP_SKVVF_version_2025-03-09.zip",11817,52,15,"2020-07-05","2020-08-18",26,0,0,11817,2952,2955,5910,11817,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_MEDINS_DVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_MEDINS_DVVF_version_2025-03-09.zip",432,3,1,"2020-08-12","2020-08-12",3,0,0,432,108,108,216,432,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_MEDINS_LVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_MEDINS_LVVF_version_2025-03-09.zip",460,4,3,"2020-07-13","2020-08-13",2,0,0,460,115,115,230,460,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_MEDINS_MSVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_MEDINS_MSVVF_version_2025-03-09.zip",1476,9,6,"2020-06-10","2020-08-20",3,0,0,1476,369,369,738,1476,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_MEDINS_NORKOM","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_MEDINS_NORKOM_version_2025-03-09.zip",180,2,2,"2020-07-07","2020-08-17",1,0,0,180,45,45,90,180,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_MEDINS_UVVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_MEDINS_UVVVF_version_2025-03-09.zip",1643,9,2,"2020-07-13","2020-08-04",5,0,0,1643,411,410,822,1643,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_NIRAS_SYDVVF_VHVVF_NVSKK_OVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_NIRAS_SYDVVF_VHVVF_NVSKK_OVVF_version_2025-03-09.zip",6522,103,50,"2020-01-19","2020-12-16",8,3545,925,2052,1469,1433,3620,0,"# counted|Abundance|Abundance class|Biovolume concentration|Carbon concentration","class|ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_PELA_GVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_PELA_GVVF_version_2025-03-09.zip",463,6,6,"2020-06-10","2020-08-13",2,0,0,463,115,116,232,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_PELA_SVAB","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_PELA_SVAB_version_2025-03-09.zip",5167,88,41,"2020-01-15","2020-12-15",7,0,0,5167,1285,1294,2588,5167,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_SMHI","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_SMHI_version_2025-03-09.zip",13456,51,38,"2020-01-07","2020-12-14",3,0,13456,0,3364,3364,6728,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_SMHI_BVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_SMHI_BVVF_version_2025-03-09.zip",23360,144,28,"2020-01-06","2020-12-01",6,0,23360,0,4492,4492,14376,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_SMHI_ColorFantasy","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_SMHI_ColorFantasy_version_2025-03-09.zip",3060,16,16,"2020-01-21","2020-11-02",1,0,3060,0,765,765,1530,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_SMHI_OLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_SMHI_OLST_version_2025-03-09.zip",5906,20,10,"2020-05-04","2020-09-01",4,0,4330,1576,1476,1476,2954,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_SMHI_SLV_biotox","2025-03-11","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_SMHI_SLV_biotox_version_2025-03-11.zip",1570,214,73,"2020-01-12","2020-12-14",4,0,1570,0,0,0,1570,0,"# counted HAB|Abundance HAB","ind/analysed sample fraction|ind/l or 100 um pieces/l"
"SHARK_Phytoplankton_2020_UMSC","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_UMSC_version_2025-03-09.zip",7292,40,35,"2020-01-16","2020-12-08",7,0,0,7292,1823,1823,3646,7292,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_UMSC_ACLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_UMSC_ACLST_version_2025-03-09.zip",1368,8,4,"2020-07-07","2020-08-19",4,0,0,1368,342,342,684,1368,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_UMSC_YLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_UMSC_YLST_version_2025-03-09.zip",1352,8,4,"2020-07-06","2020-08-17",8,0,0,1352,338,338,676,1352,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2020_WEAQ_NLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2020_WEAQ_NLST_version_2025-03-09.zip",6360,49,12,"2020-01-09","2020-12-01",2,0,6360,0,1221,1223,3916,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_DEEP","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_DEEP_version_2025-03-09.zip",5808,43,36,"2021-01-10","2021-12-16",4,0,0,5808,1452,1452,2904,5808,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_DEEP_ELST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_DEEP_ELST_version_2025-03-09.zip",3276,14,6,"2021-07-05","2021-08-20",7,0,0,3276,819,819,1638,3276,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_DEEP_ILST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_DEEP_ILST_version_2025-03-09.zip",556,2,2,"2021-07-01","2021-08-24",1,0,0,556,139,139,278,556,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_DEEP_SKVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_DEEP_SKVVF_version_2025-03-09.zip",11728,55,14,"2021-07-15","2021-08-24",28,0,0,11728,2932,2932,5864,11728,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_MEDINS_BDLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_MEDINS_BDLST_version_2025-03-09.zip",8574,54,10,"2021-07-01","2021-08-13",27,0,0,8574,2100,2158,4316,8574,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_MEDINS_DVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_MEDINS_DVVF_version_2025-03-09.zip",811,4,1,"2021-08-24","2021-08-24",4,0,0,811,199,204,408,811,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_MEDINS_LVVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_MEDINS_LVVVF_version_2025-03-09.zip",512,4,2,"2021-07-08","2021-08-10",2,0,0,512,125,129,258,512,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_MEDINS_MSVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_MEDINS_MSVVF_version_2025-03-09.zip",1569,10,7,"2021-06-08","2021-08-11",3,0,0,1569,390,393,786,1569,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_MEDINS_NLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_MEDINS_NLST_version_2025-03-09.zip",7694,48,12,"2021-01-14","2021-12-17",2,0,7694,0,1399,1399,4896,7694,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_MEDINS_NORKOM","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_MEDINS_NORKOM_version_2025-03-09.zip",299,2,2,"2021-07-08","2021-08-04",1,0,0,299,74,75,150,299,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_MEDINS_UVVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_MEDINS_UVVVF_version_2025-03-09.zip",2195,9,2,"2021-07-11","2021-08-19",5,0,0,2195,539,552,1104,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_NIRAS","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_NIRAS_version_2025-03-09.zip",2963,48,41,"2021-01-14","2021-12-14",4,0,1102,1861,664,627,1672,0,"# counted|Abundance|Abundance class|Biovolume concentration|Carbon concentration","class|ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2021_PELA_EDSVVS","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_PELA_EDSVVS_version_2025-03-09.zip",180,3,3,"2021-06-09","2021-08-11",1,0,0,180,60,0,120,180,"# counted|Abundance|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|ugC/l"
"SHARK_Phytoplankton_2021_PELA_GVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2021_PELA_GVVF_version_2025-03-09.zip",318,6,5,"2021-06-08","2021-08-27",2,0,0,318,106,0,212,318,"# counted|Abundance|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|ugC/l"
