"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS24","DS24_FIGSHARE_20260809T183019Z","stage2/ds24_figshare/DS24_FIGSHARE_20260809T183019Z","90ccc55e5f5f80b6957f75f20b07cade9c10950a314a3c67c8ea236546fc67d4","20260809T183019Z"
