"work_item_id","run_name","run_relative_path","manifest_checksum_sha256","pinned_at_utc"
"REGISTER:DS11","DS11_PLET_CHLOROPHYLL_20260809T111606Z","stage2/ds11_plet_chlorophyll/DS11_PLET_CHLOROPHYLL_20260809T111606Z","e44e6cbdd4376c63b956616e01c3e3273a569b6f56077c5f836e41ccf115b615","20260809T111606Z"
