"ds_id","reported_taxon_name","reported_aphia_id","reported_size_class","reported_lifeforms","reported_measurement","reported_unit","source_row_count","match_route","peg_candidate_rows","peg_carbon_pg_min","peg_carbon_pg_max","conversion_match_state"
"DS06","Azadinium","391508","","","Biovolume concentration","mm3/l",163,"reported_aphia_id",1,88,88,"unique_authority_row_candidate"
"DS06","Azadinium","391508","","","Carbon concentration","ugC/l",176,"reported_aphia_id",1,88,88,"unique_authority_row_candidate"
"DS06","Azadinium caudatum","837075","","","# counted","ind/analysed sample fraction",1,"reported_aphia_id",0,,,"unmatched"
"DS06","Azadinium caudatum","837075","","","Abundance","ind/l or 100 um pieces/l",1,"reported_aphia_id",0,,,"unmatched"
"DS06","Azadinium spinosum","391509","","","# counted","ind/analysed sample fraction",20,"reported_aphia_id",1,88,88,"unique_authority_row_candidate"
"DS06","Azadinium spinosum","391509","","","# counted HAB","ind/analysed sample fraction",11,"reported_aphia_id",1,88,88,"unique_authority_row_candidate"
"DS06","Azadinium spinosum","391509","","","Abundance","ind/l or 100 um pieces/l",20,"reported_aphia_id",1,88,88,"unique_authority_row_candidate"
"DS06","Azadinium spinosum","391509","","","Abundance HAB","ind/l or 100 um pieces/l",11,"reported_aphia_id",1,88,88,"unique_authority_row_candidate"
"DS06","Azadinium spinosum","391509","","","Biovolume concentration","mm3/l",6,"reported_aphia_id",1,88,88,"unique_authority_row_candidate"
"DS06","Azadinium spinosum","391509","","","Carbon concentration","ugC/l",19,"reported_aphia_id",1,88,88,"unique_authority_row_candidate"
"DS06","Bacillaria paxillifera","558243","","","# counted","ind/analysed sample fraction",29,"reported_aphia_id",1,151,151,"unique_authority_row_candidate"
"DS06","Bacillaria paxillifera","558243","","","Abundance","ind/l or 100 um pieces/l",29,"reported_aphia_id",1,151,151,"unique_authority_row_candidate"
"DS06","Bacillaria paxillifera","558243","","","Biovolume concentration","mm3/l",23,"reported_aphia_id",1,151,151,"unique_authority_row_candidate"
"DS06","Bacillaria paxillifera","558243","","","Carbon concentration","ugC/l",23,"reported_aphia_id",1,151,151,"unique_authority_row_candidate"
"DS06","Bacillariales","","","","Abundance","ind/l or 100 um pieces/l",4,"no_match_key",0,,,"unmatched"
"DS06","Bacillariales","","","","Biovolume concentration","mm3/l",4,"no_match_key",0,,,"unmatched"
"DS06","Bacillariophyceae","1304629","","","# counted","ind/analysed sample fraction",3022,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacillariophyceae","1304629","","","Abundance","ind/l or 100 um pieces/l",3041,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacillariophyceae","1304629","","","Abundance class","class",3,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacillariophyceae","1304629","","","Biovolume concentration","mm3/l",2514,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacillariophyceae","1304629","","","Carbon concentration","ugC/l",2705,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacillariophyceae","148899","","","# counted","ind/analysed sample fraction",98,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacillariophyceae","148899","","","# counted HAB","ind/analysed sample fraction",566,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacillariophyceae","148899","","","Abundance","ind/l or 100 um pieces/l",98,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacillariophyceae","148899","","","Abundance HAB","ind/l or 100 um pieces/l",566,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacillariophyceae","148899","","","Biovolume concentration","mm3/l",19,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacillariophyceae","148899","","","Carbon concentration","ugC/l",6,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacillariophyta","","","","# counted","ind/analysed sample fraction",2,"no_match_key",0,,,"unmatched"
"DS06","Bacillariophyta","","","","Abundance","ind/l or 100 um pieces/l",2,"no_match_key",0,,,"unmatched"
"DS06","Bacteriastrum hyalinum","149119","","","# counted","ind/analysed sample fraction",9,"reported_aphia_id",1,728,728,"unique_authority_row_candidate"
"DS06","Bacteriastrum hyalinum","149119","","","Abundance","ind/l or 100 um pieces/l",9,"reported_aphia_id",1,728,728,"unique_authority_row_candidate"
"DS06","Bacteriastrum hyalinum","149119","","","Biovolume concentration","mm3/l",7,"reported_aphia_id",1,728,728,"unique_authority_row_candidate"
"DS06","Bacteriastrum hyalinum","149119","","","Carbon concentration","ugC/l",7,"reported_aphia_id",1,728,728,"unique_authority_row_candidate"
"DS06","Bacterosira","162923","","","# counted","ind/analysed sample fraction",1,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacterosira","162923","","","Abundance","ind/l or 100 um pieces/l",1,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacterosira","162923","","","Biovolume concentration","mm3/l",1,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacterosira","162923","","","Carbon concentration","ugC/l",1,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacterosira constricta","345531","","","# counted","ind/analysed sample fraction",74,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacterosira constricta","345531","","","Abundance","ind/l or 100 um pieces/l",74,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacterosira constricta","345531","","","Abundance class","class",5,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacterosira constricta","345531","","","Biovolume concentration","mm3/l",47,"reported_aphia_id",0,,,"unmatched"
"DS06","Bacterosira constricta","345531","","","Carbon concentration","ugC/l",57,"reported_aphia_id",0,,,"unmatched"
"DS06","Balanion","","","","# counted","ind/analysed sample fraction",6,"no_match_key",0,,,"unmatched"
"DS06","Balanion","","","","Abundance","ind/l or 100 um pieces/l",6,"no_match_key",0,,,"unmatched"
"DS06","Balanion","","","","Biovolume concentration","mm3/l",6,"no_match_key",0,,,"unmatched"
"DS06","Balanion","","","","Carbon concentration","ugC/l",6,"no_match_key",0,,,"unmatched"
"DS06","Balanion comatum","427290","","","# counted","ind/analysed sample fraction",111,"reported_aphia_id",0,,,"unmatched"
"DS06","Balanion comatum","427290","","","Abundance","ind/l or 100 um pieces/l",111,"reported_aphia_id",0,,,"unmatched"
"DS06","Balanion comatum","427290","","","Biovolume concentration","mm3/l",81,"reported_aphia_id",0,,,"unmatched"
"DS06","Balanion comatum","427290","","","Carbon concentration","ugC/l",81,"reported_aphia_id",0,,,"unmatched"
"DS06","Belonastrum berolinense","621696","","","# counted","ind/analysed sample fraction",3,"reported_aphia_id",1,23,23,"unique_authority_row_candidate"
"DS06","Belonastrum berolinense","621696","","","Abundance","ind/l or 100 um pieces/l",3,"reported_aphia_id",1,23,23,"unique_authority_row_candidate"
"DS06","Belonastrum berolinense","621696","","","Biovolume concentration","mm3/l",3,"reported_aphia_id",1,23,23,"unique_authority_row_candidate"
"DS06","Belonastrum berolinense","621696","","","Carbon concentration","ugC/l",1,"reported_aphia_id",1,23,23,"unique_authority_row_candidate"
"DS06","Bicosoeca","103987","","","# counted","ind/analysed sample fraction",4,"reported_aphia_id",1,2,2,"unique_authority_row_candidate"
"DS06","Bicosoeca","103987","","","Abundance","ind/l or 100 um pieces/l",4,"reported_aphia_id",1,2,2,"unique_authority_row_candidate"
"DS06","Bicosoeca","103987","","","Biovolume concentration","mm3/l",4,"reported_aphia_id",1,2,2,"unique_authority_row_candidate"
"DS06","Bicosoeca","103987","","","Carbon concentration","ugC/l",4,"reported_aphia_id",1,2,2,"unique_authority_row_candidate"
"DS06","Bicosta minor","105557","","","# counted","ind/analysed sample fraction",7,"reported_aphia_id",0,,,"unmatched"
"DS06","Bicosta minor","105557","","","Abundance","ind/l or 100 um pieces/l",7,"reported_aphia_id",0,,,"unmatched"
"DS06","Bicosta minor","105557","","","Biovolume concentration","mm3/l",5,"reported_aphia_id",0,,,"unmatched"
"DS06","Bicosta minor","105557","","","Carbon concentration","ugC/l",5,"reported_aphia_id",0,,,"unmatched"
"DS06","Biecheleria baltica","626297","","","# counted","ind/analysed sample fraction",18,"reported_aphia_id",8,290,1549,"multiple_size_or_stage_candidates"
"DS06","Biecheleria baltica","626297","","","Abundance","ind/l or 100 um pieces/l",18,"reported_aphia_id",8,290,1549,"multiple_size_or_stage_candidates"
"DS06","Biecheleria baltica","626297","","","Biovolume concentration","mm3/l",16,"reported_aphia_id",8,290,1549,"multiple_size_or_stage_candidates"
"DS06","Biecheleria baltica","626297","","","Carbon concentration","ugC/l",18,"reported_aphia_id",8,290,1549,"multiple_size_or_stage_candidates"
"DS06","Biecheleria halophila","","","","# counted","ind/analysed sample fraction",7,"no_match_key",0,,,"unmatched"
"DS06","Biecheleria halophila","","","","Abundance","ind/l or 100 um pieces/l",7,"no_match_key",0,,,"unmatched"
"DS06","Biecheleria halophila","626297","","","# counted","ind/analysed sample fraction",20,"reported_aphia_id",8,290,1549,"multiple_size_or_stage_candidates"
"DS06","Biecheleria halophila","626297","","","Abundance","ind/l or 100 um pieces/l",20,"reported_aphia_id",8,290,1549,"multiple_size_or_stage_candidates"
"DS06","Biecheleria halophila","626297","","","Carbon concentration","ugC/l",20,"reported_aphia_id",8,290,1549,"multiple_size_or_stage_candidates"
"DS06","Binuclearia lauterbornii","575737","","","# counted","ind/analysed sample fraction",573,"reported_aphia_id",6,6,64,"multiple_size_or_stage_candidates"
"DS06","Binuclearia lauterbornii","575737","","","Abundance","ind/l or 100 um pieces/l",647,"reported_aphia_id",6,6,64,"multiple_size_or_stage_candidates"
"DS06","Binuclearia lauterbornii","575737","","","Abundance class","class",42,"reported_aphia_id",6,6,64,"multiple_size_or_stage_candidates"
"DS06","Binuclearia lauterbornii","575737","","","Biovolume concentration","mm3/l",449,"reported_aphia_id",6,6,64,"multiple_size_or_stage_candidates"
"DS06","Binuclearia lauterbornii","575737","","","Carbon concentration","ugC/l",564,"reported_aphia_id",6,6,64,"multiple_size_or_stage_candidates"
"DS06","Biota","","","","# counted HAB","ind/analysed sample fraction",572,"no_match_key",0,,,"unmatched"
"DS06","Biota","","","","Abundance HAB","ind/l or 100 um pieces/l",572,"no_match_key",0,,,"unmatched"
"DS06","Bitrichia","","","","# counted","ind/analysed sample fraction",6,"no_match_key",0,,,"unmatched"
"DS06","Bitrichia","","","","Abundance","ind/l or 100 um pieces/l",6,"no_match_key",0,,,"unmatched"
"DS06","Bitrichia","","","","Biovolume concentration","mm3/l",6,"no_match_key",0,,,"unmatched"
"DS06","Bitrichia chodatii","","","","# counted","ind/analysed sample fraction",1,"no_match_key",0,,,"unmatched"
"DS06","Bitrichia chodatii","","","","Abundance","ind/l or 100 um pieces/l",1,"no_match_key",0,,,"unmatched"
"DS06","Bitrichia chodatii","","","","Biovolume concentration","mm3/l",1,"no_match_key",0,,,"unmatched"
"DS06","Bitrichia phaseolus","","","","# counted","ind/analysed sample fraction",1,"no_match_key",0,,,"unmatched"
"DS06","Bitrichia phaseolus","","","","Abundance","ind/l or 100 um pieces/l",1,"no_match_key",0,,,"unmatched"
"DS06","Bitrichia phaseolus","","","","Biovolume concentration","mm3/l",1,"no_match_key",0,,,"unmatched"
"DS06","Botryococcus","248103","","","# counted","ind/analysed sample fraction",326,"reported_aphia_id",7,7,2340,"multiple_size_or_stage_candidates"
"DS06","Botryococcus","248103","","","Abundance","ind/l or 100 um pieces/l",380,"reported_aphia_id",7,7,2340,"multiple_size_or_stage_candidates"
"DS06","Botryococcus","248103","","","Biovolume concentration","mm3/l",248,"reported_aphia_id",7,7,2340,"multiple_size_or_stage_candidates"
"DS06","Botryococcus","248103","","","Carbon concentration","ugC/l",326,"reported_aphia_id",7,7,2340,"multiple_size_or_stage_candidates"
"DS06","Botryococcus braunii","","","","# counted","ind/analysed sample fraction",6,"no_match_key",0,,,"unmatched"
"DS06","Botryococcus braunii","","","","Abundance","ind/l or 100 um pieces/l",6,"no_match_key",0,,,"unmatched"
"DS06","Botryococcus braunii","","","","Biovolume concentration","mm3/l",6,"no_match_key",0,,,"unmatched"
"DS06","Braarudosphaera bigelowii","115126","","","# counted","ind/analysed sample fraction",10,"reported_aphia_id",1,74,74,"unique_authority_row_candidate"
"DS06","Braarudosphaera bigelowii","115126","","","Abundance","ind/l or 100 um pieces/l",10,"reported_aphia_id",1,74,74,"unique_authority_row_candidate"
"DS06","Braarudosphaera bigelowii","115126","","","Biovolume concentration","mm3/l",5,"reported_aphia_id",1,74,74,"unique_authority_row_candidate"
"DS06","Braarudosphaera bigelowii","115126","","","Carbon concentration","ugC/l",5,"reported_aphia_id",1,74,74,"unique_authority_row_candidate"
"DS06","Calliacantha","105506","","","# counted","ind/analysed sample fraction",18,"reported_aphia_id",2,9,14,"multiple_size_or_stage_candidates"
"DS06","Calliacantha","105506","","","Abundance","ind/l or 100 um pieces/l",18,"reported_aphia_id",2,9,14,"multiple_size_or_stage_candidates"
"DS06","Calliacantha","105506","","","Biovolume concentration","mm3/l",15,"reported_aphia_id",2,9,14,"multiple_size_or_stage_candidates"
"DS06","Calliacantha","105506","","","Carbon concentration","ugC/l",15,"reported_aphia_id",2,9,14,"multiple_size_or_stage_candidates"
"DS06","Calliacantha longicaudata","105559","","","# counted","ind/analysed sample fraction",31,"reported_aphia_id",2,4,14,"multiple_size_or_stage_candidates"
"DS06","Calliacantha longicaudata","105559","","","Abundance","ind/l or 100 um pieces/l",31,"reported_aphia_id",2,4,14,"multiple_size_or_stage_candidates"
"DS06","Calliacantha longicaudata","105559","","","Biovolume concentration","mm3/l",18,"reported_aphia_id",2,4,14,"multiple_size_or_stage_candidates"
"DS06","Calliacantha longicaudata","105559","","","Carbon concentration","ugC/l",21,"reported_aphia_id",2,4,14,"multiple_size_or_stage_candidates"
"DS06","Calliacantha natans","105561","","","# counted","ind/analysed sample fraction",155,"reported_aphia_id",2,9,14,"multiple_size_or_stage_candidates"
"DS06","Calliacantha natans","105561","","","Abundance","ind/l or 100 um pieces/l",155,"reported_aphia_id",2,9,14,"multiple_size_or_stage_candidates"
"DS06","Calliacantha natans","105561","","","Biovolume concentration","mm3/l",97,"reported_aphia_id",2,9,14,"multiple_size_or_stage_candidates"
"DS06","Calliacantha natans","105561","","","Carbon concentration","ugC/l",98,"reported_aphia_id",2,9,14,"multiple_size_or_stage_candidates"
"DS06","Carteria","367250","","","# counted","ind/analysed sample fraction",6,"reported_aphia_id",2,12,177,"multiple_size_or_stage_candidates"
"DS06","Carteria","367250","","","Abundance","ind/l or 100 um pieces/l",6,"reported_aphia_id",2,12,177,"multiple_size_or_stage_candidates"
"DS06","Carteria","367250","","","Biovolume concentration","mm3/l",6,"reported_aphia_id",2,12,177,"multiple_size_or_stage_candidates"
"DS06","Carteria","367250","","","Carbon concentration","ugC/l",6,"reported_aphia_id",2,12,177,"multiple_size_or_stage_candidates"
"DS06","Centritractus","","","","# counted","ind/analysed sample fraction",1,"no_match_key",0,,,"unmatched"
"DS06","Centritractus","","","","Abundance","ind/l or 100 um pieces/l",1,"no_match_key",0,,,"unmatched"
"DS06","Centritractus","","","","Biovolume concentration","mm3/l",1,"no_match_key",0,,,"unmatched"
"DS06","Centritractus belonophorus","","","","# counted","ind/analysed sample fraction",1,"no_match_key",0,,,"unmatched"
"DS06","Centritractus belonophorus","","","","Abundance","ind/l or 100 um pieces/l",1,"no_match_key",0,,,"unmatched"
"DS06","Centritractus belonophorus","","","","Biovolume concentration","mm3/l",1,"no_match_key",0,,,"unmatched"
"DS06","Cerataulina pelagica","149619","","","# counted","ind/analysed sample fraction",1603,"reported_aphia_id",17,74,3772,"multiple_size_or_stage_candidates"
"DS06","Cerataulina pelagica","149619","","","Abundance","ind/l or 100 um pieces/l",1639,"reported_aphia_id",17,74,3772,"multiple_size_or_stage_candidates"
"DS06","Cerataulina pelagica","149619","","","Abundance class","class",33,"reported_aphia_id",17,74,3772,"multiple_size_or_stage_candidates"
"DS06","Cerataulina pelagica","149619","","","Biovolume concentration","mm3/l",1172,"reported_aphia_id",17,74,3772,"multiple_size_or_stage_candidates"
"DS06","Cerataulina pelagica","149619","","","Carbon concentration","ugC/l",1275,"reported_aphia_id",17,74,3772,"multiple_size_or_stage_candidates"
"DS06","Ceratium","109506","","","# counted","ind/analysed sample fraction",9,"reported_aphia_id",1,3343,3343,"unique_authority_row_candidate"
"DS06","Ceratium","109506","","","Abundance","ind/l or 100 um pieces/l",9,"reported_aphia_id",1,3343,3343,"unique_authority_row_candidate"
"DS06","Ceratium","109506","","","Biovolume concentration","mm3/l",3,"reported_aphia_id",1,3343,3343,"unique_authority_row_candidate"
"DS06","Ceratium","109506","","","Carbon concentration","ugC/l",3,"reported_aphia_id",1,3343,3343,"unique_authority_row_candidate"
"DS06","Ceratium hirundinella","156511","","","# counted","ind/analysed sample fraction",19,"reported_aphia_id",4,1792,6495,"multiple_size_or_stage_candidates"
"DS06","Ceratium hirundinella","156511","","","Abundance","ind/l or 100 um pieces/l",20,"reported_aphia_id",4,1792,6495,"multiple_size_or_stage_candidates"
"DS06","Ceratium hirundinella","156511","","","Biovolume concentration","mm3/l",18,"reported_aphia_id",4,1792,6495,"multiple_size_or_stage_candidates"
"DS06","Ceratium hirundinella","156511","","","Carbon concentration","ugC/l",19,"reported_aphia_id",4,1792,6495,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros","148985","","","# counted","ind/analysed sample fraction",2903,"reported_aphia_id",16,2,302,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros","148985","","","Abundance","ind/l or 100 um pieces/l",3061,"reported_aphia_id",16,2,302,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros","148985","","","Abundance class","class",18,"reported_aphia_id",16,2,302,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros","148985","","","Biovolume concentration","mm3/l",2176,"reported_aphia_id",16,2,302,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros","148985","","","Carbon concentration","ugC/l",2466,"reported_aphia_id",16,2,302,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros affinis","149241","","","# counted","ind/analysed sample fraction",488,"reported_aphia_id",6,78,217,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros affinis","149241","","","Abundance","ind/l or 100 um pieces/l",520,"reported_aphia_id",6,78,217,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros affinis","149241","","","Abundance class","class",27,"reported_aphia_id",6,78,217,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros affinis","149241","","","Biovolume concentration","mm3/l",347,"reported_aphia_id",6,78,217,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros affinis","149241","","","Carbon concentration","ugC/l",365,"reported_aphia_id",6,78,217,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros anastomosans","149292","","","# counted","ind/analysed sample fraction",6,"reported_aphia_id",0,,,"unmatched"
"DS06","Chaetoceros anastomosans","149292","","","Abundance","ind/l or 100 um pieces/l",6,"reported_aphia_id",0,,,"unmatched"
"DS06","Chaetoceros anastomosans","149292","","","Biovolume concentration","mm3/l",4,"reported_aphia_id",0,,,"unmatched"
"DS06","Chaetoceros anastomosans","149292","","","Carbon concentration","ugC/l",4,"reported_aphia_id",0,,,"unmatched"
"DS06","Chaetoceros anastomosans var. externa","160522","","","# counted","ind/analysed sample fraction",17,"reported_aphia_id",1,57,57,"unique_authority_row_candidate"
"DS06","Chaetoceros anastomosans var. externa","160522","","","Abundance","ind/l or 100 um pieces/l",17,"reported_aphia_id",1,57,57,"unique_authority_row_candidate"
"DS06","Chaetoceros anastomosans var. externa","160522","","","Biovolume concentration","mm3/l",7,"reported_aphia_id",1,57,57,"unique_authority_row_candidate"
"DS06","Chaetoceros anastomosans var. externa","160522","","","Carbon concentration","ugC/l",7,"reported_aphia_id",1,57,57,"unique_authority_row_candidate"
"DS06","Chaetoceros borealis","149124","","","# counted","ind/analysed sample fraction",15,"reported_aphia_id",6,110,770,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros borealis","149124","","","Abundance","ind/l or 100 um pieces/l",19,"reported_aphia_id",6,110,770,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros borealis","149124","","","Abundance class","class",1,"reported_aphia_id",6,110,770,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros borealis","149124","","","Biovolume concentration","mm3/l",17,"reported_aphia_id",6,110,770,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros borealis","149124","","","Carbon concentration","ugC/l",18,"reported_aphia_id",6,110,770,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros brevis","149291","","","# counted","ind/analysed sample fraction",131,"reported_aphia_id",9,74,415,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros brevis","149291","","","Abundance","ind/l or 100 um pieces/l",143,"reported_aphia_id",9,74,415,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros brevis","149291","","","Abundance class","class",11,"reported_aphia_id",9,74,415,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros brevis","149291","","","Biovolume concentration","mm3/l",88,"reported_aphia_id",9,74,415,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros brevis","149291","","","Carbon concentration","ugC/l",91,"reported_aphia_id",9,74,415,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros calcitrans","163013","","","# counted","ind/analysed sample fraction",1,"reported_aphia_id",4,3,34,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros calcitrans","163013","","","Abundance","ind/l or 100 um pieces/l",2,"reported_aphia_id",4,3,34,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros calcitrans","163013","","","Biovolume concentration","mm3/l",2,"reported_aphia_id",4,3,34,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros calcitrans","163013","","","Carbon concentration","ugC/l",1,"reported_aphia_id",4,3,34,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros castracanei","341473","","","# counted","ind/analysed sample fraction",321,"reported_aphia_id",5,144,394,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros castracanei","341473","","","Abundance","ind/l or 100 um pieces/l",321,"reported_aphia_id",5,144,394,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros castracanei","341473","","","Abundance class","class",100,"reported_aphia_id",5,144,394,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros castracanei","341473","","","Biovolume concentration","mm3/l",295,"reported_aphia_id",5,144,394,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros castracanei","341473","","","Carbon concentration","ugC/l",308,"reported_aphia_id",5,144,394,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros ceratosporus","149297","","","# counted","ind/analysed sample fraction",74,"reported_aphia_id",6,9,90,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros ceratosporus","149297","","","Abundance","ind/l or 100 um pieces/l",96,"reported_aphia_id",6,9,90,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros ceratosporus","149297","","","Abundance class","class",6,"reported_aphia_id",6,9,90,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros ceratosporus","149297","","","Biovolume concentration","mm3/l",74,"reported_aphia_id",6,9,90,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros ceratosporus","149297","","","Carbon concentration","ugC/l",71,"reported_aphia_id",6,9,90,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros ceratosporus var. ceratosporus","163016","","","# counted","ind/analysed sample fraction",405,"reported_aphia_id",6,9,90,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros ceratosporus var. ceratosporus","163016","","","Abundance","ind/l or 100 um pieces/l",439,"reported_aphia_id",6,9,90,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros ceratosporus var. ceratosporus","163016","","","Abundance class","class",14,"reported_aphia_id",6,9,90,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros ceratosporus var. ceratosporus","163016","","","Biovolume concentration","mm3/l",290,"reported_aphia_id",6,9,90,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros ceratosporus var. ceratosporus","163016","","","Carbon concentration","ugC/l",406,"reported_aphia_id",6,9,90,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros circinalis","163019","","","# counted","ind/analysed sample fraction",47,"reported_aphia_id",2,201,514,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros circinalis","163019","","","Abundance","ind/l or 100 um pieces/l",47,"reported_aphia_id",2,201,514,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros circinalis","163019","","","Biovolume concentration","mm3/l",28,"reported_aphia_id",2,201,514,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros circinalis","163019","","","Carbon concentration","ugC/l",28,"reported_aphia_id",2,201,514,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros compressus","149129","","","# counted","ind/analysed sample fraction",17,"reported_aphia_id",4,10,74,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros compressus","149129","","","Abundance","ind/l or 100 um pieces/l",17,"reported_aphia_id",4,10,74,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros compressus","149129","","","Biovolume concentration","mm3/l",13,"reported_aphia_id",4,10,74,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros compressus","149129","","","Carbon concentration","ugC/l",7,"reported_aphia_id",4,10,74,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros concavicornis","156607","","","# counted","ind/analysed sample fraction",56,"reported_aphia_id",8,75,267,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros concavicornis","156607","","","Abundance","ind/l or 100 um pieces/l",57,"reported_aphia_id",8,75,267,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros concavicornis","156607","","","Abundance class","class",15,"reported_aphia_id",8,75,267,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros concavicornis","156607","","","Biovolume concentration","mm3/l",46,"reported_aphia_id",8,75,267,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros concavicornis","156607","","","Carbon concentration","ugC/l",51,"reported_aphia_id",8,75,267,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros constrictus","156609","","","# counted","ind/analysed sample fraction",33,"reported_aphia_id",5,62,529,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros constrictus","156609","","","Abundance","ind/l or 100 um pieces/l",36,"reported_aphia_id",5,62,529,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros constrictus","156609","","","Abundance class","class",2,"reported_aphia_id",5,62,529,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros constrictus","156609","","","Biovolume concentration","mm3/l",13,"reported_aphia_id",5,62,529,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros constrictus","156609","","","Carbon concentration","ugC/l",14,"reported_aphia_id",5,62,529,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros contortus","149623","","","# counted","ind/analysed sample fraction",231,"reported_aphia_id",4,25,106,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros contortus","149623","","","Abundance","ind/l or 100 um pieces/l",243,"reported_aphia_id",4,25,106,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros contortus","149623","","","Abundance class","class",17,"reported_aphia_id",4,25,106,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros contortus","149623","","","Biovolume concentration","mm3/l",139,"reported_aphia_id",4,25,106,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros contortus","149623","","","Carbon concentration","ugC/l",155,"reported_aphia_id",4,25,106,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros convolutus","156611","","","# counted","ind/analysed sample fraction",328,"reported_aphia_id",10,75,402,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros convolutus","156611","","","Abundance","ind/l or 100 um pieces/l",330,"reported_aphia_id",10,75,402,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros convolutus","156611","","","Abundance class","class",16,"reported_aphia_id",10,75,402,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros convolutus","156611","","","Biovolume concentration","mm3/l",237,"reported_aphia_id",10,75,402,"multiple_size_or_stage_candidates"
"DS06","Chaetoceros convolutus","156611","","","Carbon concentration","ugC/l",256,"reported_aphia_id",10,75,402,"multiple_size_or_stage_candidates"
