"ds_id","reported_taxon_name","reported_aphia_id","reported_size_class","reported_lifeforms","reported_measurement","reported_unit","source_row_count","match_route","peg_candidate_rows","peg_carbon_pg_min","peg_carbon_pg_max","conversion_match_state"
"DS02","Acanthoceras zachariasii","","","","AANTPVLME","N/ML",9,"reported_name_diagnostic_only",6,113,614,"name_candidate_requires_worms_validation"
"DS02","Acanthoica quattrospina","","","","AANTPVLME","N/L",5,"reported_name_diagnostic_only",1,62,62,"name_candidate_requires_worms_validation"
"DS02","Achnanthaceae [1]","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Achnanthales","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Achnanthales","","","","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes [1]","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes [1]","","","","AANTPVLME","N/ML",8,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes [2]","","","","AANTFTE","PROCENT",8,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes [2]","","","","AANTPVLME","N/ML",21,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes armillaris","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes brevipes","","","","AANTFTE","PROCENT",15,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes brevipes","","","","AANTPVLME","N/L",11,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes brevipes var. intermedia","","","","AANTFTE","PROCENT",14,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes coarctata","","","","AANTFTE","PROCENT",8,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes delicatula [2]","","","","AANTFTE","PROCENT",10,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes lanceolata [2]","","","","AANTFTE","PROCENT",9,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes lanceolata [2]","","","","AANTPVLME","N/ML",6,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes longipes","","","","AANTPVLME","N/L",6,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes minuscula","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes minuscula","","","","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes minutissima [2]","","","","AANTFTE","PROCENT",24,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes minutissima [2]","","","","AANTPVLME","N/ML",11,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes minutissima var. inconspicua","","","","AANTFTE","PROCENT",11,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes minutissima var. inconspicua [2]","","","","AANTFTE","PROCENT",3,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes subsessilis","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Achnanthes vistulana","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidiaceae","","","","AANTFTE","PROCENT",3,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium","","","","AANTFTE","PROCENT",25,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium","","","","AANTPVLME","N/ML",71,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium affine","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium atomoides","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium catenatum","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium crassum [2]","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium delmontii","","","","AANTFTE","PROCENT",12,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium eutrophilum","","","","AANTFTE","PROCENT",84,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium exiguum","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium jackii","","","","AANTFTE","PROCENT",18,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium lineare","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium microcephalum [1]","","","","AANTFTE","PROCENT",6,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium minutissimum","","","","AANTFTE","PROCENT",158,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium minutissimum","","","","AANTPVLME","N/ML",10,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium nanum","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium pyrenaicum","","","","AANTFTE","PROCENT",6,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium rivulare","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium saprophilum","","","","AANTFTE","PROCENT",7,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium straubianum","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium subatomus","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Achnanthidium subsalsum","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Actinastrum","","","","AANTPVLME","N/L",10,"reported_name_diagnostic_only",3,6,10,"name_candidate_requires_worms_validation"
"DS02","Actinastrum","","","","AANTPVLME","N/ML",8,"reported_name_diagnostic_only",3,6,10,"name_candidate_requires_worms_validation"
"DS02","Actinastrum aciculare [1]","","","","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched"
"DS02","Actinastrum aciculare [4]","","","","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched"
"DS02","Actinastrum hantzschii [1]","","","","AANTPVLME","N/L",38,"no_match_key",0,,,"unmatched"
"DS02","Actinastrum hantzschii [1]","","","","AANTPVLME","N/ML",81,"no_match_key",0,,,"unmatched"
"DS02","Actiniscus pentasterias","","","","AANTPVLME","N/L",104,"reported_name_diagnostic_only",1,2630,2630,"name_candidate_requires_worms_validation"
"DS02","Actinocyclus","","","","AANTPVLME","N/L",27,"reported_name_diagnostic_only",65,274,27793,"name_candidate_requires_worms_validation"
"DS02","Actinocyclus","","","","AANTPVLME","N/ML",2,"reported_name_diagnostic_only",65,274,27793,"name_candidate_requires_worms_validation"
"DS02","Actinocyclus normanii","","","","AANTFTE","PROCENT",36,"reported_name_diagnostic_only",7,374,2795,"name_candidate_requires_worms_validation"
"DS02","Actinocyclus normanii","","","","AANTPVLME","N/L",502,"reported_name_diagnostic_only",7,374,2795,"name_candidate_requires_worms_validation"
"DS02","Actinocyclus normanii","","","","AANTPVLME","N/ML",378,"reported_name_diagnostic_only",7,374,2795,"name_candidate_requires_worms_validation"
"DS02","Actinocyclus octonarius","","","","AANTPVLME","N/L",776,"reported_name_diagnostic_only",12,274,27793,"name_candidate_requires_worms_validation"
"DS02","Actinocyclus octonarius","","","","AANTPVLME","N/ML",4,"reported_name_diagnostic_only",12,274,27793,"name_candidate_requires_worms_validation"
"DS02","Actinocyclus roperi","","","","AANTPVLME","N/L",7,"no_match_key",0,,,"unmatched"
"DS02","Actinoptychus senarius","","","","AANTFTE","PROCENT",2,"reported_name_diagnostic_only",8,1029,27793,"name_candidate_requires_worms_validation"
"DS02","Actinoptychus senarius","","","","AANTPVLME","N/L",2896,"reported_name_diagnostic_only",8,1029,27793,"name_candidate_requires_worms_validation"
"DS02","Actinoptychus senarius","","","","AANTPVLME","N/ML",9,"reported_name_diagnostic_only",8,1029,27793,"name_candidate_requires_worms_validation"
"DS02","Actinoptychus splendens","","","","AANTPVLME","N/L",267,"no_match_key",0,,,"unmatched"
"DS02","Actinoptychus splendens","","","","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched"
"DS02","Acutodesmus","","","","AANTPVLME","N/ML",1,"reported_name_diagnostic_only",1,35,35,"name_candidate_requires_worms_validation"
"DS02","Adlafia","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Adlafia minuscula","","","","AANTFTE","PROCENT",7,"no_match_key",0,,,"unmatched"
"DS02","Adlafia suchlandtii","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Aduncodinium","","","","AANTPVLME","N/L",42,"no_match_key",0,,,"unmatched"
"DS02","Akashiwo sanguinea","","","","AANTPVLME","N/L",535,"reported_name_diagnostic_only",6,1918,10095,"name_candidate_requires_worms_validation"
"DS02","Alexandrium","","","","AANTPVLME","N/L",56,"reported_name_diagnostic_only",17,909,7723,"name_candidate_requires_worms_validation"
"DS02","Alexandrium leei","","","","AANTPVLME","N/L",14,"no_match_key",0,,,"unmatched"
"DS02","Alexandrium margalefii","","","","AANTPVLME","N/L",13,"no_match_key",0,,,"unmatched"
"DS02","Alexandrium minutum","","","","AANTPVLME","N/L",44,"reported_name_diagnostic_only",2,909,1356,"name_candidate_requires_worms_validation"
"DS02","Alexandrium ostenfeldii","","","","AANTPVLME","N/L",146,"reported_name_diagnostic_only",3,2491,7723,"name_candidate_requires_worms_validation"
"DS02","Alexandrium pseudogoniaulax","","","","AANTPVLME","N/L",32,"no_match_key",0,,,"unmatched"
"DS02","Alexandrium tamarense","","","","AANTPVLME","N/L",168,"reported_name_diagnostic_only",3,1097,2104,"name_candidate_requires_worms_validation"
"DS02","Algirosphaera","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Alveolata","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Amphidiniopsis","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Amphidinium [1]","","","","AANTPVLME","N/L",37,"no_match_key",0,,,"unmatched"
"DS02","Amphidinium [3]","","","","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched"
"DS02","Amphidinium crassum","","","","AANTPVLME","N/ML",1,"reported_name_diagnostic_only",3,106,371,"name_candidate_requires_worms_validation"
"DS02","Amphidinium herdmanii","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Amphidinium operculatum [1]","","","","AANTPVLME","N/L",2,"no_match_key",0,,,"unmatched"
"DS02","Amphidinium sphenoides","","","","AANTPVLME","N/L",363,"reported_name_diagnostic_only",3,99,354,"name_candidate_requires_worms_validation"
"DS02","Amphidoma acuminata [3]","","","","AANTPVLME","N/L",63,"no_match_key",0,,,"unmatched"
"DS02","Amphikrikos","","","","AANTPVLME","N/ML",4,"no_match_key",0,,,"unmatched"
"DS02","Amphikrikos buderi","","","","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched"
"DS02","Amphikrikos hexacosta [1]","","","","AANTPVLME","N/ML",3,"no_match_key",0,,,"unmatched"
"DS02","Amphikrikos minutissimus","","","","AANTPVLME","N/ML",22,"no_match_key",0,,,"unmatched"
"DS02","Amphikrikos nanus [1]","","","","AANTPVLME","N/L",11,"no_match_key",0,,,"unmatched"
"DS02","Amphikrikos nanus [1]","","","","AANTPVLME","N/ML",569,"no_match_key",0,,,"unmatched"
"DS02","Amphikrikos nanus [2]","","","","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched"
"DS02","Amphora","","","","AANTPVLME","N/ML",19,"reported_name_diagnostic_only",6,83,1234,"name_candidate_requires_worms_validation"
"DS02","Amphora [1]","","","","AANTFTE","PROCENT",25,"no_match_key",0,,,"unmatched"
"DS02","Amphora [1]","","","","AANTPVLME","N/L",530,"no_match_key",0,,,"unmatched"
"DS02","Amphora [1]","","","","AANTPVLME","N/ML",118,"no_match_key",0,,,"unmatched"
"DS02","Amphora [2]","","","","AANTFTE","PROCENT",36,"no_match_key",0,,,"unmatched"
"DS02","Amphora [2]","","","","AANTPVLME","N/L",13,"no_match_key",0,,,"unmatched"
"DS02","Amphora [2]","","","","AANTPVLME","N/ML",62,"no_match_key",0,,,"unmatched"
"DS02","Amphora abludens","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Amphora australiensis","","","","AANTFTE","PROCENT",14,"no_match_key",0,,,"unmatched"
"DS02","Amphora copulata","","","","AANTFTE","PROCENT",171,"no_match_key",0,,,"unmatched"
"DS02","Amphora copulata","","","","AANTPVLME","N/L",9,"no_match_key",0,,,"unmatched"
"DS02","Amphora copulata","","","","AANTPVLME","N/ML",21,"no_match_key",0,,,"unmatched"
"DS02","Amphora eileencoxiae [2]","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Amphora helenensis","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Amphora inariensis","","","","AANTFTE","PROCENT",4,"no_match_key",0,,,"unmatched"
"DS02","Amphora inariensis [1]","","","","AANTFTE","PROCENT",43,"no_match_key",0,,,"unmatched"
"DS02","Amphora indistincta","","","","AANTFTE","PROCENT",46,"no_match_key",0,,,"unmatched"
"DS02","Amphora libyca [2]","","","","AANTFTE","PROCENT",16,"no_match_key",0,,,"unmatched"
"DS02","Amphora lineolata","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Amphora minutissima","","","","AANTFTE","PROCENT",10,"no_match_key",0,,,"unmatched"
"DS02","Amphora neglectiformis","","","","AANTFTE","PROCENT",10,"no_match_key",0,,,"unmatched"
"DS02","Amphora ovalis","","","","AANTFTE","PROCENT",59,"reported_name_diagnostic_only",1,844,844,"name_candidate_requires_worms_validation"
"DS02","Amphora ovalis","","","","AANTPVLME","N/L",3,"reported_name_diagnostic_only",1,844,844,"name_candidate_requires_worms_validation"
"DS02","Amphora ovalis","","","","AANTPVLME","N/ML",20,"reported_name_diagnostic_only",1,844,844,"name_candidate_requires_worms_validation"
"DS02","Amphora ovalis var. affinis","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Amphora ovalis var. ovalis","","","","AANTFTE","PROCENT",5,"no_match_key",0,,,"unmatched"
"DS02","Amphora ovalis var. tenuis","","","","AANTFTE","PROCENT",5,"no_match_key",0,,,"unmatched"
"DS02","Amphora pediculus","","","","AANTFTE","PROCENT",322,"no_match_key",0,,,"unmatched"
"DS02","Amphora pediculus","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Amphora pediculus","","","","AANTPVLME","N/ML",28,"no_match_key",0,,,"unmatched"
"DS02","Amphora polita","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Amphora pseudoholsatica","","","","AANTFTE","PROCENT",9,"no_match_key",0,,,"unmatched"
"DS02","Amphora strigosa","","","","AANTFTE","PROCENT",5,"no_match_key",0,,,"unmatched"
"DS02","Amphora vetula","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Amylax triacantha","","","","AANTPVLME","N/L",63,"reported_name_diagnostic_only",4,815,2374,"name_candidate_requires_worms_validation"
"DS02","Anabaena","","","","AANTPVLME","N/L",34,"reported_name_diagnostic_only",18,3,917,"name_candidate_requires_worms_validation"
"DS02","Anabaena","","","","AANTPVLME","N/ML",171,"reported_name_diagnostic_only",18,3,917,"name_candidate_requires_worms_validation"
"DS02","Anabaena compacta","","","","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched"
"DS02","Anabaena flos-aquae","","","","AANTPVLME","N/ML",7,"no_match_key",0,,,"unmatched"
"DS02","Anabaena lemmermannii","","","","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched"
"DS02","Anabaena mendotae","","","","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched"
"DS02","Anabaenopsis","","","","AANTPVLME","N/L",6,"reported_name_diagnostic_only",4,41,411,"name_candidate_requires_worms_validation"
"DS02","Anabaenopsis","","","","AANTPVLME","N/ML",4,"reported_name_diagnostic_only",4,41,411,"name_candidate_requires_worms_validation"
"DS02","Anabaenopsis elenkinii [1]","","","","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched"
"DS02","Aneumastus balticus","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Aneumastus minor","","","","AANTFTE","PROCENT",4,"no_match_key",0,,,"unmatched"
"DS02","Aneumastus tusculus","","","","AANTFTE","PROCENT",1,"reported_name_diagnostic_only",1,448,448,"name_candidate_requires_worms_validation"
"DS02","Ankistrodesmus","","","","AANTPVLME","N/L",1,"reported_name_diagnostic_only",8,4,64,"name_candidate_requires_worms_validation"
"DS02","Ankistrodesmus spiralis [1]","","","","AANTPVLME","N/ML",4,"no_match_key",0,,,"unmatched"
"DS02","Ankyra","","","","AANTPVLME","N/ML",22,"reported_name_diagnostic_only",1,18,18,"name_candidate_requires_worms_validation"
"DS02","Ankyra judayi","","","","AANTPVLME","N/L",23,"reported_name_diagnostic_only",1,18,18,"name_candidate_requires_worms_validation"
"DS02","Ankyra judayi","","","","AANTPVLME","N/ML",42,"reported_name_diagnostic_only",1,18,18,"name_candidate_requires_worms_validation"
"DS02","Ankyra lanceolata","","","","AANTPVLME","N/L",12,"no_match_key",0,,,"unmatched"
"DS02","Ankyra lanceolata","","","","AANTPVLME","N/ML",13,"no_match_key",0,,,"unmatched"
"DS02","Anomoeoneis sphaerophora","","","","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched"
"DS02","Apedinella","","","","AANTPVLME","N/ML",1,"reported_name_diagnostic_only",5,11,89,"name_candidate_requires_worms_validation"
"DS02","Apedinella spinifera","","","","AANTPVLME","N/L",863,"no_match_key",0,,,"unmatched"
"DS02","Apedinella spinifera","","","","AANTPVLME","N/ML",13,"no_match_key",0,,,"unmatched"
"DS02","Aphanizomenon","","","","AANTPVLME","N/L",75,"reported_name_diagnostic_only",13,57,433,"name_candidate_requires_worms_validation"
"DS02","Aphanizomenon","","","","AANTPVLME","N/ML",189,"reported_name_diagnostic_only",13,57,433,"name_candidate_requires_worms_validation"
"DS02","Aphanizomenon flos-aquae","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Aphanizomenon flos-aquae","","","","AANTPVLME","N/ML",106,"no_match_key",0,,,"unmatched"
"DS02","Aphanizomenon flos-aquae var. flos-aquae","","","","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched"
"DS02","Aphanizomenon flos-aquae var. klebahnii","","","","AANTPVLME","N/ML",99,"no_match_key",0,,,"unmatched"
"DS02","Aphanizomenon gracile [3]","","","","AANTPVLME","N/ML",3,"no_match_key",0,,,"unmatched"
"DS02","Aphanizomenon issatschenkoi","","","","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched"
"DS02","Aphanizomenon klebahnii","","","","AANTPVLME","N/L",27,"reported_name_diagnostic_only",1,309,309,"name_candidate_requires_worms_validation"
"DS02","Aphanizomenon klebahnii","","","","AANTPVLME","N/ML",16,"reported_name_diagnostic_only",1,309,309,"name_candidate_requires_worms_validation"
"DS02","Aphanocapsa","","","","AANTPVLME","N/L",6,"reported_name_diagnostic_only",54,0.07,802,"name_candidate_requires_worms_validation"
"DS02","Aphanocapsa","","","","AANTPVLME","N/ML",540,"reported_name_diagnostic_only",54,0.07,802,"name_candidate_requires_worms_validation"
"DS02","Aphanocapsa conferta","","","","AANTPVLME","N/ML",8,"no_match_key",0,,,"unmatched"
"DS02","Aphanocapsa delicatissima","","","","AANTPVLME","N/ML",3,"reported_name_diagnostic_only",7,0.07,45,"name_candidate_requires_worms_validation"
"DS02","Aphanocapsa elachista","","","","AANTPVLME","N/ML",2,"reported_name_diagnostic_only",5,0.48,96,"name_candidate_requires_worms_validation"
"DS02","Aphanocapsa elegans","","","","AANTPVLME","N/ML",6,"no_match_key",0,,,"unmatched"
"DS02","Aphanocapsa holsatica","","","","AANTPVLME","N/ML",28,"reported_name_diagnostic_only",5,0.12,24,"name_candidate_requires_worms_validation"
"DS02","Aphanocapsa incerta","","","","AANTPVLME","N/ML",27,"reported_name_diagnostic_only",5,0.12,24,"name_candidate_requires_worms_validation"
"DS02","Aphanocapsa planctonica","","","","AANTPVLME","N/ML",46,"reported_name_diagnostic_only",5,2,311,"name_candidate_requires_worms_validation"
"DS02","Aphanothece","","","","AANTPVLME","N/L",1,"reported_name_diagnostic_only",25,0.23,1816,"name_candidate_requires_worms_validation"
"DS02","Aphanothece","","","","AANTPVLME","N/ML",643,"reported_name_diagnostic_only",25,0.23,1816,"name_candidate_requires_worms_validation"
"DS02","Aphanothece clathrata","","","","AANTPVLME","N/ML",5,"no_match_key",0,,,"unmatched"
"DS02","Aphanothece desikacharyi","","","","AANTPVLME","N/ML",87,"no_match_key",0,,,"unmatched"
"DS02","Aphanothece minutissima","","","","AANTPVLME","N/ML",39,"no_match_key",0,,,"unmatched"
"DS02","Aphanothece nidulans","","","","AANTPVLME","N/ML",3,"no_match_key",0,,,"unmatched"
"DS02","Aphanothece pseudoglebulenta","","","","AANTPVLME","N/L",2,"no_match_key",0,,,"unmatched"
"DS02","Aphanothece pseudoglebulenta","","","","AANTPVLME","N/ML",226,"no_match_key",0,,,"unmatched"
"DS02","Aphanothece smithii","","","","AANTPVLME","N/ML",16,"no_match_key",0,,,"unmatched"
"DS02","Aphanothece subgenus Anathece","","","","AANTPVLME","N/L",8,"no_match_key",0,,,"unmatched"
"DS02","Aphanothece subgenus Anathece","","","","AANTPVLME","N/ML",212,"no_match_key",0,,,"unmatched"
"DS02","Apicoporus","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Archaeperidinium","","","","AANTPVLME","N/L",1339,"reported_name_diagnostic_only",2,3107,4607,"name_candidate_requires_worms_validation"
"DS02","Archaeperidinium","","","","AANTPVLME","N/ML",7,"reported_name_diagnostic_only",2,3107,4607,"name_candidate_requires_worms_validation"
"DS02","Astartiella bahusiensis","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Astartiella bremeyeri","","","","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched"
"DS02","Asterionella","","","","AANTPVLME","N/ML",1,"reported_name_diagnostic_only",4,52,99,"name_candidate_requires_worms_validation"
"DS02","Asterionella formosa","","","","AANTFTE","PROCENT",66,"reported_name_diagnostic_only",4,52,99,"name_candidate_requires_worms_validation"
"DS02","Asterionella formosa","","","","AANTPVLME","N/L",320,"reported_name_diagnostic_only",4,52,99,"name_candidate_requires_worms_validation"
"DS02","Asterionella formosa","","","","AANTPVLME","N/ML",304,"reported_name_diagnostic_only",4,52,99,"name_candidate_requires_worms_validation"
"DS02","Asterionella formosa var. acaroides","","","","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched"
"DS02","Asterionellopsis glacialis","","","","AANTPVLME","N/L",2682,"reported_name_diagnostic_only",3,17,46,"name_candidate_requires_worms_validation"
"DS02","Asterionellopsis glacialis","","","","AANTPVLME","N/ML",15,"reported_name_diagnostic_only",3,17,46,"name_candidate_requires_worms_validation"
"DS02","Asteroplanus kariana","","","","AANTPVLME","N/L",1089,"no_match_key",0,,,"unmatched"
"DS02","Asteroplanus kariana","","","","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched"
"DS02","Attheya","","","","AANTPVLME","N/L",19,"reported_name_diagnostic_only",9,8,148,"name_candidate_requires_worms_validation"
"DS02","Attheya armata","","","","AANTPVLME","N/L",9,"no_match_key",0,,,"unmatched"
"DS02","Attheya decora","","","","AANTPVLME","N/L",3,"reported_name_diagnostic_only",4,65,148,"name_candidate_requires_worms_validation"
"DS02","Attheya septentrionalis","","","","AANTPVLME","N/L",42,"reported_name_diagnostic_only",2,8,12,"name_candidate_requires_worms_validation"
"DS02","Attheya septentrionalis [1]","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Aulacodiscus argus","","","","AANTPVLME","N/L",21,"no_match_key",0,,,"unmatched"
"DS02","Aulacoseira","","","","AANTFTE","PROCENT",25,"reported_name_diagnostic_only",56,12,657,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira","","","","AANTPVLME","N/L",314,"reported_name_diagnostic_only",56,12,657,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira","","","","AANTPVLME","N/ML",177,"reported_name_diagnostic_only",56,12,657,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira ambigua","","","","AANTFTE","PROCENT",27,"reported_name_diagnostic_only",7,12,187,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira ambigua","","","","AANTPVLME","N/L",43,"reported_name_diagnostic_only",7,12,187,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira ambigua","","","","AANTPVLME","N/ML",123,"reported_name_diagnostic_only",7,12,187,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira distans","","","","AANTPVLME","N/ML",4,"reported_name_diagnostic_only",3,37,124,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira granulata","","","","AANTFTE","PROCENT",44,"reported_name_diagnostic_only",8,28,657,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira granulata","","","","AANTPVLME","N/L",108,"reported_name_diagnostic_only",8,28,657,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira granulata","","","","AANTPVLME","N/ML",304,"reported_name_diagnostic_only",8,28,657,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira granulata var. angustissima","","","","AANTPVLME","N/ML",8,"reported_name_diagnostic_only",4,25,61,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira islandica","","","","AANTFTE","PROCENT",4,"reported_name_diagnostic_only",5,32,380,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira islandica","","","","AANTPVLME","N/L",15,"reported_name_diagnostic_only",5,32,380,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira islandica","","","","AANTPVLME","N/ML",38,"reported_name_diagnostic_only",5,32,380,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira italica","","","","AANTFTE","PROCENT",17,"reported_name_diagnostic_only",3,50,178,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira muzzanensis","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Aulacoseira muzzanensis","","","","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched"
"DS02","Aulacoseira pusilla","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Aulacoseira pusilla","","","","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched"
"DS02","Aulacoseira subarctica","","","","AANTFTE","PROCENT",1,"reported_name_diagnostic_only",4,24,86,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira subarctica","","","","AANTPVLME","N/L",7,"reported_name_diagnostic_only",4,24,86,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira subarctica","","","","AANTPVLME","N/ML",35,"reported_name_diagnostic_only",4,24,86,"name_candidate_requires_worms_validation"
"DS02","Aulacoseira subarctica f. recta","","","","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched"
"DS02","Aulacoseira subborealis","","","","AANTPVLME","N/ML",12,"no_match_key",0,,,"unmatched"
"DS02","Auliscus sculptus","","","","AANTPVLME","N/L",6,"no_match_key",0,,,"unmatched"
"DS02","Azadinium","","","","AANTPVLME","N/L",432,"reported_name_diagnostic_only",4,88,1255,"name_candidate_requires_worms_validation"
"DS02","Azadinium","","","","AANTPVLME","N/ML",4,"reported_name_diagnostic_only",4,88,1255,"name_candidate_requires_worms_validation"
"DS02","Azadinium caudatum","","","","AANTPVLME","N/L",12,"no_match_key",0,,,"unmatched"
"DS02","Bacillaria paxillifer","","","","AANTFTE","PROCENT",102,"no_match_key",0,,,"unmatched"
"DS02","Bacillaria paxillifer","","","","AANTPVLME","N/L",580,"no_match_key",0,,,"unmatched"
