"ds_id","reported_taxon_name","reported_aphia_id","reported_size_class","reported_lifeforms","reported_measurement","reported_unit","source_row_count","match_route","peg_candidate_rows","peg_carbon_pg_min","peg_carbon_pg_max","conversion_match_state","accepted_aphia_id","accepted_name","accepted_rank","taxonomy_resolution_state","authority_candidate_rows","authority_match_route","candidate_carbon_pg_lower","candidate_carbon_pg_central","candidate_carbon_pg_upper","conversion_readiness_state"
"DS02","Acanthoceras zachariasii",,,"","AANTPVLME","N/ML",9,"reported_name_diagnostic_only",6,113,614,"name_candidate_requires_worms_validation","178990","Acanthoceras zachariasii","Species","reported_name_exactly_resolved_by_worms",6,"accepted_aphia_id",113,,614,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Acanthoica quattrospina",,,"","AANTPVLME","N/L",5,"reported_name_diagnostic_only",1,62,62,"name_candidate_requires_worms_validation","235802","Acanthoica quattrospina","Species","reported_name_exactly_resolved_by_worms",1,"accepted_aphia_id",62,62,62,"candidate_only_measurement_size_method_and_uncertainty_unresolved"
"DS02","Achnanthaceae [1]",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthales",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","148987","Achnanthales","Order","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthales",,,"","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched","148987","Achnanthales","Order","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthes [1]",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthes [1]",,,"","AANTPVLME","N/ML",8,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthes [2]",,,"","AANTFTE","PROCENT",8,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthes [2]",,,"","AANTPVLME","N/ML",21,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthes armillaris",,,"","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched","1340312","Achnanthes armillaris","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthes brevipes",,,"","AANTFTE","PROCENT",15,"no_match_key",0,,,"unmatched","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthes brevipes",,,"","AANTPVLME","N/L",11,"no_match_key",0,,,"unmatched","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthes brevipes var. intermedia",,,"","AANTFTE","PROCENT",14,"no_match_key",0,,,"unmatched","160630","Achnanthes intermedia","Variety","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthes coarctata",,,"","AANTFTE","PROCENT",8,"no_match_key",0,,,"unmatched","160622","Achnanthes coarctata","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthes delicatula [2]",,,"","AANTFTE","PROCENT",10,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthes lanceolata [2]",,,"","AANTFTE","PROCENT",9,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthes lanceolata [2]",,,"","AANTPVLME","N/ML",6,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthes longipes",,,"","AANTPVLME","N/L",6,"no_match_key",0,,,"unmatched","156533","Achnanthes longipes","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthes minuscula",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","163580","Achnanthes minuscula","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthes minuscula",,,"","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched","163580","Achnanthes minuscula","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthes minutissima [2]",,,"","AANTFTE","PROCENT",24,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthes minutissima [2]",,,"","AANTPVLME","N/ML",11,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthes minutissima var. inconspicua",,,"","AANTFTE","PROCENT",11,"no_match_key",0,,,"unmatched","672913","Achnanthes minutissima var. inconspicua","Variety","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthes minutissima var. inconspicua [2]",,,"","AANTFTE","PROCENT",3,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthes subsessilis",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","160630","Achnanthes intermedia","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthes vistulana",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","617255","Achnanthes vistulana","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidiaceae",,,"","AANTFTE","PROCENT",3,"no_match_key",0,,,"unmatched","163530","Achnanthidiaceae","Family","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium",,,"","AANTFTE","PROCENT",25,"no_match_key",0,,,"unmatched","163531","Achnanthidium","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium",,,"","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched","163531","Achnanthidium","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium",,,"","AANTPVLME","N/ML",71,"no_match_key",0,,,"unmatched","163531","Achnanthidium","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium affine",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","465564","Achnanthidium affine","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium atomoides",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","699703","Achnanthidium atomoides","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium catenatum",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","611525","Achnanthes catenata","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium crassum [2]",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthidium delmontii",,,"","AANTFTE","PROCENT",12,"no_match_key",0,,,"unmatched","837335","Achnanthidium delmontii","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium eutrophilum",,,"","AANTFTE","PROCENT",84,"no_match_key",0,,,"unmatched","665140","Achnanthes eutrophila","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium exiguum",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","974062","Achnanthes exigua var. exigua","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium jackii",,,"","AANTFTE","PROCENT",18,"no_match_key",0,,,"unmatched","179096","Achnanthidium jackii","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium lineare",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","163589","Achnanthidium lineare","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium microcephalum [1]",,,"","AANTFTE","PROCENT",6,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthidium minutissimum",,,"","AANTFTE","PROCENT",158,"no_match_key",0,,,"unmatched","973710","Achnanthes minutissima var. minutissima","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium minutissimum",,,"","AANTPVLME","N/ML",10,"no_match_key",0,,,"unmatched","973710","Achnanthes minutissima var. minutissima","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium nanum",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Achnanthidium pyrenaicum",,,"","AANTFTE","PROCENT",6,"no_match_key",0,,,"unmatched","969040","Achnanthes pyrenaica var. pyrenaica","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium rivulare",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","699712","Achnanthidium rivulare","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium saprophilum",,,"","AANTFTE","PROCENT",7,"no_match_key",0,,,"unmatched","695208","Achnanthes minutissima var. saprophila","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium straubianum",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","661773","Achnanthes straubiana","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium subatomus",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","179103","Achnanthes subatomus","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Achnanthidium subsalsum",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","163618","Achnanthes subsalsa","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Actinastrum",,,"","AANTPVLME","N/L",10,"reported_name_diagnostic_only",3,6,10,"name_candidate_requires_worms_validation","160542","Actinastrum","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Actinastrum",,,"","AANTPVLME","N/ML",8,"reported_name_diagnostic_only",3,6,10,"name_candidate_requires_worms_validation","160542","Actinastrum","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Actinastrum aciculare [1]",,,"","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Actinastrum aciculare [4]",,,"","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Actinastrum hantzschii [1]",,,"","AANTPVLME","N/L",38,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Actinastrum hantzschii [1]",,,"","AANTPVLME","N/ML",81,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Actiniscus pentasterias",,,"","AANTPVLME","N/L",104,"reported_name_diagnostic_only",1,2630,2630,"name_candidate_requires_worms_validation","109717","Actiniscus pentasterias","Species","reported_name_exactly_resolved_by_worms",1,"accepted_aphia_id",2630,2630,2630,"candidate_only_measurement_size_method_and_uncertainty_unresolved"
"DS02","Actinocyclus",,,"","AANTPVLME","N/L",27,"reported_name_diagnostic_only",65,274,27793,"name_candidate_requires_worms_validation","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Actinocyclus",,,"","AANTPVLME","N/ML",2,"reported_name_diagnostic_only",65,274,27793,"name_candidate_requires_worms_validation","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Actinocyclus normanii",,,"","AANTFTE","PROCENT",36,"reported_name_diagnostic_only",7,374,2795,"name_candidate_requires_worms_validation","148945","Actinocyclus normanii","Species","reported_name_exactly_resolved_by_worms",7,"accepted_aphia_id",374,,2795,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Actinocyclus normanii",,,"","AANTPVLME","N/L",502,"reported_name_diagnostic_only",7,374,2795,"name_candidate_requires_worms_validation","148945","Actinocyclus normanii","Species","reported_name_exactly_resolved_by_worms",7,"accepted_aphia_id",374,,2795,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Actinocyclus normanii",,,"","AANTPVLME","N/ML",378,"reported_name_diagnostic_only",7,374,2795,"name_candidate_requires_worms_validation","148945","Actinocyclus normanii","Species","reported_name_exactly_resolved_by_worms",7,"accepted_aphia_id",374,,2795,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Actinocyclus octonarius",,,"","AANTPVLME","N/L",776,"reported_name_diagnostic_only",12,274,27793,"name_candidate_requires_worms_validation","162770","Actinocyclus octonarius var. octonarius","Species","reported_name_exactly_resolved_by_worms",12,"accepted_aphia_id",274,,27793,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Actinocyclus octonarius",,,"","AANTPVLME","N/ML",4,"reported_name_diagnostic_only",12,274,27793,"name_candidate_requires_worms_validation","162770","Actinocyclus octonarius var. octonarius","Species","reported_name_exactly_resolved_by_worms",12,"accepted_aphia_id",274,,27793,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Actinocyclus roperi",,,"","AANTPVLME","N/L",7,"no_match_key",0,,,"unmatched","179160","Eupodiscus roperi","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Actinoptychus senarius",,,"","AANTFTE","PROCENT",2,"reported_name_diagnostic_only",8,1029,27793,"name_candidate_requires_worms_validation","162810","Actinocyclus senarius","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Actinoptychus senarius",,,"","AANTPVLME","N/L",2896,"reported_name_diagnostic_only",8,1029,27793,"name_candidate_requires_worms_validation","162810","Actinocyclus senarius","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Actinoptychus senarius",,,"","AANTPVLME","N/ML",9,"reported_name_diagnostic_only",8,1029,27793,"name_candidate_requires_worms_validation","162810","Actinocyclus senarius","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Actinoptychus splendens",,,"","AANTPVLME","N/L",267,"no_match_key",0,,,"unmatched","148949","Actinoptychus splendens","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Actinoptychus splendens",,,"","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched","148949","Actinoptychus splendens","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Acutodesmus",,,"","AANTPVLME","N/ML",1,"reported_name_diagnostic_only",1,35,35,"name_candidate_requires_worms_validation","603183","Acutodesmus","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Adlafia",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","601327","Adlafia","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Adlafia minuscula",,,"","AANTFTE","PROCENT",7,"no_match_key",0,,,"unmatched","612050","Adlafia minuscula","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Adlafia suchlandtii",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","612053","Adlafia suchlandtii","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Aduncodinium",,,"","AANTPVLME","N/L",42,"no_match_key",0,,,"unmatched","992757","Aduncodinium","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Akashiwo sanguinea",,,"","AANTPVLME","N/L",535,"reported_name_diagnostic_only",6,1918,10095,"name_candidate_requires_worms_validation","232546","Akashiwo sanguinea","Species","reported_name_exactly_resolved_by_worms",6,"accepted_aphia_id",1918,,10095,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Alexandrium",,,"","AANTPVLME","N/L",56,"reported_name_diagnostic_only",17,909,7723,"name_candidate_requires_worms_validation","109470","Alexandrium","Genus","reported_name_exactly_resolved_by_worms",7,"accepted_aphia_id",909,,7723,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Alexandrium leei",,,"","AANTPVLME","N/L",14,"no_match_key",0,,,"unmatched","109710","Alexandrium leei","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Alexandrium margalefii",,,"","AANTPVLME","N/L",13,"no_match_key",0,,,"unmatched","233447","Alexandrium margalefii","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Alexandrium minutum",,,"","AANTPVLME","N/L",44,"reported_name_diagnostic_only",2,909,1356,"name_candidate_requires_worms_validation","109711","Alexandrium minutum","Species","reported_name_exactly_resolved_by_worms",2,"accepted_aphia_id",909,,1356,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Alexandrium ostenfeldii",,,"","AANTPVLME","N/L",146,"reported_name_diagnostic_only",3,2491,7723,"name_candidate_requires_worms_validation","109712","Alexandrium ostenfeldii","Species","reported_name_exactly_resolved_by_worms",3,"accepted_aphia_id",2491,,7723,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Alexandrium pseudogoniaulax",,,"","AANTPVLME","N/L",32,"no_match_key",0,,,"unmatched","109713","Alexandrium pseudogonyaulax","Species","reported_name_exactly_resolved_by_worms",2,"accepted_aphia_id",2630,,7135,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Alexandrium tamarense",,,"","AANTPVLME","N/L",168,"reported_name_diagnostic_only",3,1097,2104,"name_candidate_requires_worms_validation","109714","Alexandrium tamarense","Species","reported_name_exactly_resolved_by_worms",3,"accepted_aphia_id",1097,,2104,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Algirosphaera",,,"","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched","235910","Algirosphaera","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Alveolata",,,"","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched","536209","Alveolata","Infrakingdom","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphidiniopsis",,,"","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched","109556","Amphidiniopsis","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphidinium [1]",,,"","AANTPVLME","N/L",37,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphidinium [3]",,,"","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphidinium crassum",,,"","AANTPVLME","N/ML",1,"reported_name_diagnostic_only",3,106,371,"name_candidate_requires_worms_validation","109726","Amphidinium crassum","Species","reported_name_exactly_resolved_by_worms",3,"accepted_aphia_id",106,,371,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Amphidinium herdmanii",,,"","AANTPVLME","N/L",1,"no_match_key",0,,,"unmatched","109731","Amphidinium herdmanii","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphidinium operculatum [1]",,,"","AANTPVLME","N/L",2,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphidinium sphenoides",,,"","AANTPVLME","N/L",363,"reported_name_diagnostic_only",3,99,354,"name_candidate_requires_worms_validation","109754","Amphidinium sphenoides","Species","reported_name_exactly_resolved_by_worms",3,"accepted_aphia_id",99,,354,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Amphidoma acuminata [3]",,,"","AANTPVLME","N/L",63,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphikrikos",,,"","AANTPVLME","N/ML",4,"no_match_key",0,,,"unmatched","601037","Amphikrikos","Genus","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphikrikos buderi",,,"","AANTPVLME","N/ML",1,"no_match_key",0,,,"unmatched","631748","Amphikrikos buderi","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphikrikos hexacosta [1]",,,"","AANTPVLME","N/ML",3,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphikrikos minutissimus",,,"","AANTPVLME","N/ML",22,"no_match_key",0,,,"unmatched","610851","Amphikrikos minutissimus","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphikrikos nanus [1]",,,"","AANTPVLME","N/L",11,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphikrikos nanus [1]",,,"","AANTPVLME","N/ML",569,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphikrikos nanus [2]",,,"","AANTPVLME","N/ML",2,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora",,,"","AANTPVLME","N/ML",19,"reported_name_diagnostic_only",6,83,1234,"name_candidate_requires_worms_validation","149200","Amphora","Genus","reported_name_exactly_resolved_by_worms",4,"accepted_aphia_id",83,,1234,"not_ready_multiple_size_or_stage_authority_rows"
"DS02","Amphora [1]",,,"","AANTFTE","PROCENT",25,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora [1]",,,"","AANTPVLME","N/L",530,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora [1]",,,"","AANTPVLME","N/ML",118,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora [2]",,,"","AANTFTE","PROCENT",36,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora [2]",,,"","AANTPVLME","N/L",13,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora [2]",,,"","AANTPVLME","N/ML",62,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora abludens",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","628299","Amphora abludens","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora australiensis",,,"","AANTFTE","PROCENT",14,"no_match_key",0,,,"unmatched","667169","Amphora australiensis","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora copulata",,,"","AANTFTE","PROCENT",171,"no_match_key",0,,,"unmatched","163657","Frustulia copulata","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora copulata",,,"","AANTPVLME","N/L",9,"no_match_key",0,,,"unmatched","163657","Frustulia copulata","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora copulata",,,"","AANTPVLME","N/ML",21,"no_match_key",0,,,"unmatched","163657","Frustulia copulata","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS02","Amphora eileencoxiae [2]",,,"","AANTFTE","PROCENT",1,"no_match_key",0,,,"unmatched","","","","worms_fuzzy_candidate_requires_review",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS02","Amphora helenensis",,,"","AANTFTE","PROCENT",2,"no_match_key",0,,,"unmatched","639169","Amphora helenensis","Species","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
