"ds_id","reported_taxon_name","reported_aphia_id","reported_size_class","reported_lifeforms","reported_measurement","reported_unit","source_row_count","match_route","peg_candidate_rows","peg_carbon_pg_min","peg_carbon_pg_max","conversion_match_state","accepted_aphia_id","accepted_name","accepted_rank","taxonomy_resolution_state","authority_candidate_rows","authority_match_route","candidate_carbon_pg_lower","candidate_carbon_pg_central","candidate_carbon_pg_upper","conversion_readiness_state"
"DS07","Protoperidinium pellucidum",110245,,"dinoflagellate, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",8,2400,12072,"multiple_size_or_stage_candidates","110245","Protoperidinium pellucidum","Species","provider_aphia_id_validated_by_worms",8,"accepted_aphia_id",2400,,12072,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Protoperidinium pentagonum",110247,,"dinoflagellate, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,5870,5870,"unique_authority_row_candidate","110247","Protoperidinium pentagonum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",5870,5870,5870,"candidate_only_plet_unit_and_method_unresolved"
"DS07","Protoperidinium punctulatum",110248,,"dinoflagellate, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,7918,7918,"unique_authority_row_candidate","110248","Protoperidinium punctulatum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",7918,7918,7918,"candidate_only_plet_unit_and_method_unresolved"
"DS07","Protoperidinium quinquecorne",233805,,"dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","1305343","Peridinium quadridentatum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",658,658,658,"candidate_only_plet_unit_and_method_unresolved"
"DS07","Protoperidinium steinii",110257,,"dinoflagellate, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",7,777,3542,"multiple_size_or_stage_candidates","110257","Protoperidinium steinii","Species","provider_aphia_id_validated_by_worms",7,"accepted_aphia_id",777,,3542,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Protoperidinium subinerme",110259,,"dinoflagellate, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,2232,4708,"multiple_size_or_stage_candidates","110259","Protoperidinium subinerme","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",2232,,4708,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Pseudo-nitzschia",149151,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",6,7,505,"multiple_size_or_stage_candidates","149151","Pseudo-nitzschia","Genus","provider_aphia_id_validated_by_worms",6,"accepted_aphia_id",7,,505,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Pseudo-nitzschia americana",478556,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","478556","Pseudo-nitzschia americana","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Pseudo-nitzschia delicatissima group",149153,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,7,30,"multiple_size_or_stage_candidates","149153","Pseudo-nitzschia delicatissima","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",7,,30,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Pseudo-nitzschia multistriata",246608,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","246608","Pseudo-nitzschia multistriata","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Pseudo-nitzschia seriata group",149152,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",4,137,472,"multiple_size_or_stage_candidates","149152","Pseudo-nitzschia seriata","Species","provider_aphia_id_validated_by_worms",4,"accepted_aphia_id",137,,472,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Pseudoguinardia recta",573543,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","573543","Pseudoguinardia recta","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Pseudopedinella",160599,,"lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",6,0.83,129,"multiple_size_or_stage_candidates","160599","Pseudopedinella","Genus","provider_aphia_id_validated_by_worms",6,"accepted_aphia_id",0.83,,129,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Pseudopedinella pyriformis",160600,,"lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",2,18,41,"multiple_size_or_stage_candidates","160600","Pseudopedinella pyriformis","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",18,,41,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Pseudosolenia calcar-avis",163344,,"diatom, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",9,943,22506,"multiple_size_or_stage_candidates","163344","Pseudosolenia calcar-avis","Species","provider_aphia_id_validated_by_worms",9,"accepted_aphia_id",943,,22506,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Pyramimonas",134529,,"sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",6,4,310,"multiple_size_or_stage_candidates","134529","Pyramimonas","Genus","provider_aphia_id_validated_by_worms",6,"accepted_aphia_id",4,,310,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Pyramimonas virginica",134559,,"sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",2,3,6,"multiple_size_or_stage_candidates","134559","Pyramimonas virginica","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",3,,6,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Pyrocystis",109571,,"dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","109571","Pyrocystis","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Pyrophacus",109555,,"dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","109555","Pyrophacus","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Pyrophacus horologium",232598,,"dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",4,4322,12657,"multiple_size_or_stage_candidates","232598","Pyrophacus horologium","Species","provider_aphia_id_validated_by_worms",4,"accepted_aphia_id",4322,,12657,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Raphiated diatom <20",148899,2,"diatom, sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",731,"reported_aphia_id",0,,,"unmatched","148899","Bacillariophyceae","Class","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Raphiated Diatom <20",148899,2,"diatom, sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",308,"reported_aphia_id",0,,,"unmatched","148899","Bacillariophyceae","Class","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Raphiated diatom >50",148899,1,"diatom, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",316,"reported_aphia_id",0,,,"unmatched","148899","Bacillariophyceae","Class","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Raphiated diatom 20-50",148899,1,"diatom, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",388,"reported_aphia_id",0,,,"unmatched","148899","Bacillariophyceae","Class","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Rhaphoneis",149065,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","149065","Rhaphoneis","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Rhaphoneis amphiceros",149066,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","149066","Rhaphoneis amphiceros","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Rhizosolenia",149069,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",689,"reported_aphia_id",5,94,45101,"multiple_size_or_stage_candidates","149069","Rhizosolenia","Genus","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",94,,45101,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Rhizosolenia <10",149069,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",735,"reported_aphia_id",5,94,45101,"multiple_size_or_stage_candidates","149069","Rhizosolenia","Genus","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",94,,45101,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Rhizosolenia >20",149069,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",647,"reported_aphia_id",5,94,45101,"multiple_size_or_stage_candidates","149069","Rhizosolenia","Genus","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",94,,45101,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Rhizosolenia >20",149069,2,"diatom, sm_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",619,"reported_aphia_id_and_size_class",1,94,94,"unique_authority_row_candidate","149069","Rhizosolenia","Genus","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id_and_reported_size_class",94,94,94,"candidate_only_plet_unit_and_method_unresolved"
"DS07","Rhizosolenia 10-20",149069,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",738,"reported_aphia_id",5,94,45101,"multiple_size_or_stage_candidates","149069","Rhizosolenia","Genus","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",94,,45101,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Rhizosolenia hebetata",149070,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",7,229,4327,"multiple_size_or_stage_candidates","149070","Rhizosolenia hebetata","Species","provider_aphia_id_validated_by_worms",7,"accepted_aphia_id",229,,4327,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Rhizosolenia hebetata",967945,,"diatom, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","163348","Rhizosolenia semispina","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Rhizosolenia hebetata f. semispina",149071,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",7,229,4327,"multiple_size_or_stage_candidates","163348","Rhizosolenia semispina","Forma","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Rhizosolenia imbricata",149116,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",2,1233,2213,"multiple_size_or_stage_candidates","149116","Rhizosolenia imbricata","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",1233,,2213,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Rhizosolenia imbricata",967946,,"diatom, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","149165","Rhizosolenia shrubsolei","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Rhizosolenia setigera",149115,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",869,"reported_aphia_id",9,274,27368,"multiple_size_or_stage_candidates","1590706","Sundstroemia setigera","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Rhizosolenia setigera f. pungens",547544,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",8,197,2835,"multiple_size_or_stage_candidates","547544","Rhizosolenia setigera f. pungens","Forma","provider_aphia_id_validated_by_worms",8,"accepted_aphia_id",197,,2835,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Rhizosolenia styliformis",149629,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",2,7591,10724,"multiple_size_or_stage_candidates","149629","Rhizosolenia styliformis","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",7591,,10724,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Rhoicosphenia abbreviata",175794,,"diatom, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,34,103,"multiple_size_or_stage_candidates","175794","Rhoicosphenia abbreviata","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",34,,103,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Ribbon-forming pennate diatoms",148899,,"diatom, phytoplankton","abundance","not_reported_in_plet_export",330,"reported_aphia_id",0,,,"unmatched","148899","Bacillariophyceae","Class","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Scenedesmus",160602,,"lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",5,13,239,"multiple_size_or_stage_candidates","160602","Scenedesmus","Genus","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",13,,239,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Scrippsiella",109545,,"dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","109545","Scrippsiella","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Scrippsiella trochoidea",110172,,"dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","1321853","Scrippsiella acuminata","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",189,,1119,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Silicoflagellates",157256,,"lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","157256","Dictyochales","Order","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Skeletonema",149073,,"diatom, sm_phyto, phytoplankton, pelagic_diatoms, potentially_toxic/nuisance_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",2,4,14,"multiple_size_or_stage_candidates","149073","Skeletonema","Genus","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",4,,14,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Skeletonema costatum",149074,,"diatom, sm_phyto, phytoplankton, pelagic_diatoms, potentially_toxic/nuisance_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","149074","Skeletonema costatum","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Spatulodinium pseudonoctiluca",109923,,"dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,63249,63249,"unique_authority_row_candidate","109923","Spatulodinium pseudonoctiluca","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",63249,63249,63249,"candidate_only_plet_unit_and_method_unresolved"
"DS07","Stephanopyxis",149630,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","149630","Stephanopyxis","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Stephanopyxis turris",149631,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,1173,1173,"unique_authority_row_candidate","149631","Stephanopyxis turris","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",1173,1173,1173,"candidate_only_plet_unit_and_method_unresolved"
"DS07","Stephanopyxis turris",965294,,"diatom, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","965294","Stephanopyxis turris","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Striatella unipunctata",149177,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,2196,2196,"unique_authority_row_candidate","573470","Fragilaria unipunctata","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Surirella",149084,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",4,89,20153,"multiple_size_or_stage_candidates","149084","Surirella","Genus","provider_aphia_id_validated_by_worms",4,"accepted_aphia_id",89,,20153,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Synedra",149186,,"diatom, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,15,61,"multiple_size_or_stage_candidates","149186","Synedra","Genus","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",15,,61,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Tabellaria",149333,,"diatom, sm_phyto, phytoplankton, tychopelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","149333","Tabellaria","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Teleaulax",106285,,"sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",4,10,47,"multiple_size_or_stage_candidates","106285","Teleaulax","Genus","provider_aphia_id_validated_by_worms",4,"accepted_aphia_id",10,,47,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Teleaulax acuta",106305,,"sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,20,47,"multiple_size_or_stage_candidates","106305","Teleaulax acuta","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",20,,47,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Teleaulax amphioxeia",106306,,"sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,10,35,"multiple_size_or_stage_candidates","106306","Teleaulax amphioxeia","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",10,,35,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Thalassionema",149092,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","149092","Thalassionema","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Thalassionema frauenfeldii",555052,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",7,43,229,"multiple_size_or_stage_candidates","555052","Thalassionema frauenfeldii","Species","provider_aphia_id_validated_by_worms",7,"accepted_aphia_id",43,,229,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Thalassionema nitzschioides",149093,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",9,20,146,"multiple_size_or_stage_candidates","149093","Thalassionema nitzschioides","Species","provider_aphia_id_validated_by_worms",9,"accepted_aphia_id",20,,146,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Thalassiosira",148912,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",637,"reported_aphia_id",12,8,6548,"multiple_size_or_stage_candidates","148912","Thalassiosira","Genus","provider_aphia_id_validated_by_worms",12,"accepted_aphia_id",8,,6548,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Thalassiosira <10",148912,2,"diatom, sm_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",534,"reported_aphia_id_and_size_class",1,45,45,"unique_authority_row_candidate","148912","Thalassiosira","Genus","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id_and_reported_size_class",45,45,45,"candidate_only_plet_unit_and_method_unresolved"
"DS07","Thalassiosira >50",148912,1,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",509,"reported_aphia_id_and_size_class",1,8,8,"unique_authority_row_candidate","148912","Thalassiosira","Genus","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id_and_reported_size_class",8,8,8,"candidate_only_plet_unit_and_method_unresolved"
"DS07","Thalassiosira 10-50",148912,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",643,"reported_aphia_id",12,8,6548,"multiple_size_or_stage_candidates","148912","Thalassiosira","Genus","provider_aphia_id_validated_by_worms",12,"accepted_aphia_id",8,,6548,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Thalassiosira angulata",148913,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",8,254,2494,"multiple_size_or_stage_candidates","966467","Orthosira angulata","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Thalassiosira anguste-lineata",148914,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",12,343,4967,"multiple_size_or_stage_candidates","964359","Coscinodiscus angustelineatus","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Thalassiosira conferta",148912,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",459,"reported_aphia_id",12,8,6548,"multiple_size_or_stage_candidates","148912","Thalassiosira","Genus","provider_aphia_id_validated_by_worms",12,"accepted_aphia_id",8,,6548,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Thalassiosira constricta",345531,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","1307640","Bacterosira constricta","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",197,,596,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Thalassiosira decipiens",148919,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,274,1793,"multiple_size_or_stage_candidates","148919","Thalassiosira decipiens","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",274,,1793,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Thalassiosira gravida",149102,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",6,144,853,"multiple_size_or_stage_candidates","149102","Thalassiosira gravida","Species","provider_aphia_id_validated_by_worms",6,"accepted_aphia_id",144,,853,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Thalassiosira hyalina",149100,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,746,746,"unique_authority_row_candidate","149100","Thalassiosira hyalina","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",746,746,746,"candidate_only_plet_unit_and_method_unresolved"
"DS07","Thalassiosira minima",960559,,"diatom, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","960559","Thalassiosira minima","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Thalassiosira nordenskioeldii",148931,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",6,100,882,"multiple_size_or_stage_candidates","148931","Thalassiosira nordenskioeldii","Species","provider_aphia_id_validated_by_worms",6,"accepted_aphia_id",100,,882,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Thalassiosira punctigera",148936,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,1420,3474,"multiple_size_or_stage_candidates","148941","Ethmodiscus punctiger","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Thalassiosira rotula",148942,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","149102","Thalassiosira gravida","Species","provider_aphia_id_validated_by_worms",6,"accepted_aphia_id",144,,853,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Thalassiosira weissflogii",163513,,"diatom, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","623754","Conticribra weissflogii","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",98,,274,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Thalassiothrix longissima",157083,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,422,422,"unique_authority_row_candidate","157083","Thalassiothrix longissima","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",422,422,422,"candidate_only_plet_unit_and_method_unresolved"
"DS07","Torodinium",109479,,"dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,681,681,"unique_authority_row_candidate","109479","Torodinium","Genus","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",681,681,681,"candidate_only_plet_unit_and_method_unresolved"
"DS07","Torodinium robustum",109889,,"dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",7,317,858,"multiple_size_or_stage_candidates","109889","Torodinium robustum","Species","provider_aphia_id_validated_by_worms",7,"accepted_aphia_id",317,,858,"not_ready_multiple_size_or_stage_authority_rows"
"DS07","Treubaria",576713,,"phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","576713","Treubaria","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Triceratium",149154,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","149154","Triceratium","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS07","Trieres",836581,,"diatom, lg_phyto, phytoplankton, tychopelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched","836581","Trieres","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
