"ds_id","monitoring_network","subregion_id","year","sample_count","datetime_precision_count","distinct_utc_hours","time_of_day_support_state","tidal_phase_support_state"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2001,45,45,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2002,44,44,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2003,53,53,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2004,49,49,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2005,45,45,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2006,47,47,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2007,46,46,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2008,97,97,5,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2009,197,197,11,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2010,108,108,12,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2011,178,178,11,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2012,157,157,16,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2013,162,162,12,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2014,196,196,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2015,197,197,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2016,214,214,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2017,155,155,23,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2018,241,241,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2019,244,244,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1946,88,88,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1947,185,185,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1948,581,581,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1949,644,644,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1950,868,868,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1951,875,875,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1952,1060,1060,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1953,883,883,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1954,757,757,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1955,1251,1251,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1956,987,987,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1957,1699,1699,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1958,1334,1334,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1959,1782,1782,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1960,1765,1765,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1961,2218,2218,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1962,3307,3307,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1963,3124,3124,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1964,3585,3585,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1965,3736,3736,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1966,3749,3749,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1967,4054,4054,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1968,3631,3631,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1969,4091,4091,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1970,4252,4252,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1971,4001,4001,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1972,4142,4142,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1973,3593,3593,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1974,3066,3066,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1975,2919,2919,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1976,3013,3013,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1977,2713,2713,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1978,2086,2086,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1979,2239,2239,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1980,2056,2056,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1981,1743,1743,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1982,1928,1928,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1983,2058,2058,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1984,2067,2067,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1985,1889,1889,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1986,2008,2008,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1987,1112,1112,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1988,971,971,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1989,1075,1075,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1990,1120,1120,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1991,1872,1872,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1992,2117,2117,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1993,2390,2390,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1994,2508,2508,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1995,2607,2607,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1996,1940,1940,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1997,2908,2908,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1998,3102,3102,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",1999,3126,3126,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2000,3258,3258,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2001,3445,3445,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2002,3920,3920,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2003,4038,4038,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2004,4017,4017,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2005,3996,3996,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2006,4102,4102,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2007,2911,2911,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2008,3415,3415,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2009,3589,3589,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2010,3743,3743,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2011,3924,3924,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2012,4063,4063,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2013,4684,4684,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2014,4158,4158,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2015,3525,3525,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2016,3713,3713,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2017,2971,2971,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2018,3020,3020,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2019,3047,3047,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","outside_or_invalid",2020,1482,1482,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1946,6,6,5,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1947,25,25,14,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1948,49,49,16,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1949,32,32,19,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1950,29,29,13,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1951,44,44,21,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1952,68,68,22,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1953,70,70,21,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1954,37,37,14,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1955,32,32,14,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1956,58,58,22,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1957,51,51,18,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1958,30,30,10,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1959,27,27,11,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1960,33,33,20,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1961,31,31,15,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1962,30,30,15,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1963,24,24,15,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1964,21,21,11,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1965,22,22,13,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1966,29,29,18,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1967,25,25,13,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1968,24,24,15,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1969,28,28,17,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1970,33,33,16,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1971,19,19,10,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1972,17,17,11,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1973,16,16,10,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1974,12,12,7,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1975,11,11,9,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1976,17,17,12,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1977,22,22,11,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1978,10,10,9,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1979,6,6,4,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1980,10,10,7,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1981,8,8,7,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1982,14,14,11,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1983,6,6,6,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1984,9,9,8,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1988,61,61,17,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1989,63,63,19,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1990,34,34,22,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1991,80,80,22,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1992,36,36,17,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1993,57,57,13,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1994,53,53,18,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1995,56,56,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1996,41,41,16,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1997,62,62,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1998,39,39,16,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",1999,50,50,9,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2000,48,48,14,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2001,49,49,12,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2002,43,43,14,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2003,53,53,14,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2004,52,52,12,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2005,40,40,11,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2006,50,50,21,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2007,33,33,22,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2008,57,57,22,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2009,41,41,20,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2010,32,32,18,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2011,26,26,17,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2012,48,48,19,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2013,34,34,17,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2014,49,49,16,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2015,45,45,23,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2016,42,42,15,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2017,40,40,12,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2018,51,51,15,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2019,56,56,13,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","skagerrak_kattegat",2020,6,6,6,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1946,412,412,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1947,750,750,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1948,851,851,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1949,795,795,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1950,819,819,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1951,767,767,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1952,829,829,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1953,881,881,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1954,920,920,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1955,692,692,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1956,882,882,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1957,938,938,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1958,849,849,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1959,957,957,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1960,966,966,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1961,940,940,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1962,947,947,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1963,1028,1028,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1964,965,965,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1965,1142,1142,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1966,1036,1036,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1967,1015,1015,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1968,1115,1115,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1969,1148,1148,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1970,1020,1020,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1971,1217,1217,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1972,1040,1040,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1973,1062,1062,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1974,996,996,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1975,923,923,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1976,924,924,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1977,964,964,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1978,646,646,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1979,662,662,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1980,740,740,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1981,978,978,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1982,701,701,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1983,848,848,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1984,717,717,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1985,1025,1025,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1986,985,985,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1987,870,870,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1988,996,996,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1989,804,804,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1990,760,760,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1991,937,937,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1992,937,937,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1993,1055,1055,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1994,972,972,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1995,955,955,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1996,908,908,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1997,1094,1094,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1998,932,932,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",1999,1019,1019,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2000,909,909,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2001,1088,1088,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2002,1042,1042,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2003,961,961,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2004,1115,1115,24,"reported_datetime_available","unknown_no_frozen_tide_source"
