"ds_id","monitoring_network","station_id","subregion_id","method_epoch","year","station_identity_state","first_date","last_date","sample_count","unique_sampling_days","median_gap_days","gap_p90_days","longest_gap_days"
"DS03","RWS_MWTL","HANSWGL_surface","southern_and_central_north_sea","unknown_not_harmonized",2017,"provider_station","2017-03-09","2017-09-19",14,14,14,15,27
"DS03","RWS_MWTL","HANSWGL_surface","southern_and_central_north_sea","unknown_not_harmonized",2018,"provider_station","2018-03-05","2018-09-20",14,14,14,16.8,29
"DS03","RWS_MWTL","HANSWGL_surface","southern_and_central_north_sea","unknown_not_harmonized",2019,"provider_station","2019-03-05","2019-09-17",14,14,14,15,27
"DS03","RWS_MWTL","HANSWGL_surface","southern_and_central_north_sea","unknown_not_harmonized",2020,"provider_station","2020-03-05","2020-09-16",14,14,14,16,28
"DS03","RWS_MWTL","HANSWGL_surface","southern_and_central_north_sea","unknown_not_harmonized",2021,"provider_station","2021-03-01","2021-09-16",14,14,14,15.8,28
"DS03","RWS_MWTL","HANSWGL_surface","southern_and_central_north_sea","unknown_not_harmonized",2022,"provider_station","2022-03-01","2022-09-13",14,14,15,16,28
"DS03","RWS_MWTL","HARVSS_surface","southern_and_central_north_sea","unknown_not_harmonized",2014,"provider_station","2014-04-17","2014-10-02",7,7,28,28,28
"DS03","RWS_MWTL","HARVSS_surface","southern_and_central_north_sea","unknown_not_harmonized",2015,"provider_station","2015-04-16","2015-10-01",7,7,28,29,30
"DS03","RWS_MWTL","HARVSS_surface","southern_and_central_north_sea","unknown_not_harmonized",2016,"provider_station","2016-04-14","2016-09-29",7,7,28,28,28
"DS03","RWS_MWTL","HARVSS_surface","southern_and_central_north_sea","unknown_not_harmonized",2017,"provider_station","2017-04-13","2017-09-27",7,7,28,28.5,29
"DS03","RWS_MWTL","HARVSS_surface","southern_and_central_north_sea","unknown_not_harmonized",2018,"provider_station","2018-04-11","2018-09-26",7,7,28,31,33
"DS03","RWS_MWTL","HARVSS_surface","southern_and_central_north_sea","unknown_not_harmonized",2019,"provider_station","2019-04-10","2019-09-26",7,7,28,29,29
"DS03","RWS_MWTL","HARVSS_surface","southern_and_central_north_sea","unknown_not_harmonized",2020,"provider_station","2020-04-08","2020-09-21",6,6,29,44.2,53
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",1990,"provider_station","1990-04-04","1990-12-11",15,15,15,27.7,28
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",1991,"provider_station","1991-01-15","1991-12-19",17,17,15,38,43
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",1992,"provider_station","1992-01-16","1992-12-08",18,18,15,30.8,33
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",1993,"provider_station","1993-01-06","1993-12-14",19,19,15,30.2,33
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",1994,"provider_station","1994-01-25","1994-12-14",18,18,15,30.8,34
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",1995,"provider_station","1995-01-12","1995-12-06",18,18,15,30.8,33
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",1996,"provider_station","1996-02-29","1996-11-21",15,15,15,29.4,32
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",1997,"provider_station","1997-02-03","1997-12-12",19,19,16,29,31
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",1998,"provider_station","1998-01-12","1998-12-16",21,21,15.5,28,29
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",1999,"provider_station","1999-01-15","1999-12-22",21,21,15,29.2,32
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2000,"provider_station","2000-01-20","2000-12-11",21,21,15,20,30
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2001,"provider_station","2001-01-22","2001-12-14",21,21,15,20,29
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2002,"provider_station","2002-01-11","2002-12-16",20,20,15,28.2,33
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2003,"provider_station","2003-01-17","2003-12-18",21,21,15,26.2,28
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2004,"provider_station","2004-01-16","2004-12-07",19,19,15.5,28,32
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2005,"provider_station","2005-01-21","2005-12-14",20,20,14,30,31
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2006,"provider_station","2006-01-11","2006-12-14",20,20,15,27.8,31
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2007,"provider_station","2007-01-16","2007-12-19",19,19,16,28.3,48
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2008,"provider_station","2008-01-18","2008-12-19",19,19,16.5,30.6,40
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2009,"provider_station","2009-01-21","2009-12-11",21,21,14.5,20.1,30
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2010,"provider_station","2010-01-12","2010-12-17",18,18,16,33,44
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2011,"provider_station","2011-02-28","2011-09-06",14,14,14,15.8,17
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2012,"provider_station","2012-03-05","2012-09-11",14,14,15,17,17
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2013,"provider_station","2013-03-06","2013-09-13",14,14,15,15.8,18
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2014,"provider_station","2014-02-26","2014-09-18",14,14,15,17,25
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2015,"provider_station","2015-02-27","2015-09-09",14,14,14,17.8,19
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2016,"provider_station","2016-03-04","2016-09-09",14,14,14,17.8,19
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2017,"provider_station","2017-02-24","2017-09-19",14,14,15,17.8,26
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2018,"provider_station","2018-02-27","2018-09-20",14,14,15,17.6,27
"DS03","RWS_MWTL","HUIBGOT_surface","southern_and_central_north_sea","unknown_not_harmonized",2019,"provider_station","2019-02-28","2019-09-11",14,14,15,16.8,19
"DS03","RWS_MWTL","IJMDN1_surface","outside_or_invalid","unknown_not_harmonized",2014,"provider_station","2014-04-07","2014-09-22",7,7,28,28.5,29
"DS03","RWS_MWTL","IJMDN1_surface","outside_or_invalid","unknown_not_harmonized",2015,"provider_station","2015-04-07","2015-09-21",7,7,28,29,29
"DS03","RWS_MWTL","IJMDN1_surface","outside_or_invalid","unknown_not_harmonized",2016,"provider_station","2016-04-04","2016-09-19",7,7,28,28,28
"DS03","RWS_MWTL","IJMDN1_surface","outside_or_invalid","unknown_not_harmonized",2017,"provider_station","2017-04-03","2017-09-18",7,7,28,28,28
"DS03","RWS_MWTL","IJMDN1_surface","outside_or_invalid","unknown_not_harmonized",2018,"provider_station","2018-04-03","2018-09-17",7,7,28,28,28
"DS03","RWS_MWTL","IJMDN1_surface","outside_or_invalid","unknown_not_harmonized",2019,"provider_station","2019-04-01","2019-09-17",7,7,28,29,29
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",1990,"provider_station","1990-04-09","1990-12-04",14,14,15,28,28
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",1991,"provider_station","1991-01-09","1991-12-17",20,20,15,28,29
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",1992,"provider_station","1992-01-14","1992-12-01",15,15,23,28,56
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",1993,"provider_station","1993-02-09","1993-12-08",18,18,15,28.4,36
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",1994,"provider_station","1994-01-04","1994-12-13",18,18,15,28.8,50
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",1995,"provider_station","1995-01-04","1995-12-04",20,20,14,28,30
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",1996,"provider_station","1996-02-13","1996-11-11",18,18,14,24,29
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",1997,"provider_station","1997-02-04","1997-12-17",19,19,14.5,26,36
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",1998,"provider_station","1998-01-14","1998-12-08",20,20,15,28,28
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",1999,"provider_station","1999-01-18","1999-12-20",20,20,14,30.2,35
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2000,"provider_station","2000-01-10","2000-12-05",20,20,14,30.6,34
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2001,"provider_station","2001-01-09","2001-12-17",20,20,15,29.2,35
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2002,"provider_station","2002-01-14","2002-12-17",20,20,15,28.2,34
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2003,"provider_station","2003-01-15","2003-12-10",20,20,14,28,29
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2004,"provider_station","2004-01-20","2004-12-14",20,20,14,27.2,36
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2005,"provider_station","2005-01-18","2005-12-21",19,19,14.5,29,29
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2006,"provider_station","2006-01-17","2006-12-19",20,20,14,27.4,30
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2007,"provider_station","2007-01-17","2007-12-19",20,20,15,28,29
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2008,"provider_station","2008-01-14","2008-12-16",20,20,14,29,29
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2009,"provider_station","2009-01-13","2009-12-16",20,20,14,28.2,30
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2010,"provider_station","2010-01-13","2010-12-15",19,19,15,29.3,30
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2011,"provider_station","2011-03-08","2011-09-19",14,14,14,15.8,28
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2012,"provider_station","2012-03-07","2012-09-18",14,14,14,16,26
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2013,"provider_station","2013-03-05","2013-09-17",14,14,14,15.8,28
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2014,"provider_station","2014-03-05","2014-09-16",14,14,14,15.8,26
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2015,"provider_station","2015-03-02","2015-09-16",14,14,14,17,28
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2016,"provider_station","2016-03-01","2016-09-12",14,14,14,15.8,28
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2017,"provider_station","2017-02-27","2017-09-12",14,14,14,16.8,28
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2018,"provider_station","2018-02-26","2018-09-10",14,14,14,15,28
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2019,"provider_station","2019-02-25","2019-09-10",14,14,14,16,31
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2020,"provider_station","2020-02-25","2020-09-08",12,12,14,28,43
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2021,"provider_station","2021-03-23","2021-10-19",14,14,14,25.6,30
"DS03","RWS_MWTL","LODSGT_surface","southern_and_central_north_sea","unknown_not_harmonized",2022,"provider_station","2022-03-22","2022-09-20",14,14,14,15,16
"DS03","RWS_MWTL","MAASSS_surface","outside_or_invalid","unknown_not_harmonized",2014,"provider_station","2014-04-10","2014-09-25",7,7,28,28,28
"DS03","RWS_MWTL","MAASSS_surface","outside_or_invalid","unknown_not_harmonized",2015,"provider_station","2015-04-13","2015-10-08",14,14,14,14,15
"DS03","RWS_MWTL","MAASSS_surface","outside_or_invalid","unknown_not_harmonized",2016,"provider_station","2016-04-07","2016-10-06",14,14,14,15.6,17
"DS03","RWS_MWTL","MAASSS_surface","outside_or_invalid","unknown_not_harmonized",2017,"provider_station","2017-04-06","2017-10-05",14,14,14,14,15
"DS03","RWS_MWTL","MAASSS_surface","outside_or_invalid","unknown_not_harmonized",2018,"provider_station","2018-04-05","2018-10-04",14,14,14,14.8,15
"DS03","RWS_MWTL","MAASSS_surface","outside_or_invalid","unknown_not_harmonized",2019,"provider_station","2019-04-04","2019-10-03",14,14,14,14.8,16
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",1990,"provider_station","1990-04-02","1990-11-12",13,13,15,27.9,36
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",1991,"provider_station","1991-01-14","1991-12-18",17,17,15,43,45
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",1992,"provider_station","1992-01-14","1992-12-07",18,18,15,31.8,34
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",1993,"provider_station","1993-02-03","1993-12-13",18,18,15,30.2,35
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",1994,"provider_station","1994-01-24","1994-12-13",17,17,16.5,31,37
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",1995,"provider_station","1995-01-13","1995-12-04",18,18,15,29.2,34
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",1996,"provider_station","1996-02-29","1996-11-19",15,15,15.5,28.7,32
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",1997,"provider_station","1997-01-30","1997-12-08",19,19,15,28,29
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",1998,"provider_station","1998-01-13","1998-12-15",21,21,15,27,29
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",1999,"provider_station","1999-01-13","1999-12-21",20,20,15,29.8,39
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2000,"provider_station","2000-01-20","2000-12-22",21,21,15,27.1,30
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2001,"provider_station","2001-01-22","2001-12-11",21,21,14,21.7,29
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2002,"provider_station","2002-01-14","2002-12-17",21,21,14,27.3,33
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2003,"provider_station","2003-01-15","2003-12-11",21,21,14.5,23.5,29
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2004,"provider_station","2004-01-09","2004-12-08",21,21,15,20.8,39
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2005,"provider_station","2005-01-10","2005-12-14",20,20,16,29,30
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2006,"provider_station","2006-01-13","2006-12-19",21,21,14,29,32
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2007,"provider_station","2007-02-16","2007-12-10",20,20,15,19.2,27
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2008,"provider_station","2008-01-10","2008-12-10",18,18,16,29.4,41
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2009,"provider_station","2009-01-13","2009-12-18",21,21,17,22.5,29
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2010,"provider_station","2010-01-13","2010-12-09",17,17,15.5,40.5,50
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2011,"provider_station","2011-03-03","2011-09-07",13,13,15,19.8,29
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2012,"provider_station","2012-03-07","2012-09-14",14,14,15,18.6,19
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2013,"provider_station","2013-02-27","2013-09-18",14,14,14,17.4,30
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2014,"provider_station","2014-02-27","2014-09-10",14,14,15,16.6,19
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2015,"provider_station","2015-03-04","2015-09-14",14,14,15,16.8,18
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2016,"provider_station","2016-02-26","2016-09-16",14,14,15,18,27
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2017,"provider_station","2017-02-27","2017-09-19",14,14,15,17.8,25
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2018,"provider_station","2018-03-01","2018-09-10",14,14,14,17.6,21
"DS03","RWS_MWTL","MARSDND_surface","southern_and_central_north_sea","unknown_not_harmonized",2019,"provider_station","2019-03-05","2019-09-13",14,14,15,16,19
"DS03","RWS_MWTL","NOORDWK10_bottom","southern_and_central_north_sea","unknown_not_harmonized",1990,"provider_station","1990-06-05","1990-07-04",2,2,29,29,29
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",1990,"provider_station","1990-01-04","1990-12-19",24,24,9,27.8,75
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",1991,"provider_station","1991-01-17","1991-12-10",29,29,7,25.9,35
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",1992,"provider_station","1992-02-05","1992-12-08",28,28,7,25.8,34
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",1993,"provider_station","1993-01-21","1993-12-21",29,29,8,18.2,55
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",1994,"provider_station","1994-01-07","1994-12-14",31,31,7.5,27.1,36
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",1995,"provider_station","1995-01-04","1995-12-07",36,36,8,17.8,38
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",1996,"provider_station","1996-01-17","1996-12-17",30,30,8,23.4,42
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",1997,"provider_station","1997-01-14","1997-12-18",29,29,7,27.9,58
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",1998,"provider_station","1998-01-22","1998-12-16",26,26,8,28.6,56
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",1999,"provider_station","1999-01-12","1999-12-30",26,26,8,31.8,77
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2000,"provider_station","2000-01-11","2000-12-28",29,29,8,29.1,43
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2001,"provider_station","2001-01-16","2001-12-13",29,29,8,24.2,41
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2002,"provider_station","2002-01-11","2002-12-18",27,27,9.5,26.5,37
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2003,"provider_station","2003-01-09","2003-12-18",26,26,9,26,36
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2004,"provider_station","2004-01-08","2004-12-15",28,28,8,27.4,63
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2005,"provider_station","2005-01-27","2005-12-12",30,30,8,26,28
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2006,"provider_station","2006-01-12","2006-12-20",28,28,10,27,36
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2007,"provider_station","2007-01-25","2007-12-19",29,29,8,23.7,40
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2008,"provider_station","2008-01-22","2008-12-11",29,29,8,28,33
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2009,"provider_station","2009-01-08","2009-12-07",30,30,10,24.4,27
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2010,"provider_station","2010-01-12","2010-12-15",17,17,20,32.5,36
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2011,"provider_station","2011-03-09","2011-09-15",13,13,17.5,22.8,30
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2012,"provider_station","2012-03-15","2012-10-18",14,14,14,29.4,38
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2013,"provider_station","2013-03-13","2013-10-14",14,14,16,20.8,26
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2014,"provider_station","2014-03-12","2014-10-13",14,14,15,26.6,29
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2015,"provider_station","2015-03-10","2015-10-12",14,14,16,23.4,26
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2016,"provider_station","2016-03-14","2016-10-10",14,14,14,21.4,28
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2017,"provider_station","2017-03-13","2017-10-16",14,14,14,27,28
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2018,"provider_station","2018-03-14","2018-10-15",13,13,14.5,31.9,35
"DS03","RWS_MWTL","NOORDWK10_surface","southern_and_central_north_sea","unknown_not_harmonized",2019,"provider_station","2019-04-01","2019-10-28",14,14,14,21,32
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",1990,"provider_station","1990-03-20","1990-12-19",13,13,21,29,48
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",1991,"provider_station","1991-01-17","1991-12-10",15,15,21.5,35,40
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",1992,"provider_station","1992-01-15","1992-12-08",15,15,20,35.4,67
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",1993,"provider_station","1993-01-28","1993-12-21",16,16,20,36.4,55
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",1994,"provider_station","1994-01-07","1994-12-14",17,17,25,35.5,36
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",1995,"provider_station","1995-01-04","1995-12-07",18,18,21,28.2,38
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",1996,"provider_station","1996-01-17","1996-12-17",17,17,17.5,34,42
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",1997,"provider_station","1997-01-14","1997-12-18",17,17,16,35.5,58
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",1998,"provider_station","1998-02-10","1998-12-16",13,13,18.5,61.8,71
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",1999,"provider_station","1999-01-12","1999-12-30",16,16,20,33.8,77
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",2000,"provider_station","2000-01-11","2000-12-28",18,18,16,37.2,43
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",2001,"provider_station","2001-01-16","2001-12-13",18,18,17,27.4,40
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",2002,"provider_station","2002-01-11","2002-12-18",18,18,20,29.8,37
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",2003,"provider_station","2003-01-09","2003-12-18",17,17,20,35.5,40
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",2004,"provider_station","2004-01-08","2004-12-15",17,17,15,32.5,63
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",2005,"provider_station","2005-01-27","2005-12-12",18,18,20,26.4,28
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",2006,"provider_station","2006-01-12","2006-12-20",19,19,15.5,29.1,36
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",2007,"provider_station","2007-01-25","2007-12-19",19,19,14.5,31.8,40
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",2008,"provider_station","2008-01-22","2008-12-11",17,17,16.5,33.5,57
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",2009,"provider_station","2009-01-08","2009-12-07",19,19,15.5,27,28
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",2010,"provider_station","2010-01-12","2010-12-15",17,17,20,30,35
"DS03","RWS_MWTL","NOORDWK2_surface","southern_and_central_north_sea","unknown_not_harmonized",2011,"provider_station","2011-03-09","2011-09-15",13,13,17.5,22.8,30
