"ds_id","monitoring_network","independence_unit","duplicate_family","subregion_id","method_epoch","year","period_start","period_end","analysis_window","reference_tier","stage3_role","role_reason","stage5_compatibility_still_required","phy_c_inspected"
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2012,"2012-01-16","2012-12-05","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2012,"2012-01-16","2012-12-05","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2013,"2013-02-06","2013-12-02","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2013,"2013-02-06","2013-12-02","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2013,"2013-02-06","2013-12-02","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2013,"2013-02-06","2013-12-02","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2014,"2014-01-14","2014-11-26","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2014,"2014-01-14","2014-11-26","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2014,"2014-01-14","2014-11-26","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2014,"2014-01-14","2014-11-26","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2015,"2015-01-26","2015-12-01","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2015,"2015-01-26","2015-12-01","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2015,"2015-01-26","2015-12-01","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2015,"2015-01-26","2015-12-01","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2016,"2016-02-01","2016-12-20","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2016,"2016-02-01","2016-12-20","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2016,"2016-02-01","2016-12-20","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2016,"2016-02-01","2016-12-20","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2017,"2017-01-18","2017-12-19","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2017,"2017-01-18","2017-12-19","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2017,"2017-01-18","2017-12-19","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2017,"2017-01-18","2017-12-19","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2018,"2018-01-22","2018-12-12","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2018,"2018-01-22","2018-12-12","3_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2018,"2018-01-22","2018-12-12","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2018,"2018-01-22","2018-12-12","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2019,"2019-01-09","2019-12-19","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2019,"2019-01-09","2019-12-19","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2019,"2019-01-09","2019-12-19","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","outside_or_invalid","unknown_not_harmonized",2019,"2019-01-09","2019-12-19","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2000,"2000-01-10","2000-12-19","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2000,"2000-01-10","2000-12-19","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2000,"2000-01-10","2000-12-19","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2000,"2000-01-10","2000-12-19","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2001,"2001-01-09","2001-12-18","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2001,"2001-01-09","2001-12-18","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2001,"2001-01-09","2001-12-18","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2001,"2001-01-09","2001-12-18","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2002,"2002-01-08","2002-12-23","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2002,"2002-01-08","2002-12-23","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2002,"2002-01-08","2002-12-23","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2002,"2002-01-08","2002-12-23","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2003,"2003-01-10","2003-12-30","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2003,"2003-01-10","2003-12-30","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2003,"2003-01-10","2003-12-30","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2003,"2003-01-10","2003-12-30","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2004,"2004-01-07","2004-12-14","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2004,"2004-01-07","2004-12-14","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2004,"2004-01-07","2004-12-14","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2004,"2004-01-07","2004-12-14","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2005,"2005-01-05","2005-12-13","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2005,"2005-01-05","2005-12-13","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2005,"2005-01-05","2005-12-13","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2005,"2005-01-05","2005-12-13","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2006,"2006-01-03","2006-12-19","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2006,"2006-01-03","2006-12-19","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2006,"2006-01-03","2006-12-19","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2006,"2006-01-03","2006-12-19","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2007,"2007-01-23","2007-12-17","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2007,"2007-01-23","2007-12-17","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2007,"2007-01-23","2007-12-17","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2007,"2007-01-23","2007-12-17","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2008,"2008-01-17","2008-12-01","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2008,"2008-01-17","2008-12-01","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2008,"2008-01-17","2008-12-01","7_day","A","unusable","cadence_does_not_support_7_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2008,"2008-01-17","2008-12-01","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2009,"2009-01-15","2009-12-14","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2009,"2009-01-15","2009-12-14","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2009,"2009-01-15","2009-12-14","7_day","A","unusable","cadence_does_not_support_7_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2009,"2009-01-15","2009-12-14","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2010,"2010-03-15","2010-12-15","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2010,"2010-03-15","2010-12-15","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2010,"2010-03-15","2010-12-15","7_day","A","unusable","cadence_does_not_support_7_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2010,"2010-03-15","2010-12-15","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2011,"2011-01-13","2011-12-21","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2011,"2011-01-13","2011-12-21","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2011,"2011-01-13","2011-12-21","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2011,"2011-01-13","2011-12-21","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2012,"2012-01-16","2012-12-18","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2012,"2012-01-16","2012-12-18","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2012,"2012-01-16","2012-12-18","7_day","A","unusable","cadence_does_not_support_7_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2012,"2012-01-16","2012-12-18","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2013,"2013-01-08","2013-11-25","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2013,"2013-01-08","2013-11-25","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2013,"2013-01-08","2013-11-25","7_day","A","unusable","cadence_does_not_support_7_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2013,"2013-01-08","2013-11-25","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2014,"2014-01-07","2014-11-25","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2014,"2014-01-07","2014-11-25","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2014,"2014-01-07","2014-11-25","7_day","A","unusable","cadence_does_not_support_7_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2014,"2014-01-07","2014-11-25","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2015,"2015-01-19","2015-12-03","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2015,"2015-01-19","2015-12-03","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2015,"2015-01-19","2015-12-03","7_day","A","unusable","cadence_does_not_support_7_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2015,"2015-01-19","2015-12-03","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2016,"2016-01-26","2016-12-13","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2016,"2016-01-26","2016-12-13","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2016,"2016-01-26","2016-12-13","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2016,"2016-01-26","2016-12-13","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2017,"2017-01-25","2017-11-06","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2017,"2017-01-25","2017-11-06","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2017,"2017-01-25","2017-11-06","7_day","A","unusable","cadence_does_not_support_7_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2017,"2017-01-25","2017-11-06","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2018,"2018-01-10","2018-12-20","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2018,"2018-01-10","2018-12-20","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2018,"2018-01-10","2018-12-20","7_day","A","unusable","cadence_does_not_support_7_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2018,"2018-01-10","2018-12-20","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2019,"2019-01-10","2019-12-17","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2019,"2019-01-10","2019-12-17","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2019,"2019-01-10","2019-12-17","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","skagerrak_kattegat","unknown_not_harmonized",2019,"2019-01-10","2019-12-17","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2000,"2000-01-20","2000-12-20","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2000,"2000-01-20","2000-12-20","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2000,"2000-01-20","2000-12-20","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2000,"2000-01-20","2000-12-20","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2001,"2001-01-10","2001-12-17","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2001,"2001-01-10","2001-12-17","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2001,"2001-01-10","2001-12-17","7_day","A","unusable","cadence_does_not_support_7_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2001,"2001-01-10","2001-12-17","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2002,"2002-01-15","2002-12-18","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2002,"2002-01-15","2002-12-18","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2002,"2002-01-15","2002-12-18","7_day","A","unusable","cadence_does_not_support_7_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2002,"2002-01-15","2002-12-18","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2003,"2003-01-23","2003-12-11","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2003,"2003-01-23","2003-12-11","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2003,"2003-01-23","2003-12-11","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2003,"2003-01-23","2003-12-11","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2004,"2004-01-15","2004-12-15","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2004,"2004-01-15","2004-12-15","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2004,"2004-01-15","2004-12-15","7_day","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2004,"2004-01-15","2004-12-15","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2005,"2005-01-24","2005-12-13","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2005,"2005-01-24","2005-12-13","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2005,"2005-01-24","2005-12-13","7_day","A","unusable","cadence_does_not_support_7_day",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2005,"2005-01-24","2005-12-13","cadence_matched","A","eligible","primary_reference_candidate_with_supported_coverage_pending_stage5_compatibility",TRUE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2006,"2006-02-13","2006-12-20","daily","A","unusable","cadence_does_not_support_daily",FALSE,FALSE
"DS05","NOVANA","NOVANA","DS05","southern_and_central_north_sea","unknown_not_harmonized",2006,"2006-02-13","2006-12-20","3_day","A","unusable","cadence_does_not_support_3_day",FALSE,FALSE
