"authority_id","authority_version","conversion_rows","unique_aphia_ids","unique_reported_species","rows_with_central_volume","rows_with_central_carbon","rows_without_aphia_id","duplicate_aphia_sizeclass_rows","extraction_state"
"DS22","PEG_BVOL2026",3539,968,991,3539,3539,323,249,"parsed_and_checksum_linked_not_yet_matched_to_observations"
