"file_name","raw_relative_path","source_rows","valid_coordinate_rows","valid_time_rows","chlorophyll_present_rows","qc_eligible_chlorophyll_rows","usable_secondary_rows","core_usable_rows","external_transfer_usable_rows","outside_domain_usable_rows","invalid_coordinate_usable_rows","first_datetime_utc","last_datetime_utc"
"HZG-Ferrybox_Harw-CuxNR11258.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR11258.nc",5735,5735,5735,5735,5735,5735,5735,0,0,0,"2002-06-04T15:29:13Z","2002-06-05T07:24:54Z"
"HZG-Ferrybox_Cux-HarwNR11278.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR11278.nc",5680,5680,5680,5680,5680,5680,5680,0,0,0,"2002-06-05T16:44:25Z","2002-06-06T08:30:55Z"
"HZG-Ferrybox_Harw-CuxNR11298.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR11298.nc",5724,5724,5724,5724,5724,5724,5724,0,0,0,"2002-06-06T15:29:36Z","2002-06-07T07:23:24Z"
"HZG-Ferrybox_Cux-HarwNR11318.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR11318.nc",5717,5717,5717,5717,5717,5717,5717,0,0,0,"2002-06-07T16:40:56Z","2002-06-08T08:33:36Z"
"HZG-Ferrybox_Harw-CuxNR11338.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR11338.nc",5604,5604,5604,5604,5604,5604,5604,0,0,0,"2002-06-08T15:35:35Z","2002-06-09T07:25:44Z"
"HZG-Ferrybox_Cux-HarwNR11358.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR11358.nc",5685,5685,5685,5685,5685,5685,5685,0,0,0,"2002-06-09T16:45:46Z","2002-06-10T08:33:04Z"
"HZG-Ferrybox_Harw-CuxNR11378.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR11378.nc",5731,5731,5731,5731,5731,5731,5731,0,0,0,"2002-06-10T15:31:44Z","2002-06-11T07:26:45Z"
"HZG-Ferrybox_Cux-HarwNR11398.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR11398.nc",5726,5726,5726,5726,5726,5726,5726,0,0,0,"2002-06-11T16:34:54Z","2002-06-12T08:29:06Z"
"HZG-Ferrybox_Harw-CuxNR11418.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR11418.nc",5762,5762,5762,5762,5762,5762,5762,0,0,0,"2002-06-12T15:26:26Z","2002-06-13T07:26:34Z"
"HZG-Ferrybox_Cux-HarwNR11438.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR11438.nc",5717,5717,5717,5717,5717,5717,5717,0,0,0,"2002-06-13T17:14:45Z","2002-06-14T09:07:24Z"
"HZG-Ferrybox_Harw-CuxNR11458.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR11458.nc",5643,5643,5643,5643,5643,5643,5643,0,0,0,"2002-06-14T15:42:44Z","2002-06-15T07:23:05Z"
"HZG-Ferrybox_Cux-HarwNR11478.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR11478.nc",5779,5779,5779,5779,5779,5779,5779,0,0,0,"2002-06-15T16:31:34Z","2002-06-16T08:34:43Z"
"HZG-Ferrybox_Harw-CuxNR11498.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR11498.nc",5669,5669,5669,5669,5669,5669,5669,0,0,0,"2002-06-16T15:38:25Z","2002-06-17T07:22:15Z"
"HZG-Ferrybox_Cux-HarwNR11518.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR11518.nc",5728,5728,5728,5728,5728,5728,5728,0,0,0,"2002-06-17T16:39:24Z","2002-06-18T08:34:06Z"
"HZG-Ferrybox_Harw-CuxNR11538.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR11538.nc",5691,5691,5691,5691,5691,5691,5691,0,0,0,"2002-06-18T15:35:35Z","2002-06-19T07:23:55Z"
"HZG-Ferrybox_Cux-HarwNR11558.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR11558.nc",5600,5600,5600,5600,5600,5600,5600,0,0,0,"2002-06-19T17:00:53Z","2002-06-20T08:34:04Z"
"HZG-Ferrybox_Cux-HarwNR11578.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR11578.nc",3531,3531,3531,3531,3470,3470,3470,0,0,0,"2002-06-23T20:04:05Z","2002-06-24T06:09:35Z"
"HZG-Ferrybox_Harw-CuxNR11638.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR11638.nc",5189,5189,5189,5189,5133,5133,5133,0,0,0,"2002-06-24T16:15:44Z","2002-06-25T07:22:15Z"
"HZG-Ferrybox_Harw-CuxNR9078.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9078.nc",5748,5748,5748,5748,5748,5748,5748,0,0,0,"2002-06-26T13:24:56Z","2002-06-27T05:22:44Z"
"HZG-Ferrybox_Cux-HarwNR9098.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9098.nc",5773,5773,5773,5773,5773,5773,5773,0,0,0,"2002-06-27T14:51:36Z","2002-06-28T06:53:34Z"
"HZG-Ferrybox_Harw-CuxNR9118.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9118.nc",5776,5776,5776,5776,5776,5776,5776,0,0,0,"2002-06-28T13:26:06Z","2002-06-29T05:28:35Z"
"HZG-Ferrybox_Cux-HarwNR9138.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9138.nc",5722,5722,5722,5722,5722,5722,5722,0,0,0,"2002-06-29T14:37:55Z","2002-06-30T06:31:24Z"
"HZG-Ferrybox_Harw-CuxNR9158.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9158.nc",5600,5600,5600,5600,5600,5600,5600,0,0,0,"2002-06-30T13:35:05Z","2002-07-01T05:22:25Z"
"HZG-Ferrybox_Harw-CuxNR9178.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9178.nc",5698,5698,5698,5698,5698,5698,5698,0,0,0,"2002-07-02T13:32:05Z","2002-07-03T05:21:36Z"
"HZG-Ferrybox_Cux-HarwNR9198.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9198.nc",5581,5581,5581,5581,5581,5581,5581,0,0,0,"2002-07-03T15:11:55Z","2002-07-04T06:43:14Z"
"HZG-Ferrybox_Harw-CuxNR9218.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9218.nc",5716,5716,5716,5716,5716,5716,5716,0,0,0,"2002-07-04T13:29:43Z","2002-07-05T05:23:06Z"
"HZG-Ferrybox_Cux-HarwNR9238.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9238.nc",5499,5499,5499,5499,5499,5499,5499,0,0,0,"2002-07-05T17:01:15Z","2002-07-06T08:18:26Z"
"HZG-Ferrybox_Harw-CuxNR9258.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9258.nc",5507,5507,5507,5507,5507,5507,5507,0,0,0,"2002-07-06T14:02:14Z","2002-07-07T05:20:44Z"
"HZG-Ferrybox_Cux-HarwNR9278.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9278.nc",5559,5559,5559,5559,5559,5559,5559,0,0,0,"2002-07-07T15:07:05Z","2002-07-08T06:36:04Z"
"HZG-Ferrybox_Harw-CuxNR9298.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9298.nc",5705,5705,5705,5705,5705,5705,5705,0,0,0,"2002-07-08T13:30:05Z","2002-07-09T05:21:34Z"
"HZG-Ferrybox_Cux-HarwNR9318.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9318.nc",5686,5686,5686,5686,5686,5686,5686,0,0,0,"2002-07-09T14:42:05Z","2002-07-10T06:30:14Z"
"HZG-Ferrybox_Harw-CuxNR9338.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9338.nc",5650,5650,5650,5650,5650,5650,5650,0,0,0,"2002-07-10T13:43:55Z","2002-07-11T05:26:04Z"
"HZG-Ferrybox_Harw-CuxNR9363.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9363.nc",5586,5586,5586,5586,5586,5586,5586,0,0,0,"2002-07-14T13:53:34Z","2002-07-15T05:25:03Z"
"HZG-Ferrybox_Cux-HarwNR9364.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9364.nc",5683,5683,5683,5683,5683,5683,5683,0,0,0,"2002-07-15T14:44:04Z","2002-07-16T06:32:25Z"
"HZG-Ferrybox_Cux-HarwNR9365.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9365.nc",5338,5338,5338,5338,5338,5338,5338,0,0,0,"2002-07-19T15:52:14Z","2002-07-20T07:11:04Z"
"HZG-Ferrybox_Harw-CuxNR9371.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9371.nc",5671,5671,5671,5671,5671,5671,5671,0,0,0,"2002-07-30T13:43:04Z","2002-07-31T05:28:55Z"
"HZG-Ferrybox_Cux-HarwNR9377.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9377.nc",5719,5719,5719,5719,5719,5719,5719,0,0,0,"2002-07-31T14:39:46Z","2002-08-01T06:34:24Z"
"HZG-Ferrybox_Harw-CuxNR9383.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9383.nc",5664,5664,5664,5664,5664,5664,5664,0,0,0,"2002-08-01T13:37:24Z","2002-08-02T05:23:23Z"
"HZG-Ferrybox_Cux-HarwNR9389.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9389.nc",5339,5339,5339,5339,5339,5339,5339,0,0,0,"2002-08-02T16:08:36Z","2002-08-03T07:08:46Z"
"HZG-Ferrybox_Harw-CuxNR9395.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9395.nc",5651,5651,5651,5650,5650,5650,5650,0,0,0,"2002-08-03T13:40:53Z","2002-08-04T05:23:24Z"
"HZG-Ferrybox_Cux-HarwNR9401.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9401.nc",5610,5610,5610,5610,5610,5610,5610,0,0,0,"2002-08-04T14:52:25Z","2002-08-05T06:29:04Z"
"HZG-Ferrybox_Cux-HarwNR9402.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9402.nc",5509,5509,5509,5509,5509,5509,5509,0,0,0,"2002-08-06T15:09:44Z","2002-08-07T06:28:34Z"
"HZG-Ferrybox_Harw-CuxNR9403.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9403.nc",5709,5709,5709,5709,5709,5709,5709,0,0,0,"2002-08-07T13:32:35Z","2002-08-08T05:24:45Z"
"HZG-Ferrybox_Cux-HarwNR9404.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9404.nc",5686,5686,5686,5686,5686,5686,5686,0,0,0,"2002-08-10T14:41:45Z","2002-08-11T06:29:24Z"
"HZG-Ferrybox_Harw-CuxNR9418.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9418.nc",5696,5696,5696,5696,5696,5696,5696,0,0,0,"2002-08-11T13:36:45Z","2002-08-12T05:25:53Z"
"HZG-Ferrybox_Cux-HarwNR9438.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9438.nc",5627,5627,5627,5627,5627,5627,5627,0,0,0,"2002-08-12T15:03:45Z","2002-08-13T06:41:24Z"
"HZG-Ferrybox_Harw-CuxNR9458.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9458.nc",5676,5676,5676,5676,5676,5676,5676,0,0,0,"2002-08-13T13:41:15Z","2002-08-14T05:27:04Z"
"HZG-Ferrybox_Cux-HarwNR9478.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9478.nc",5662,5662,5662,5662,5662,5662,5662,0,0,0,"2002-08-14T14:55:55Z","2002-08-15T06:39:26Z"
"HZG-Ferrybox_Harw-CuxNR9498.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9498.nc",5713,5713,5713,5713,5713,5713,5713,0,0,0,"2002-08-15T13:34:24Z","2002-08-16T05:27:04Z"
"HZG-Ferrybox_Cux-HarwNR9518.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9518.nc",5610,5610,5610,5610,5610,5610,5610,0,0,0,"2002-08-16T14:48:15Z","2002-08-17T06:36:13Z"
"HZG-Ferrybox_Harw-CuxNR9538.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9538.nc",5600,5600,5600,5600,5600,5600,5600,0,0,0,"2002-08-17T13:53:34Z","2002-08-18T05:26:43Z"
"HZG-Ferrybox_Cux-HarwNR9558.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9558.nc",5728,5728,5728,5728,5728,5728,5728,0,0,0,"2002-08-18T14:37:13Z","2002-08-19T06:31:43Z"
"HZG-Ferrybox_Harw-CuxNR9578.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9578.nc",5729,5729,5729,5729,5729,5729,5729,0,0,0,"2002-08-19T13:30:25Z","2002-08-20T05:25:03Z"
"HZG-Ferrybox_Cux-HarwNR9598.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9598.nc",5772,5772,5772,5772,5772,5772,5772,0,0,0,"2002-08-20T14:28:35Z","2002-08-21T06:30:26Z"
"HZG-Ferrybox_Harw-CuxNR9618.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9618.nc",5666,5666,5666,5666,5666,5666,5666,0,0,0,"2002-08-21T13:33:56Z","2002-08-22T05:28:05Z"
"HZG-Ferrybox_Cux-HarwNR9638.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9638.nc",5578,5578,5578,5578,5578,5578,5578,0,0,0,"2002-08-22T14:58:14Z","2002-08-23T06:27:44Z"
"HZG-Ferrybox_Harw-CuxNR9658.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9658.nc",5714,5714,5714,5714,5714,5714,5714,0,0,0,"2002-08-23T13:24:45Z","2002-08-24T05:25:03Z"
"HZG-Ferrybox_Cux-HarwNR9678.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9678.nc",5396,5396,5396,5396,5396,5396,5396,0,0,0,"2002-08-24T15:36:04Z","2002-08-25T06:35:15Z"
"HZG-Ferrybox_Harw-CuxNR9698.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9698.nc",5753,5753,5753,5753,5753,5753,5753,0,0,0,"2002-08-25T13:29:43Z","2002-08-26T05:28:24Z"
"HZG-Ferrybox_Cux-HarwNR9718.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9718.nc",5629,5629,5629,5629,5629,5629,5629,0,0,0,"2002-08-26T14:56:17Z","2002-08-27T06:34:16Z"
"HZG-Ferrybox_Harw-CuxNR9738.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9738.nc",5719,5719,5719,5719,5719,5719,5719,0,0,0,"2002-08-27T13:34:04Z","2002-08-28T05:27:04Z"
"HZG-Ferrybox_Cux-HarwNR9758.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9758.nc",5530,5530,5530,5530,5530,5530,5530,0,0,0,"2002-08-28T15:11:05Z","2002-08-29T06:32:36Z"
"HZG-Ferrybox_Harw-CuxNR9778.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9778.nc",5717,5717,5717,5717,5717,5717,5717,0,0,0,"2002-08-29T13:35:14Z","2002-08-30T05:27:54Z"
"HZG-Ferrybox_Cux-HarwNR9798.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9798.nc",5628,5628,5628,5628,5628,5628,5628,0,0,0,"2002-08-30T14:56:45Z","2002-08-31T06:48:14Z"
"HZG-Ferrybox_Harw-CuxNR9818.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9818.nc",5566,5566,5566,5566,5566,5566,5566,0,0,0,"2002-08-31T13:56:34Z","2002-09-01T05:24:05Z"
"HZG-Ferrybox_Cux-HarwNR9838.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9838.nc",5652,5652,5652,5652,5652,5652,5652,0,0,0,"2002-09-01T14:48:45Z","2002-09-02T06:30:34Z"
"HZG-Ferrybox_Harw-CuxNR9858.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9858.nc",5589,5589,5589,5589,5589,5589,5589,0,0,0,"2002-09-02T13:41:43Z","2002-09-03T05:13:03Z"
"HZG-Ferrybox_Cux-HarwNR9878.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9878.nc",6001,6001,6001,6001,6001,6001,6001,0,0,0,"2002-09-03T14:19:15Z","2002-09-04T07:00:23Z"
"HZG-Ferrybox_Harw-CuxNR9898.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9898.nc",5730,5730,5730,5730,5730,5730,5730,0,0,0,"2002-09-04T13:27:35Z","2002-09-05T05:22:25Z"
"HZG-Ferrybox_Cux-HarwNR9918.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9918.nc",5747,5747,5747,5747,5747,5747,5735,0,12,0,"2002-09-05T14:04:55Z","2002-09-06T06:40:13Z"
"HZG-Ferrybox_Harw-CuxNR9938.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9938.nc",5676,5676,5676,5676,5676,5676,5676,0,0,0,"2002-09-06T13:24:56Z","2002-09-07T05:26:55Z"
"HZG-Ferrybox_Cux-HarwNR9958.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9958.nc",5733,5733,5733,5733,5733,5733,5733,0,0,0,"2002-09-07T14:36:34Z","2002-09-08T06:31:54Z"
"HZG-Ferrybox_Harw-CuxNR9978.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR9978.nc",5726,5726,5726,5726,5726,5726,5726,0,0,0,"2002-09-08T13:37:34Z","2002-09-09T05:31:14Z"
"HZG-Ferrybox_Cux-HarwNR9998.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR9998.nc",5716,5716,5716,5716,5716,5716,5716,0,0,0,"2002-09-10T14:36:25Z","2002-09-11T06:32:25Z"
"HZG-Ferrybox_Harw-CuxNR10018.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR10018.nc",5719,5719,5719,5719,5719,5719,5719,0,0,0,"2002-09-11T13:36:54Z","2002-09-12T05:29:55Z"
"HZG-Ferrybox_Cux-HarwNR10038.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR10038.nc",5747,5747,5747,5747,5747,5747,5747,0,0,0,"2002-09-12T14:36:54Z","2002-09-13T06:34:34Z"
"HZG-Ferrybox_Harw-CuxNR10058.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR10058.nc",5664,5664,5664,5664,5664,5664,5664,0,0,0,"2002-09-13T13:38:54Z","2002-09-14T05:22:44Z"
"HZG-Ferrybox_Cux-HarwNR10078.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR10078.nc",5758,5758,5758,5758,5758,5758,5758,0,0,0,"2002-09-14T14:33:45Z","2002-09-15T06:33:15Z"
"HZG-Ferrybox_Harw-CuxNR10098.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR10098.nc",5668,5668,5668,5668,5668,5668,5668,0,0,0,"2002-09-15T13:37:24Z","2002-09-16T05:21:54Z"
"HZG-Ferrybox_Cux-HarwNR10118.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR10118.nc",5640,5640,5640,5640,5640,5640,5640,0,0,0,"2002-09-17T14:35:35Z","2002-09-18T06:26:15Z"
"HZG-Ferrybox_Harw-CuxNR10138.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR10138.nc",5614,5614,5614,5614,5614,5614,5614,0,0,0,"2002-09-18T13:50:25Z","2002-09-19T05:25:53Z"
"HZG-Ferrybox_Cux-HarwNR10158.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR10158.nc",5744,5744,5744,5744,5744,5744,5744,0,0,0,"2002-09-19T14:34:54Z","2002-09-20T06:32:05Z"
"HZG-Ferrybox_Harw-CuxNR10178.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR10178.nc",5756,5756,5756,5756,5756,5756,5756,0,0,0,"2002-09-20T13:25:55Z","2002-09-21T05:25:03Z"
"HZG-Ferrybox_Cux-HarwNR10198.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR10198.nc",5711,5711,5711,5711,5711,5711,5711,0,0,0,"2002-09-21T14:41:06Z","2002-09-22T06:35:04Z"
"HZG-Ferrybox_Harw-CuxNR10218.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR10218.nc",5985,5985,5985,5985,5985,5985,5985,0,0,0,"2002-09-22T13:29:24Z","2002-09-23T06:31:54Z"
"HZG-Ferrybox_Cux-HarwNR10238.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR10238.nc",5651,5651,5651,5651,5651,5651,5651,0,0,0,"2002-09-24T14:43:25Z","2002-09-25T06:30:14Z"
"HZG-Ferrybox_Harw-CuxNR10258.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR10258.nc",5660,5660,5660,5660,5660,5660,5660,0,0,0,"2002-09-25T13:37:56Z","2002-09-26T05:24:55Z"
"HZG-Ferrybox_Cux-HarwNR10278.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR10278.nc",5553,5553,5553,5553,5553,5553,5553,0,0,0,"2002-09-26T15:26:54Z","2002-09-27T06:55:25Z"
"HZG-Ferrybox_Harw-CuxNR10298.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR10298.nc",5682,5682,5682,5682,5682,5682,5682,0,0,0,"2002-09-27T13:39:45Z","2002-09-28T05:26:35Z"
"HZG-Ferrybox_Cux-HarwNR10318.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Cux-HarwNR10318.nc",5631,5631,5631,5631,5631,5631,5631,0,0,0,"2002-09-28T14:53:44Z","2002-09-29T06:32:05Z"
"HZG-Ferrybox_Harw-CuxNR10338.nc","stage2/ds27_pangaea_ferrybox/DS27_PANGAEA_20260809T183210Z/HZG-Ferrybox_Harw-CuxNR10338.nc",5588,5588,5588,5588,5588,5588,5588,0,0,0,"2002-09-29T13:55:36Z","2002-09-30T05:26:46Z"
