"work_item_id","record_count","core_record_count","external_transfer_record_count","cmems_overlap_record_count","duplicate_record_count","provisional_tier","analysis_role","screening_decision","exclusion_reason_code","screening_detail"
"REGISTER:DS15",1,0,0,0,0,"not_applicable","discovery_sensitivity","secondary","none","EMODnet gridded presence/absence product acquired and documented as a secondary exploratory sensitivity reference, not primary independent event truth."
