"catalogue_metadata_rows","catalogue_location_rows","catalogue_metadata_location_links","core_locations","external_transfer_locations","outside_domain_locations","invalid_coordinate_locations","domain_linked_metadata_rows","count_or_biovolume_metadata_rows","explicit_marine_phytoplankton_metadata_rows","observation_rows_acquired"
2757,2635,104679,1092,0,1543,0,2158,21,0,0
