"work_item_id","source_record_count","unique_provider_sample_count","cross_package_sample_count","cross_package_sample_membership_count","scientific_fingerprint_field_count","exact_duplicate_fingerprint_count","duplicate_record_count","base_screening_checksum_sha256","duplicate_identity_checksum_sha256","resolution_rule"
"REGISTER:DS06",909693,8102,4,8,51,0,0,"717af33a0d4db5505f920580d8fc8d1f3c389a060eee4405901d786618bce69c","08e7cf6c2c319c13259cede7e76efcb7f27b57925789f55478c688bcab39e4c9","Only records sharing provider sample identity across packages can match; exact SHA-256 over all common scientific fields is required. The most complete same-sample package is canonical; provider ID and source row break ties."
