"artifact_role","path","row_count","checksum_sha256","generated_from_manifest_sha256"
"variable_inventory","metadata/stage2/screening/ds12_cpr_variable_inventory.csv",41,"aabe946ab322e89a70ea7dc0b8c81101f51b06602f9b3bd89064e2a9cc6a5a65","272701653ed70a2ab09695bbd575bd0e3f5ce922c77c695c77dc79e4389f38ce"
"location_summary","metadata/stage2/screening/ds12_cpr_location_summary.csv",1,"562a680102abd3ef58e82d82d6619d3fef066819e140305b2c5372079e8ce782","272701653ed70a2ab09695bbd575bd0e3f5ce922c77c695c77dc79e4389f38ce"
"measurement_summary","metadata/stage2/screening/ds12_cpr_measurement_summary.csv",6,"6da79aff455b1d24800388b7327eb774a8ad7259e29fe6e45d057eed87f88bba","272701653ed70a2ab09695bbd575bd0e3f5ce922c77c695c77dc79e4389f38ce"
"taxon_summary","metadata/stage2/screening/ds12_cpr_taxon_summary.csv",748,"bb9e1b8f64e9f3a5c9ac14f6ec0300845e2ae241886c6d3ee8ba43afa8985f22","272701653ed70a2ab09695bbd575bd0e3f5ce922c77c695c77dc79e4389f38ce"
"record_screening","data/interim/stage2_ds12_cpr_record_screening.csv",267284,"0fb6140110121051c93f1a613fbc5139b210f77c4cce9ea7f2ca19139b0a390d","272701653ed70a2ab09695bbd575bd0e3f5ce922c77c695c77dc79e4389f38ce"
"duplicate_map","data/interim/stage2_ds12_cpr_duplicate_map.csv",0,"a2aef4ca453012517450bd84643a1d52b76ac84bffd29b3791c23c97b2f28c24","272701653ed70a2ab09695bbd575bd0e3f5ce922c77c695c77dc79e4389f38ce"
"dataset_screening_summary","metadata/stage2/screening/ds12_cpr_screening_summary.csv",1,"d95fa67f20525436a8225de676c83edc412c1cd54b65491b5849e52e93fd3ad5","272701653ed70a2ab09695bbd575bd0e3f5ce922c77c695c77dc79e4389f38ce"
