"crosswalk_version","accepted_aphia_id","authority_species","authority_genus","authority_class","authority_division","authority_trophy","authority_size_class","lifeform_primary","lifeform_secondary","autotrophy_status","autotrophy_uncertainty","colony_state","phaeocystis_state","assignment_rule","crosswalk_state"
"PEG_BVOL2026_stage5_v1",146563,"Aphanocapsa delicatissima","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146563,"Aphanocapsa delicatissima","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146563,"Aphanocapsa delicatissima","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146563,"Aphanocapsa delicatissima","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",4,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146563,"Aphanocapsa delicatissima","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",5,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146563,"Aphanocapsa delicatissima","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",6,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146563,"Aphanocapsa delicatissima","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",7,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146564,"Aphanocapsa elachista","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146564,"Aphanocapsa elachista","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146564,"Aphanocapsa elachista","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146564,"Aphanocapsa elachista","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",4,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146564,"Aphanocapsa elachista","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",5,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146647,"Aphanocapsa holsatica","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146647,"Aphanocapsa holsatica","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146647,"Aphanocapsa holsatica","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146647,"Aphanocapsa holsatica","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",4,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146647,"Aphanocapsa holsatica","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",5,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162668,"Aphanocapsa incerta","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162668,"Aphanocapsa incerta","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162668,"Aphanocapsa incerta","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162668,"Aphanocapsa incerta","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",4,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162668,"Aphanocapsa incerta","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",5,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162671,"Aphanocapsa parasitica","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162671,"Aphanocapsa parasitica","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162672,"Aphanocapsa planctonica","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162672,"Aphanocapsa planctonica","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162672,"Aphanocapsa planctonica","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162672,"Aphanocapsa planctonica","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",4,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162672,"Aphanocapsa planctonica","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",5,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162673,"Aphanocapsa reinboldii","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162673,"Aphanocapsa reinboldii","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162673,"Aphanocapsa reinboldii","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162673,"Aphanocapsa reinboldii","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",4,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162673,"Aphanocapsa reinboldii","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",5,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162675,"Aphanocapsa rivularis","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162675,"Aphanocapsa rivularis","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162675,"Aphanocapsa rivularis","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162675,"Aphanocapsa rivularis","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",4,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162675,"Aphanocapsa rivularis","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",5,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",4,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",5,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",6,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",7,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",8,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",9,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",10,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",11,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",12,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",13,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",14,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146562,"Aphanocapsa","Aphanocapsa","Cyanophyceae","CYANOBACTERIA","AU",15,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162683,"Aphanothece castagnei","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162683,"Aphanothece castagnei","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162683,"Aphanothece castagnei","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162683,"Aphanothece castagnei","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",4,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162683,"Aphanothece castagnei","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",5,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",624961,"Aphanothece paralleliformis","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",624961,"Aphanothece paralleliformis","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",624961,"Aphanothece paralleliformis","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",624961,"Aphanothece paralleliformis","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",4,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",624961,"Aphanothece paralleliformis","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",5,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162694,"Aphanothece stagnina","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162694,"Aphanothece stagnina","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162694,"Aphanothece stagnina","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162694,"Aphanothece stagnina","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",4,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162694,"Aphanothece stagnina","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",5,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146715,"Aphanothece","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146715,"Aphanothece","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146715,"Aphanothece","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146715,"Aphanothece","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",4,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146715,"Aphanothece","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",5,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146715,"Aphanothece","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",6,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146715,"Aphanothece","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",7,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146715,"Aphanothece","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",8,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146715,"Aphanothece","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",9,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146715,"Aphanothece","Aphanothece","Cyanophyceae","CYANOBACTERIA","AU",10,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162699,"Chroococcus cumulatus","Chroococcus","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146569,"Chroococcus dispersus","Chroococcus","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146569,"Chroococcus dispersus","Chroococcus","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162704,"Chroococcus distans","Chroococcus","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",162714,"Chroococcus minimus","Chroococcus","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146614,"Chroococcus minor","Chroococcus","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146567,"Chroococcus minutus","Chroococcus","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146566,"Chroococcus turgidus","Chroococcus","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146566,"Chroococcus turgidus","Chroococcus","Cyanophyceae","CYANOBACTERIA","AU",2,"other_autotrophic_phytoplankton","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146566,"Chroococcus turgidus","Chroococcus","Cyanophyceae","CYANOBACTERIA","AU",3,"other_autotrophic_phytoplankton","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",146565,"Chroococcus","Chroococcus","Cyanophyceae","CYANOBACTERIA","AU",1,"other_autotrophic_phytoplankton","","autotroph",FALSE,"provider_comment_mentions_colony","not_phaeocystis","peg_trophy_au_other","authority_rule_assignment_not_yet_applied_to_biomass"
