"crosswalk_version","accepted_aphia_id","authority_species","authority_genus","authority_class","authority_division","authority_trophy","authority_size_class","lifeform_primary","lifeform_secondary","autotrophy_status","autotrophy_uncertainty","colony_state","phaeocystis_state","assignment_rule","crosswalk_state"
"PEG_BVOL2026_stage5_v1",109876,"Gyrodinium spirale","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",8,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",1,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",2,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",3,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",4,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",5,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",6,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",7,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",8,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",9,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",10,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",11,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",12,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",13,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",14,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",15,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",16,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",17,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",51,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",52,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",53,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",54,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",55,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",56,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",57,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",58,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",59,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",60,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",61,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",62,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",63,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",64,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",65,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",66,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109476,"Gyrodinium","Gyrodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",67,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",233024,"Karenia mikimotoi","Karenia","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",1,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",233024,"Karenia mikimotoi","Karenia","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",2,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",231788,"Karenia","Karenia","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",1,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",231788,"Karenia","Karenia","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",2,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",233037,"Karlodinium veneficum","Karlodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",1,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",345481,"Lepidodinium chlorophorum","Lepidodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",1,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",547527,"Nematopsides vigilans","Nematopsides","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",1,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",547527,"Nematopsides vigilans","Nematopsides","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",2,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109901,"Polykrikos schwartzii","Polykrikos","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",1,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109901,"Polykrikos schwartzii","Polykrikos","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",2,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109901,"Polykrikos schwartzii","Polykrikos","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",3,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109901,"Polykrikos schwartzii","Polykrikos","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",4,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109901,"Polykrikos schwartzii","Polykrikos","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",5,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109901,"Polykrikos schwartzii","Polykrikos","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",6,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109901,"Polykrikos schwartzii","Polykrikos","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",7,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",663583,"Protodinium simplex","Protodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",1,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",663583,"Protodinium simplex","Protodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",2,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",663583,"Protodinium simplex","Protodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",3,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",615516,"Sclerodinium calyptroglyphe","Sclerodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","HT",1,"heterotroph_or_mixotroph_uncertain","dinoflagellate_trophy_uncertain","heterotroph",TRUE,"not_resolved","not_phaeocystis","peg_trophy_ht_or_mx","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109889,"Torodinium robustum","Torodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",1,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109889,"Torodinium robustum","Torodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",2,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109889,"Torodinium robustum","Torodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",3,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109889,"Torodinium robustum","Torodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",4,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109889,"Torodinium robustum","Torodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",5,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109889,"Torodinium robustum","Torodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",6,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109889,"Torodinium robustum","Torodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",7,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109890,"Torodinium teredo","Torodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",1,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109890,"Torodinium teredo","Torodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",2,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",109479,"Torodinium","Torodinium","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",1,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",1,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",2,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",3,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",4,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",5,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",6,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",7,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",8,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",9,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",10,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",11,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",12,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",13,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",14,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",15,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",16,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",17,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",18,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",19,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
"PEG_BVOL2026_stage5_v1",,"Gymnodiniales","Gymnodiniales","Dinophyceae","DINOPHYTA (PYRROPHYTA)","AU",20,"dinoflagellate_autotroph","","autotroph",FALSE,"not_resolved","not_phaeocystis","peg_class_dinophyceae_and_trophy_au","authority_rule_assignment_not_yet_applied_to_biomass"
